sentence	gold	id	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct
καίτοι ἐνίοτε πρὸς τοὺς καιροὺς ἁρμοττόμενος καὶ λαμπρὰ ἠμπίσχετο ·	O O O O O O O O O O	1646	{}	{}	{}	{'B-PERSON': ['ἐνίοτε', 'ἁρμοττόμενος', 'ἀμπίσχετο']}
καθάπερ ἐν τῷ Πλάτωνος Συμποσίῳ ( 174a ) παρ' Ἀγάθωνα βαδίζων .	O O O B-PERSON O O O O O B-PERSON O O	1647	{'B-PERSON': ['Πλάτωνος', 'Ἀγάθωνα'], 'B-WORK': ['Συμποσίῳ']}	{'B-PERSON': ['Πλάτωνος', 'Ἀγάθωνα'], 'B-WORK': ['Συμποσίῳ']}	{'B-WORK': ['Πλάτωνος', 'Συμποσίῳ'], 'B-PERSON': ['Ἀγάθωνα']}	{'B-LOC': ['Πλάτωνος Συμποσίῳ'], 'B-PERSON': ['Ἀγάθωνα']}
Ἱκανὸς	O	1648	{}	{}	{}	{'B-PERSON': ['Ἱκανός']}
δ' ἀμφότερα ἦν , καὶ προτρέψαι καὶ ἀποτρέψαι .	O O O O O O O O O	1649	{}	{}	{}	{'B-LOC': ['Ἀμφότερα'], 'B-ORG': ['Ἀμφότερα']}
ὥσπερ τὸν Θεαίτητον περὶ ἐπιστήμης διαλεχθεὶς ἔνθεον ἀπέπεμψε , καθὰ καὶ Πλάτων φησίν ( Theaet 142cd , 180c ) .	O O B-PERSON O O O O O O O O B-PERSON O O O O O O O O	1650	Πρότασις: ὥσπερ τὸν Θεαίτητον περὶ ἐπιστήμης διαλεχθεὶς ἔνθεον ἀπέπεμψε , καθὰ καὶ Πλάτων φησί	{'B-PERSON': ['Θεαίτητος', 'Πλάτων']}	{'B-GOD': ['Θεαίτητον'], 'B-PERSON': ['Πλάτων']}	{'B-PERSON': ['Θεαίτητος', 'Πλάτων']}
Εὐθύφρονα δὲ τῷ πατρὶ γραψάμενον ξενοκτονίας δίκην ( Euth 4a ) περὶ ὁσίου τινὰ διαλεχθεὶς ἀπήγαγε .	B-PERSON O O O O O O O O O O O O O O O O	1651	Πρότασις: Εὐθύφρονα δὲ τῷ πατρὶ γραψάμενον ξενοκτονίας δίκην ( Euth 4a ) περὶ ὁσίου τινὰ διαλεχθεὶς	{'B-PERSON': ['Εὐθύφρονα']}	{'B-WORK': ['Εὐθύφρονα'], 'B-LOC': ['τῷ πατρὶ'], 'B-ORG': ['ξενοκτονίας'], 'B-EVENT': ['δίκην']}	{'B-PERSON': ['Εὐθύφρονα', 'πατρὶ'], 'B-LOC': ['Ξενοκτονίας']}
καὶ τὸν Λύσιν δὲ ἠθικώτατον ἐποίησε προτρέψας .	O O B-PERSON O O O O O	1652	{'B-PERSON': ['Λύσιν']}	{'B-PERSON': ['Λύσιν']}	{'B-PERSON': ['Λύσιν']}	{'B-PERSON': ['Λύσιν']}
ἦν γὰρ ἱκανὸς ἀπὸ τῶν πραγμάτων τοὺς λόγους εὑρίσκειν .	O O O O O O O O O O	1653	{}	{}	{}	{'B-PERSON': ['ἦν', 'γὰρ', 'ἱκανὸς', 'ἀπὸ', 'τῶν', 'πραγμάτων', 'τοὺς', 'λόγους', 'εὑρίσκειν']}
ἐνέτρεψε δὲ καὶ Λαμπροκλέα τὸν υἱὸν τῇ μητρὶ ἀγριαινόμενον , ὥς που καὶ Ξενοφῶν εἴρηκε ( Mem II ii 1 sq ) .	O O O B-PERSON O O O O O O O O O B-PERSON O O O O O O O O O	1654	{'B-PERSON': ['Λαμπροκλέα', 'Ξενοφῶν'], 'B-WORK': ['Mem']}	{'B-PERSON': ['Λαμπροκλέα', 'Ξενοφῶν']}	{'B-PERSON': ['Λαμπροκλέα', 'Ξενοφῶν']}	{'B-PERSON': ['Λαμπροκλέα', 'Ξενοφῶν']}
καὶ Γλαύκωνα μὲν τὸν Πλάτωνος ἀδελφὸν θέλοντα πολιτεύεσθαι ἀπέστησε διὰ τὸ ἀπείρως ἔχειν , ὥς φησι Ξενοφῶν ( Mem III vi 1 sq ) ·	O B-PERSON O O B-WORK O O O O O O O O O O O B-PERSON O O O O O O O O	1655	{'B-PERSON': ['Γλαύκωνα', 'Πλάτωνος', 'Ξενοφῶν']}	{'B-PERSON': ['Γλαύκωνα', 'Πλάτωνος', 'Ξενοφῶν']}	{'B-PERSON': ['Γλαύκωνα', 'Πλάτωνος', 'Ξενοφῶν']}	{'B-PERSON': ['Πλάτωνος', 'Ξενοφῶν'], 'B-LOC': ['Ἀπέστησε']}
Χαρμίδην δὲ τοὐναντίον ἔχοντα οἰκείως ἐπέστησεν ( Mem III vii 1 sq ) .	B-PERSON O O O O O O O O O O O O O	1656	{'B-PERSON': ['Χαρμίδην']}	{'B-PERSON': ['Χαρμίδη']}	{'B-<WORK>': ['Mem']}	{'B-PERSON': ['Χαρμίδην']}
Ἐπῆρε δὲ καὶ εἰς φρόνημα Ἰφικράτην τὸν στρατηγόν , δείξας αὐτῷ τοῦ κουρέως Μειδίου ἀλεκτρυόνας ἀντίον τῶν Καλλίου πτερυξαμένους .	O O O O O B-PERSON O O O O O O O B-PERSON O O O B-PERSON O O	1657	{'B-PERSON': ['Ἰφικράτην', 'Μειδίου', 'Καλλίου']}	{'B-PERSON': ['Ἰφικράτην', 'Μειδίου', 'Καλλίου']}	{'B-PERSON': ['Ἰφικράτην'], 'B-ORG': ['Μειδίου'], 'B-LOC': ['Καλλίου']}	{'B-PERSON': ['Ἰφικράτην'], 'B-ORG': ['Ἰφικράτην']}
οἱ δὲ Αἰακέος παῖδες ἄλαστα κακὰ ἔρδουσι καὶ Μιλησίους οὐκ ἐπιλείπουσι αἰσυμνῆται .	O O B-PERSON O O O O O B-NORP O O O O	1658	{'B-PERSON': ['Αἰακέος'], 'B-NORP': ['Μιλησίους']}	{'B-PERSON': ['Αἰακέος'], 'B-NORP': ['Μιλησίους']}	{'B-NORP': ['Αἰακέος'], 'B-LOC': ['Μιλησίους']}	{'B-PERSON': ['Αἰακέος', 'Μιλησίους']}
δεινὸς δὲ ἡμῖν καὶ ὁ Μήδων βασιλεύς , οὐκ ἤν γε ἐθέλωμεν δασμοφορέειν ·	O O O O O B-NORP O O O O O O O O	1659	{'B-NORP': ['Μήδων'], 'B-PERSON': ['βασιλεύς']}	{'B-PERSON': ['Μήδων βασιλεύς']}	{'B-NORP': ['Μήδων'], 'B-PERSON': ['βασιλεύς']}	{'B-PERSON': ['Μήδων']}
ἀλλὰ μέλλουσι δὴ ἀμφὶ τῆς ἐλευθερίης ἁπάντων Ἴωνες Μήδοις κατίστασθαι ἐς πόλεμον ·	O O O O O O O B-NORP B-NORP O O O O	1660	{'B-NORP': ['Ἴωνες', 'Μήδοις']}	{'B-NORP': ['Ἴωνες', 'Μήδοι']}	{'B-NORP': ['Ἴωνες'], 'B-NORP': ['Μήδοις']}	{'B-LOC': ['Ἴωνες', 'Μήδοις'], 'B-ORG': ['ἐλευθερίης']}
καταστᾶσι δὲ οὐκέτι ἐλπὶς ἡμῖν σωτηρίης .	O O O O O O O	1661	{}	{}	{}	{'B-LOC': ['ἡμῖν'], 'B-PERSON': ['ἡμῖν']}
κῶς ἂν οὖν Ἀναξιμένης ἐν θυμῷ ἔτι ἔχοι αἰθερολογέειν , ἐν δείματι ἐὼν ὀλέθρου ἢ δουλοσύνης ;	O O O B-PERSON O O O O O O O O O O O O O	1662	{'B-PERSON': ['Ἀναξιμένης']}	{'B-PERSON': ['Ἀναξιμένης']}	{'B-PERSON': ['Ἀναξιμένης']}	{'B-PERSON': ['Ἀναξιμένης']}
σὺ δὲ εἶ καταθύμιος μὲν Κροτωνιήτῃσι , καταθύμιος δὲ καὶ τοῖσι ἄλλοισι Ἰταλιώτῃσι ·	O O O O O B-NORP O O O O O O B-NORP O	1663	{'B-NORP': ['Κροτωνιήτῃσι', 'Ἰταλιώτῃσι']}	{'B-LOC': ['Κροτωνιήτῃσι', 'Ἰταλιώτῃσι']}	{'B-NORP': ['Κροτωνιήτῃσι', 'Ἰταλιώτῃσι']}	{'B-LOC': ['Κροτωνιήτῃσι', 'Ἰταλιώτῃσι']}
φοιτέουσι δέ τοι λεσχηνῶται καὶ ἐκ Σικελίης .	O O O O O O B-LOC O	1664	{'B-LOC': ['Σικελίης']}	{'B-LOC': ['Σικελίης']}	{'B-LOC': ['Σικελίης']}	{'B-LOC': ['Σικελίης']}
{ < ΑΝΑΞΑΓΟΡΑΣ > } Ἀναξαγόρας Ἡγησιβούλου ἢ Εὐβούλου ,	O O B-PERSON O O B-PERSON B-PERSON O B-PERSON O	1665	{'B-PERSON': ['Ἀναξαγόρας', 'Ἡγησιβούλου', 'Εὐβούλου']}	{'B-PERSON': ['Ἀναξαγόρας', 'Ἡγησιβούλου', 'Εὐβούλου']}	{'B-PERSON': ['ΑΝΑΞΑΓΟΡΑΣ']}	{'B-PERSON': ['Ἀναξαγόρας']}
Κλαζομένιος	B-NORP	1666	{'B-NORP': ['Κλαζομένιος']}	{'B-PERSON': ['Κλαζομένιος']}	{'B-NORP': ['Κλαζομένιος']}	{'B-PERSON': ['Κλαζομένιος']}
οὗτος ἤκουσεν Ἀναξιμένους , καὶ πρῶτος τῇ ὕλῃ νοῦν ἐπέστησεν , ἀρξάμενος οὕτω τοῦ συγγράμματος , ὅ ἐστιν ἡδέως καὶ μεγαλοφρόνως ἡρμηνευμένον ( DK 59 B 1 ) ·	O O B-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O	1667	{'B-PERSON': ['Ἀναξιμένους']}	{'B-PERSON': ['Ἀναξιμένους']}	{'B-PERSON': ['Ἀναξιμένους'], 'B-WORK': ['συγγράμματος']}	{'B-PERSON': ['Ἀναξιμένους']}
καὶ τέλος ἀποχωρήσας εἰς Λάμψακον αὐτόθι κατέστρεψεν .	O O O O B-LOC O O O	1668	{'B-LOC': ['Λάμψακον']}	{'B-LOC': ['Λάμψακον']}	{'B-LOC': ['Λάμψακον']}	{'B-LOC': ['Λάμψακον']}
ὅτε καὶ τῶν ἀρχόντων τῆς πόλεως ἀξιούντων τί βούλεται αὐτῷ γενέσθαι , φάναι , “ τοὺς παῖδας ἐν ᾧ ἂν ἀποθάνῃ μηνὶ κατ' ἔτος παίζειν συγχωρεῖν ” .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1669		{'B-PERSON': ['αὐτῷ']}	{'O': ['ὅτε', 'καὶ', 'τῶν', 'ἀρχόντων', 'τῆς', 'πόλεως', 'ἀξιούντων', 'τί', 'βούλεται', 'αὐτ	{'B-PERSON': ['ὅτε', 'αὐτῷ'], 'B-ORG': ['τῆς πόλεως']}
καὶ φυλάττεται τὸ ἔθος καὶ νῦν .	O O O O O O O	1670		{}	{}	{'B-LOC': ['ἔθος']}
τελευτήσαντα δὴ αὐτὸν ἔθαψαν ἐντίμως οἱ Λαμψακηνοὶ καὶ ἐπέγραψαν ( A Pal vii 94 ) .	O O O O O O B-NORP O O O O O O O O O	1671	{'B-NORP': ['Λαμψακηνοὶ'], 'B-WORK': ['A', 'Pal', 'vii']}	{'B-LOC': ['Λαμψακηνοὶ']}	{'B-NORP': ['Λαμψακηνοὶ']}	{'B-PERSON': ['τελευτήσαντα', 'αὐτὸν'], 'B-LOC': ['Λαμψακηνοὶ']}
ἐνθάδε , πλεῖστον ἀληθείας ἐπὶ τέρμα περήσας οὐρανίου κόσμου , κεῖται Ἀναξαγόρας .	O O O O O O O O O O O B-PERSON O	1672	{'B-PERSON': ['Ἀναξαγόρας'], 'B-LOC': ['οὐρανίου', 'κόσμου']}	{'B-PERSON': ['Ἀναξαγόρας']}	{'B-PERSON': ['Ἀναξαγόρας']}	{'B-LOC': ['ἐνθάδε'], 'B-PERSON': ['Ἀναξαγόρας']}
ἔστι καὶ ἡμῶν εἰς αὐτόν ( A Pal vii 95 ) ·	O O O O O O O O O O O O	1673	{'B-WORK': ['A', 'Pal']}	{'B-PERSON': ['A Pal vii']}	{}	{'B-PERSON': ['ἡμῶν']}
ἠέλιον πυρόεντα μύδρον ποτὲ φάσκεν ὑπάρχειν , καὶ διὰ τοῦτο θανεῖν μέλλεν Ἀναξαγόρας ·	O O O O O O O O O O O O B-PERSON O	1674	{'B-PERSON': ['Ἀναξαγόρας']}	{'B-PERSON': ['Ἀναξαγόρας']}	{'B-PERSON': ['Ἀναξαγόρας']}	{'B-PERSON': ['Ἀναξαγόρας']}
ἀλλ' ὁ φίλος Περικλῆς μὲν ἐρύσατο τοῦτον , ὁ δ' αὑτὸν ἐξάγαγεν βιότου μαλθακίῃ σοφίης .	O O O B-PERSON O O O O O O O O O O O O	1675	{'B-PERSON': ['Περικλῆς']}	{'B-PERSON': ['Περικλῆς']}	{'B-PERSON': ['Περικλῆς']}	{'B-PERSON': ['Περικλῆς']}
Γεγόνασι δὲ καὶ ἄλλοι τρεῖς Ἀναξαγόραι , ὧν [ ἐν οὐδενὶ πάντα , ἀλλ' ] ὁ μὲν ἦν ῥήτωρ , Ἰσοκράτειος ·	O O O O O B-PERSON O O O O O O O O O O O O O O B-NORP O	1676	{'B-PERSON': ['Ἀναξαγόραι', 'Ἰσοκράτειος']}	{'B-PERSON': ['Ἀναξαγόραι', 'Ἰσοκράτειος']}	{'B-PERSON': ['Ἰσοκράτειος']}	{'B-PERSON': ['Ἀναξαγόραι', 'Ἰσοκράτης']}
ὁ δ' ἀνδριαντοποιός , οὗ μέμνηται Ἀντίγονος ·	O O O O O O B-PERSON O	1677	{'B-PERSON': ['Ἀντίγονος']}	{'B-PERSON': ['Ἀντίγονος']}	{'B-PERSON': ['Ἀντίγονος']}	{'B-PERSON': ['Ἀντίγονος']}
ἄλλος γραμματικὸς Ζηνοδότειος .	O O B-NORP O	1678	{'B-PERSON': ['Ζηνοδότειος']}	{'B-PERSON': ['Ζηνοδότειος']}	{'B-PERSON': ['Ζηνοδότειος']}	{'B-PERSON': ['Ζηνοδότειος']}
{ < ΑΡΧΕΛΑΟΣ > } Ἀρχέλαος Ἀθηναῖος ἢ Μιλήσιος , πατρὸς Ἀπολλοδώρου	O O B-PERSON O O B-PERSON B-NORP O B-NORP O O B-PERSON	1679	{'B-PERSON': ['Ἀρχέλαος', 'Ἀπολλοδώρου'], 'B-NORP': ['Ἀθηναῖος', 'Μιλήσιος']}	{'B-PERSON': ['Ἀρχέλαος', 'Ἀπολλοδώρου']}	{'B-PERSON': ['Ἀρχέλαος'], 'B-LOC': ['Ἀθηναῖος', 'Μιλήσιος'], 'B-PERSON': ['Ἀπολλοδώρου']}	{'B-PERSON': ['Ἀρχέλαος', 'Ἀπολλοδώρου']}
, ὡς δέ τινες , Μίδωνος , μαθητὴς Ἀναξαγόρου , διδάσκαλος Σωκράτους	O O O O O B-PERSON O O B-PERSON O O B-PERSON	1680	{'B-PERSON': ['Μίδωνος', 'Ἀναξαγόρου', 'Σωκράτους']}	{'B-PERSON': ['Μίδωνος', 'Ἀναξαγόρου', 'Σωκράτους']}	{'B-PERSON': ['Μίδωνος', 'Ἀναξαγόρου', 'Σωκράτους']}	{'B-PERSON': ['Μίδωνος', 'Ἀναξαγόρου', 'Σωκράτους']}
οὗτος πρῶτος ἐκ τῆς Ἰωνίας τὴν φυσικὴν φιλοσοφίαν μετήγαγεν Ἀθήναζε , καὶ ἐκλήθη φυσικός , παρὸ καὶ ἔληξεν ἐν αὐτῷ ἡ φυσικὴ φιλοσοφία , Σωκράτους τὴν ἠθικὴν εἰσαγαγόντος .	O O O O B-LOC O O O O B-LOC O O O O O O O O O O O O O O B-PERSON O O O O	1681	{'B-LOC': ['Ἰωνίας', 'Ἀθήναζε'], 'B-PERSON': ['Σωκράτους']}	{'B-LOC': ['Ἰωνίας', 'Ἀθήναζε'], 'B-PERSON': ['Σωκράτους']}	{'B-LOC': ['Ἰωνίας'], 'B-PERSON': ['Ἀθήναζε', 'Σωκράτους'], 'I-PERSON': ['Σωκράτους']}	{'B-PERSON': ['οὗτος', 'Σωκράτους'], 'B-LOC': ['Ἰωνίας', 'Ἀθήναζε']}
ἔοικεν δὲ καὶ οὗτος ἅψασθαι τῆς ἠθικῆς .	O O O O O O O O	1682	{}	{'B-O': ['ἔοικεν', 'δὲ', 'καὶ', 'οὗτος', 'ἅψασθαι', 'τῆς', 'ἠθικῆς']}	{}	{'B-PERSON': ['ἔοικεν', 'οὗτος']}
καὶ γὰρ περὶ νόμων πεφιλοσόφηκε καὶ καλῶν καὶ δικαίων ·	O O O O O O O O O O	1683	{}	{'B-WORK': ['νόμων']}	{'O': ['νόμων', 'καλῶν', 'δικαίων']}	{'B-PERSON': ['Περὶ'], 'B-ORG': ['νόμων']}
καὶ αὐτὸν Γλαυκωνίδης ἠξίου τῇ πόλει περιποιεῖν καθάπερ φασιανὸν ὄρνιν ἢ	O O B-PERSON O O O O O O O O	1684	{'B-PERSON': ['Γλαυκωνίδης']}	{'B-PERSON': ['Γλαυκωνίδης']}	{'B-PERSON': ['Γλαυκωνίδης']}	{'B-PERSON': ['Γλαυκωνίδης']}
ταώ.	O	1685		{'B-GOD': ['ταώ']}	{}	{'B-LOC': ['ταώ']}
Ἔλεγε δὲ ὡς θαῦμα τὸ μὲν ἕκαστον εἰπεῖν ἂν ῥᾳδίως ὅσα ἔχει , φίλους δ' οὐκ ἂν ὀνομάσαι ὁπόσους κέκτηται ·	O O O O O O O O O O O O O O O O O O O O O	1686	{}	{'B-PERSON': []}	{'B-O': ['Ἔλεγε', 'δὲ', 'ὡς', 'θαῦμα', 'τὸ', 'μὲν', 'ἕκαστον', 'εἰπεῖν', 'ἂν', 'ῥᾳδίως',	{'B-PERSON': ['Ἔλεγε', 'ὡς', 'ἕκαστον', 'ἂν', 'ὅσα', 'ἔχει', 'φίλους', 'ὀνομάσαι', 'ὁπόσους', 'κ
οὕτως ὀλιγώρως ἔχειν περὶ αὐτούς .	O O O O O O	1687		{}	{}	{'B-LOC': ['ὀλιγώρως'], 'B-PERSON': ['αὐτούς']}
ὁρῶν δ' Εὐκλείδην ἐσπουδακότα περὶ τοὺς ἐριστικοὺς λόγους , “ ὦ Εὐκλείδη ”	O O B-PERSON O O O O O O O O B-PERSON O	1688	{'B-PERSON': ['Εὐκλείδην', 'Εὐκλείδη']}	{'B-PERSON': ['Εὐκλείδην', 'Εὐκλείδη']}	{'B-PERSON': ['Εὐκλείδην', 'Εὐκλείδη']}	{'B-PERSON': ['Εὐκλείδης', 'Εὐκλείδη']}
ἔφη , “ σοφισταῖς μὲν δυνήσῃ χρῆσθαι , ἀνθρώποις δὲ οὐδαμῶς ” .	O O O O O O O O O O O O O	1689	{'B-NORP': ['σοφισταῖς']}	{'B-PERSON': []}	{}	{'B-PERSON': ['σοφισταῖς', 'ἀνθρώποις']}
ἄχρηστον γὰρ ᾤετο εἶναι τὴν περὶ ταῦτα γλισχρολογίαν , ὡς καὶ Πλάτων ἐν Εὐθυδήμῳ φησίν .	O O O O O O O O O O O B-PERSON O B-PERSON O O	1690	{'B-PERSON': ['Πλάτων'], 'B-WORK': ['Εὐθυδήμῳ']}	{'B-PERSON': ['Πλάτων'], 'B-WORK': ['Εὐθυδήμῳ']}	{'B-WORK': ['Πλάτων', 'Εὐθυδήμῳ']}	{'B-PERSON': ['Πλάτων'], 'B-LOC': ['Εὐθυδήμῳ']}
Χαρμίδου τε οἰκέτας αὐτῷ διδόντος , ἵν ' ἀπ ' αὐτῶν προσοδεύοιτο , οὐχ εἵλετο ·	B-PERSON O O O O O O O O O O O O O O O	1691		{'B-PERSON': ['Χαρμίδου']}	{'O': ['Χαρμίδου'], 'O': ['οἰκέτας', 'αὐτῷ', 'διδόντος', 'ἀπ', 'αὐτῶν', 'προσοδεύοιτο', 'οὐχ', '	{'B-PERSON': ['Χαρμίδου']}
καὶ τὸ κάλλος ὑπερεῖδεν Ἀλκιβιάδου κατά τινας .	O O O O B-PERSON O O O	1692	{'B-PERSON': ['Ἀλκιβιάδου']}	{'B-PERSON': ['Ἀλκιβιάδου']}	{'B-PERSON': ['Ἀλκιβιάδου']}	{'B-PERSON': ['Ἀλκιβιάδου']}
καὶ ἐπῄνει σχολὴν ὡς κάλλιστον κτημάτων , καθὰ καὶ Ξενοφῶν ἐν Συμποσίῳ φησίν ( iv 44 ) .	O O O O O O O O O B-PERSON O O O O O O O O	1693	{'B-PERSON': ['Ξενοφῶν'], 'B-WORK': ['Συμποσίῳ']}	{'B-PERSON': ['Ξενοφῶν'], 'B-WORK': ['Συμποσίῳ']}	{'B-WORK': ['Συμποσίῳ'], 'B-PERSON': ['Ξενοφῶν']}	{'B-PERSON': ['Ξενοφῶν']}
ἔλεγε δὲ καὶ ἓν μόνον ἀγαθὸν εἶναι , τὴν ἐπιστήμην , καὶ ἓν μόνον κακόν , τὴν ἀμαθίαν ·	O O O O O O O O O O O O O O O O O O O	1694	{}	{}	{}	{'B-PERSON': ['ἔλεγε'], 'B-ORG': ['ἐπιστήμην', 'ἀμαθίαν']}
πλοῦτον δὲ καὶ εὐγένειαν οὐδὲν σεμνὸν ἔχειν , πᾶν δὲ τοὐναντίον κακόν .	O O O O O O O O O O O O O	1695	{}	{}	{}	{'B-LOC': ['πλοῦτον', 'εὐγένειαν'], 'B-NORP': ['Ἕλληνες']}
εἰπόντος γοῦν τινος αὐτῷ ὡς εἴη Ἀντισθένης μητρὸς Θρᾴττης , “ σὺ δ' ᾤου ” .	O O O O O O B-PERSON O B-PERSON O O O O O O O	1696	{'B-PERSON': ['Ἀντισθένης'], 'B-NORP': ['Θρᾴττης']}	{'B-PERSON': ['Ἀντισθένης']}	{'B-PERSON': ['Ἀντισθένης'], 'B-LOC': ['Θρᾴττης']}	{'B-PERSON': ['Ἀντισθένης']}
ἔφη , “ οὕτως ἂν γενναῖον ἐκ δυεῖν Ἀθηναίων γενέσθαι ;	O O O O O O O O B-NORP O O	1697	{'B-NORP': ['Ἀθηναίων']}	{'B-LOC': ['Ἀθηναίων']}	{'B-NORP': ['Ἀθηναίων']}	{'B-PERSON': ['ἔφη', 'Ἀθηναίων']}
” Φαίδωνα δὲ δι' αἰχμαλωσίαν ἐπ' οἰκήματος καθήμενον προσέταξε Κρίτωνι λυτρώσασθαι , καὶ φιλόσοφον ἀπειργάσατο .	O B-PERSON O O O O O O O B-PERSON O O O O O O	1698	{'B-PERSON': ['Φαίδωνα', 'Κρίτωνι']}	{'B-PERSON': ['Φαίδωνα', 'Κρίτωνι']}	{'B-PERSON': ['Φαίδωνα', 'Κρίτωνι'], 'B-ORG': ['φιλόσοφον']}	{'B-PERSON': ['Φαίδωνα', 'Κρίτωνι']}
Ἀλλὰ καὶ λυρίζειν ἐμάνθανεν ἤδη γηραιός , μηδὲν λέγων ἄτοπον εἶναι ἅ τις μὴ οἶδεν ἐκμανθάνειν .	O O O O O O O O O O O O O O O O O	1699	{}	{}	{}	{'B-PERSON': ['Ἀλλὰ καὶ', 'γηραιός']}
ἔτι τε ὠρχεῖτο συνεχές , τῇ τοῦ σώματος εὐεξίᾳ λυσιτελεῖν ἡγούμενος τὴν τοιαύτην γυμνασίαν , ὡς καὶ Ξενοφῶν ἐν Συμποσίῳ φησίν ( ii 16—20 ) .	O O O O O O O O O O O O O O O O O B-PERSON O O O O O O O O	1700	{'B-PERSON': ['Ξενοφῶν'], 'B-WORK': ['Συμποσίῳ']}	{'B-PERSON': ['Ξενοφῶν']}	{'B-PERSON': ['Ξενοφῶν'], 'B-WORK': ['Συμποσίῳ']}	{'B-PERSON': ['Ξενοφῶν']}
ἔλεγε δὲ καὶ προσημαίνειν τὸ δαιμόνιον τὰ μέλλοντα αὐτῷ ·	O O O O O O O O O O	1701	{'B-GOD': ['δαιμόνιον']}	{'B-GOD': ['δαιμόνιον']}	{}	{'B-PERSON': ['ἔλεγε', 'αὐτῷ']}
τό τε εὖ ἄρχεσθαι μικρὸν μὲν μὴ εἶναι , παρὰ μικρὸν δέ ·	O O O O O O O O O O O O O	1702	{}	{}	{}	{'B-PERSON': ['εὖ'], 'B-LOC': ['ἄρχεσθαι']}
καὶ εἰδέναι μὲν μηδὲν πλὴν αὐτὸ τοῦτο [ εἰδέναι ] .	O O O O O O O O O O O	1703	{}	{}	{}	{'B-PERSON': ['εἰδέναι']}
τούς τε τὰ ἀώρια πολλοῦ ἐωνημένους ἀπογινώσκειν ἔλεγεν εἰς τὰς ὥρας ἐλθεῖν .	O O O O O O O O O O O O O	1704	{}	{'B-O': ['τούς', 'τε', 'τὰ', 'ἀώρια', 'πολλοῦ', 'ἐωνημένους', 'ἀπογινώσκειν', 'ἔλεγεν', 'εἰς',	{'O': ['τούς', 'τε', 'τὰ', 'ἀώρια', 'πολλοῦ', 'ἐωνημένους', 'ἀπογινώσκειν', 'ἔλεγεν', 'εἰς', 'τὰ	{'B-PERSON': ['ἔλεγεν']}
καί ποτε ἐρωτηθείς , τίς ἀρετὴ νέου , “ τὸ μηδὲν ἄγαν ” .	O O O O O O O O O O O O O O	1705	{'O': ['καί', 'ποτε', 'ἐρωτηθείς', ',', 'τίς', 'ἀρετὴ', 'νέου', ',', '“', 'τὸ', 'μηδὲν', 'ἄγαν', '	{'B-PERSON': []}	{'B-O': ['καί', 'ποτε', 'ἐρωτηθεὶς', 'τὶς', 'ἀρετὴ', 'νέου', 'τὸ', 'μηδὲν', 'ἄγαν']}	{'B-PERSON': ['ἐρωτηθείς'], 'B-ORG': ['ἀρετὴ']}
ἔφασκέ τε δεῖν γεωμετρεῖν μέχρι ἄν τις μέτρῳ δύνηται γῆν παραλαβεῖν καὶ παραδοῦναι .	O O O O O O O O O O O O O O	1706	{}	{'B-PERSON': []}	{}	{'B-PERSON': ['ἔφασκέ', 'δεῖν', 'γεωμετρεῖν', 'μέχρι', 'ἄν', 'τις', 'μέτρῳ', 'δύνηται', 'γῆν', 'παραλα
Εὐριπίδου δ' ἐν τῇ αὐτοῦ εἰπόντος περὶ ἀρετῆς ( Electra 379 ) , κράτιστον εἰκῆ ταῦτ ' ἐᾶν ἀφειμένα , ἀναστὰς ἐξῆλθε , φήσας γελοῖον εἶναι ἀνδράποδον μὲν μὴ εὑρισκόμενον ἀξιοῦν ζητεῖν , ἀρετὴν δ' οὕτως ἐᾶν ἀπολωλέναι .	B-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1707	{'B-PERSON': ['Εὐριπίδου'], 'B-WORK': ['Electra']}	{'B-PERSON': ['Εὐριπίδου']}	{'B-WORK': ['Εὐριπίδου', 'Electra'], 'B-ORG': ['ἀρετῆς']}	{'B-PERSON': ['Εὐριπίδου'], 'B-LOC': ['ἀρετῆς'], 'B-LOC': [' Electra 379 '], 'B-LOC': ['ἀρετῆς']}
ἐρωτηθεὶς πότερον γήμαι ἢ μή , ἔφη , “ ὃ ἂν αὐτῶν ποιήσῃς , μεταγνώσῃ ” .	O O O O O O O O O O O O O O O O O	1708		{'B-PERSON': []}	{'O': ['ἐρωτηθεὶς', 'πότερον', 'γήμαι', 'ἢ', 'μή', 'ἔφη', 'ὃ', 'ἂν', 'αὐτῶν', 'ποιήσῃς', '	{'B-PERSON': ['ἔφη']}
ἔλεγέ τε θαυμάζειν τῶν τὰς λιθίνας εἰκόνας κατασκευαζομένων τοῦ μὲν λίθου προνοεῖν ὅπως ὁμοιότατος ἔσται , αὑτῶν δ' ἀμελεῖν , ὡς μὴ ὁμοίους τῷ λίθῳ φαίνεσθαι .	O O O O O O O O O O O O O O O O O O O O O O O O O O O	1709	{}	{'B-PERSON': ['ἔλεγέ']}	{}	{'B-PERSON': ['ἔλεγέ'], 'B-ORG': ['τῶν τὰς λιθίνας εἰκόνας κατασκευαζομένων'], 'B-LOC': ['ὁ λίθος'], 'B-LOC': ['α
