sentence	gold	id	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct
ततस् क्रूरदर्शना चण्डोदरी नाम राक्षसी महत् शूलम् भ्रामयन्ती इदं वचनम् अब्रवीत्	O O B-RAKSHASA O O O B-ASTRA O O O O	51	{'B-RAKSHASA': ['चण्डोदरी']}	{'B-RAKSHASA': ['चण्डोदरी']}	{'B-<RAKSHASA>': ['चण्डोदरी'], 'B-<ASTRA>': ['शूलम्']}	{'B-RAKSHASA': ['ततस् क्रूरदर्शना चण्डोदरी नाम राक्षसी'], 'B-शूलम्': ['महत्'], 'B-वचनम्': ['इदं']}
रावणेन हृतां हरिणलोलाक्षीं त्रास उत्कम्प पयोधराम् इमां दृष्ट्वा मे महान् दौर्हृदो अभूत्	B-ASURA O O O O O O O O O O O	52	{'B-RAKSHASA': ['रावणेन']}	{'B-RAKSHASA': ['रावणेन']}	{'B-ASURA': ['रावणेन'], 'B-HUMAN': ['हरिणलोलाक्षीं'], 'B-SEA': ['पयोधराम्']}	{'B
ततस् तु प्रघसा नाम राक्षसी वाक्यम् अब्रवीत्	O O B-RAKSHASA O O O O	53	{'B-RAKSHASA': ['प्रघसा']}	{'B-RAKSHASA': ['प्रघसा']}	{'B-<RAKSHASA>': ['प्रघसा']}	{'B-RAKSHASA': ['प्रघसा'], 'B-HUMAN': ['राक्षसी']}
ततो राज्ञे निवेद्यतां ह सा मानुषी मृता इति	O B-ASURA O O O B-HUMAN O O	54	{'B-HUMAN': ['राज्ञे', 'मानुषी']}	{'B-HUMAN': ['राज्ञे', 'मानुषी']}	{'B-HUMAN': ['सा'], 'B-ASURA': ['मृता']}	{'B-DEVA': ['राज्ञे'], 'B-HUMAN': ['मानुषी']}
ततस् तु अजामुखी नाम राक्षसी वाक्यम् अब्रवीत्	O O B-RAKSHASA O O O O	55	{'B-RAKSHASA': ['अजामुखी']}	{'B-RAKSHASA': ['अजामुखी']}	{'B-<RAKSHASA>': ['अजामुखी'], 'I-<RAKSHASA>': ['राक्षसी']}	{'B-RAKSHASA': ['अजामुखी']}
ततः शूर्पणखा नाम राक्षसी वाक्यम् अब्रवीत्	O B-RAKSHASA O O O O	56	{'B-RAKSHASA': ['शूर्पणखा']}	{'B-RAKSHASA': ['शूर्पणखा']}	{'B-Rakshasa': ['शूर्पणखा']}	{'B-RAKSHASA': ['शूर्पणखा']}
अजामुख्या यद् उक्तं तद् एव मम हि रोचते	B-RAKSHASA O O O O O O O	57	{'B-ASURA': ['अजामुख्या']}	{'B-HUMAN': ['अजामुख्या']}	{}	{'B-<सत्त्व:1>': ['अजामुख्या', 'यद्', 'तद्
सर्वशोकविनाशिनी सुरा च क्षिप्रं आनीयताम्	O B-VINE O O O	58	{'B-DEVA': ['सुरा']}	{'B-DEVA': ['सुरा']}	{'B-<DEVA>': ['सुराऽ'], 'B-<ASURA>': ['शोकविनाशिनी']}	{'B-DEVA': ['सर्वशोकविनाशिनी', 'सुरा']}
मानुषं मांसम् आसाद्य ऽथ निकुम्भिलाम् नृत्यामो	B-HUMAN O O O B-DEVA O	59	{'B-HUMAN': ['मानुषं'], 'B-RAKSHASA': ['निकुम्भिलाम्']}	{'B-RAKSHASA': ['निकुम्भिलाम्']}	{'B-HUMAN': ['मानुषं'], 'B-ASURA': ['निकुम्भिलाम्']}	{'B-DEVA': ['मानुषं'], 'B-HUMAN': ['मांसम्'], 'B-DEVA': ['आसाद्य'], 'B-RAKSHASA': ['निकुम्भिलाम्'], 'B-HUMAN': ['नृत्यामो']}
सुघोराभिर् राक्षसीभिः एवं संभर्त्स्यमाना सुरसुतोपमा सा सीता धैर्यम् उत्सृज्य रोदिति	O B-RAKSHASA O O O O B-HUMAN O O O	60	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-HUMAN': ['सीता']}	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-DEVA': ['सुरसुतोपमा']}	{'B-<ASURA>': ['सुघोराभिर्', 'राक्षसीभिः'], 'B-<DEVA>': ['सुरसुतोपमा'], 'B-<HUMAN>': ['सीता']}	{'B-RAKSHASA': ['सुघोराभिर्', 'राक्षसीभिः'], 'B-HUMAN': ['सुरसुतोपमा', 'सीता']}
भीरु जानासि हि यथा स्त्रीणां यौवनम् अध्रुवम् यावत् ते न व्यतिक्रामेत् तावत् सुखम् अवाप्नुहि तासां असौम्यानां राक्षसीनाम् परुषं दारुणं वदन्तीनां तथा जनकात्मजा बहु रुरोद	B-HUMAN O O O O O O O O O O O O O O O B-RAKSHASA O O O O B-HUMAN O O	61	{'B-RAKSHASA': ['राक्षसीनाम्']}	{'B-HUMAN': ['जनकात्मजा']}	{'B-RAKSHASA': ['तासां', 'राक्षसीनाम्'], 'B-HUMAN': ['जानासि', 'जनकात्मजा']}	{'B-DEVA': ['भीरु', 'स्त्रीणां', 'राक्षसीनाम्', 'दारुणं', 'जनकात्मजा'], 'B-HUMAN': ['हि', 'ते', 'तावत्', 'तासां
राक्षसीभिर् एवम् उक्ता तु परमत्रस्ता मनस्विनी वैदेही बाष्प गद्गदया गिरा उवाच	B-RAKSHASA O O O O O O O O O O	62	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-HUMAN': ['वैदेही']}	{'B-RAKSHASA': ['राक्षसीभिर्'], 'B-HUMAN': ['वैदेही']}	{'B-ASURA': ['राक्षसीभिः'], 'B-HUMAN': ['वैदेही'], 'B-FLOWER': ['बाष्प'], 'B-ORNAMENT': ['गद्गदया']}	{'B-RAKSHASA': ['राक्षसीभिर्'], 'B-DEVA': ['परमत्रस्ता'], 'B-HUMAN': ['वैदेही'], 'B-TREE': ['गिरा']}
मानुषी राक्षसस्य भार्या न भवितुम् अर्हति	B-HUMAN B-RAKSHASA O O O O	63	{'B-HUMAN': ['मानुषी'], 'B-RAKSHASA': ['राक्षसस्य']}	{'B-HUMAN': ['मानुषी'], 'B-RAKSHASA': ['राक्षसस्य']}	{'B-HUMAN': ['मानुषी'], 'B-ASURA': ['राक्षसस्य'], 'B-HUMAN': ['भार्या']}	{'B-DEVA': ['मानुषी'], 'B-RAKSHASA': ['राक्षसस्य'], 'B-HUMAN': ['भार्या'], 'B-RAKSHASA': ['राक्षसस्य'], 'B-HUMAN': ['भार्य
राक्षसीमध्यगता सुरसुतोपमा सा सीता रावणेन तर्जिता च दुःखार्ता शर्म न लेभे	O O O B-HUMAN B-ASURA O O O O O O	64	{'B-RAKSHASA': ['राक्षसीमध्यगता'], 'B-HUMAN': ['सीता'], 'B-ASURA': ['रावणेन']}	{'B-RAKSHASA': ['राक्षसीमध्यगता'], 'B-HUMAN': ['सुरसुतोपमा', 'सीता'], 'B-ASURA': ['रावणेन']}	{'B-ASURA': ['राक्षसीमध्यगता'], 'B-HUMAN': ['सीता', 'रावणेन'], 'B-DEVA': ['सुरसुतोपमा'], 'B-KINGDOM': ['दुःखार्ता']}	{'B-RAKSHASA': ['राक्षसीमध्यगता'], 'B-DEVA': ['सुरसुतोपमा'], 'B-HUMAN': ['सीता'], 'B-HUMAN': ['रावणेन'], 'B-HUMAN': ['शर्म
वने यूथपरिभ्रष्टा कोकैर् अर्दिता मृगी इव सीता आत्मनः अङ्गम् विशती इव अधिकम् वेपते स्म	B-FOREST O O O O O B-HUMAN O O O O O O O	65	{'B-FOREST': ['वने'], 'B-HUMAN': ['सीता']}	{'B-HUMAN': ['सीता']}	{'B-<HUMAN>': ['सीता'], 'B-<ANIMAL>': ['मृगी'], 'B-<FOREST>': ['वने']}	"वाक्यम्‌: वने यूथपरिभ्रष्टा कोकैर् अर्दिता मृगी इव सीता आत्मनः अङ्गम् विशती इव अधिकम् वेपते स्म

फलितम्"
शोकेन भग्नमानसा सा तु अशोकस्य विपुलां पुष्पिताम् शाखाम् आलम्ब्य भर्तारं चिन्तयामास	O O O O B-TREE O O O O O O	66	{'B-TREE': ['अशोकस्य']}	{'B-TREE': ['अशोकस्य']}	{'B-<सत्त्व:1>': ['अशोकस्य', 'पुष्पिताम्', 'शाखाम्']}	{'B-DEVA': ['शोकेन', 'अशोकस्य'], 'B-HUMAN': ['सा', 'भर्तारं'], 'B-TREE': ['शाखाम्']}
प्रवाते वेपमाना कदली यथा सा राक्षसीनां भयत्रस्ता पतिता विवर्ण वदना अभवत्	O O B-TREE O O B-RAKSHASA O O O O O	67	{'B-RAKSHASA': ['राक्षसीनां']}	{'B-RAKSHASA': ['राक्षसीनां']}	{'B-<RAKSHASA>': ['कदली'], 'B-<HUMAN>': ['सा'], 'B-<HUMAN>': ['पतिता'], 'B-<HUMAN>': ['विवर्ण वदना']}	{'B-DEVA': ['प्रवाते'], 'B-RAKSHASA': ['वेपमाना कदली'], 'B-HUMAN': ['यथा सा राक्षसीनां भयत्रस्ता पतिता विवर्ण वदना
तदा वेपन्त्याः सा सीतया तस्याः दीर्घ विपुला कम्पिनी वेणी परिसर्पती व्याली इव ददृशे	O O O B-HUMAN O O O O O O O O O	68	{'B-HUMAN': ['सीतया']}	{'B-HUMAN': ['सीतया']}	{'B-<सत्त्व:1>': ['सीता'], 'B-<सत्त्व:2>': ['विपुला', 'व्याली']}	{'B-DEVA': ['तदा', 'सा', 'सीतया', 'दीर्घ', 'विपुला', 'कम्पिनी', 'वेणी', 'परिसर्पती', 'व्याली'], 'B-RAKSH
दुःखार्ता शोक उपहत चेतना आर्ता सा मैथिली निःश्वसन्ती अश्रूणि व्यसृजद् विललाप ह	O O O O O O B-HUMAN O O O O O	69	{'B-HUMAN': ['मैथिली']}	{'B-HUMAN': ['मैथिली']}	{'B-<ASURA>': ['दुःखार्ता', 'शोक', 'आर्ता'], 'B-<HUMAN>': ['सा'], 'B-<FLOWER>': ['मैथिली'], 'B-<GARDEN>': ['अश्रूण	"वाक्यम्‌: दुःखार्ता शोक उपहत चेतना आर्ता सा मैथिली निःश्वसन्ती अश्रूणि व्यसृजद् विललाप ह
फलितम्‌"
भाविनि दुःख आर्ता हा रामैः इति पुनर् हा लक्ष्मणैः इति च हा मम श्वश्रु कौसल्ये च हा सुमित्रा इति	B-HUMAN O O O B-HUMAN O O O B-HUMAN O O O O O B-HUMAN O O B-HUMAN O	70	{'B-HUMAN': ['रामैः', 'लक्ष्मणैः', 'कौसल्ये', 'सुमित्रा']}	{'B-HUMAN': ['रामैः', 'लक्ष्मणैः', 'कौसल्ये', 'सुमित्रा']}	{'B-<HUMAN>': ['भाविनि', 'रामैः', 'लक्ष्मणैः', 'मम', 'श्वश्रु', 'कौसल्ये', 'सुमित्रा']}	"भाविनि दुःख आर्ता हा रामैः इति पुनर् हा लक्ष्मणैः इति च हा मम श्वश्रु कौसल्ये च हा सुमित्रा इति

फलितम्"
पण्डितैः ऽयं लोकप्रवादः सत्यो समुदाहृतः स्त्रिया वा पुरुषस्य वा अकाले मृत्युः दुर्लभो	B-HUMAN O O O O B-HUMAN O B-HUMAN O O O O	71	{'B-HUMAN': ['पण्डितैः', 'पुरुषस्य', 'स्त्रिया']}	{'B-HUMAN': ['पण्डितैः']}	{'B-<HUMAN>': ['पण्डितैः'], 'B-<HUMAN>': ['स्त्रिया', 'पुरुषस्य']}	{'B-DEVA': ['पण्डितैः', 'लोकप्रवादः', 'सत्यो', 'समुदाहृतः', 'दुर्लभो'], 'B-HUMAN': ['स्त्रिया', 'पुरुषस्य', 'अकाल
यत्र अहम् क्रूराभी राक्षसीभिर् अर्दिता रामेण आभिः हीना दुःखिता इह मुहूर्तम् अपि जीवामि	O O O B-RAKSHASA O B-HUMAN O O O O O O O	72	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-HUMAN': ['रामेण'], 'B-MUHURTA': ['मुहूर्तम्']}	{'B-RAKSHASA': ['राक्षसीभिर्'], 'B-HUMAN': ['रामेण']}	{'B-RAKSHASA': ['क्रूराभी', 'राक्षसीभिर्'], 'B-HUMAN': ['रामेण'], 'B-MUHURTA': ['मुहूर्तम्']}	"वाक्यम्‌: यत्र अहम् क्रूराभी राक्षसीभिर् अर्दिता रामेण आभिः हीना दुःखिता इह मुहूर्तम् अपि जीवामि
फलितम्"
अल्प पुण्या कृपणा एषा समुद्रमध्ये वायु वेगैः आहता पूर्णा नौः इव अनाथ वत् विनशिष्यामि	O O O O B-SEA O O O O O O O O O	73	{'B-SEA': ['समुद्रमध्ये']}	{'B-SEA': ['समुद्रमध्ये']}	{'B-<HUMAN>': ['अल्प', 'पुण्या', 'कृपणा'], 'B-<SEA>': ['समुद्रमध्ये'], 'B-<VANARA>': ['वायु'], 'B-<RATHA>': ['नौः']	{'B-DEVA': ['अल्प', 'पूर्णा'], 'B-HUMAN': ['एषा', 'कृपणा'], 'B-ASTRA': ['वायु', 'वेगैः'], 'B-RAKSHASA': ['आहता
राक्षसीवशम् आगता भर्तारं तम् अपश्यन्ती तोय हतम् कूलं यथा शोकेन सीदामि खलु	O O O O O O O B-RIVERBANK O O O O	74	"{'B-RAKSHASA': ['राक्षसी'],
 'B-HUMAN': ['भर्तारं'],
 'B-KULA': ['कूलं']}"	{'B-RAKSHASA': ['राक्षसी'], 'B-HUMAN': ['भर्तारं']}	{'B-<ASURA>': ['राक्षसीवशम्'], 'B-<HUMAN>': ['भर्तारं'], 'B-<SEA>': ['तोय'], 'B-<KULA>': ['कूलं']}	'RAKSHASA', 'HUMAN', 'WATER', 'MOUNTAIN', 'TREE', 'FLOWER', 'HOUSE', 'GARDEN', 'FOREST', 'ASTRA', 'VINE', 'RIVERBANK', 'GRAHA', 'CITY', 'GRIDHRA
पद्मदलपत्राक्षं सिंहविक्रान्तगामिनम् कृतज्ञं प्रियवादिनम् मे नाथं पश्यन्ति तं धन्याः	O O O O O B-HUMAN O O O	75	{'B-HUMAN': ['पद्मदलपत्राक्षं', 'सिंहविक्रान्तगामिनम्', 'कृतज्ञं', 'प्रियवादिनम्', 'मे', 'नाथं']}	{'B-DEVA': ['पद्मदलपत्राक्षं']}	{'B-<HUMAN>': ['<पदम्‌_3>']}	"वाक्यम्‌: पद्मदलपत्राक्षं सिंहविक्रान्तगामिनम् कृतज्ञं प्रियवादिनम् मे नाथं पश्यन्ति तं धन्याः
फलितम्‌"
तीक्ष्णं विषम् आस्वाद्य इव विदितात्मना तेन रामेण हीनाया मम जीवितम् सर्वथा दुर्लभं	O O O O O O B-HUMAN O O O O O	76	{'B-HUMAN': ['रामेण']}	{'B-HUMAN': ['रामेण']}	{'B-HUMAN': ['रामेण'], 'B-ASURA': ['विषम्']}	{'B-DE
राक्षसीभिः रक्षन्त्या मया रामो न आसाद्यते महता शोकेन वृता च जीवितं त्यक्तुम् इच्छामि	B-RAKSHASA O O B-HUMAN O O O O O O O O O	77	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-HUMAN': ['रामः']}	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-HUMAN': ['रामो']}	{'B-ASURA': ['राक्षसीभिः'], 'B-HUMAN': ['रामो'], 'B-FLOWER': ['महता'], 'B-FESTIVAL': ['शोकेन']}	{'B
मानुष्यं धिक् अस्तु खलु परवश्यताम् धिक् धिग् यत् आत्मच्छन्देन जीवितम् परित्यक्तुम् न शक्यं प्रसक्त अश्रु मुखा बाला जनकात्मजा एवम् ब्रुवन्ती इति अधोमुखमुखी विलप्तुम् उपचक्रमे	B-HUMAN O O O O O O O O O O O O O O O O B-HUMAN O O O O O O	78	{'B-HUMAN': ['मानुष्यं'], 'B-HUMAN': ['जनकात्मजा']}	{'B-HUMAN': ['मानुष्यं']}	{'B-<सत्त्व:HUMAN>': ['मानुष्यं'], 'B-<सत्त्व:HUMAN>': ['जनकात्मजा']}	{'B-DEVA': ['मानुष्यं', 'धिक्', 'अस्तु', 'खलु', 'परवश्यताम्', 'धिक्', 'धिग्', 'यत्', 'आत्मच्छन्देन', 'जीव
उन्मत्ता इव प्रमत्ता इव भ्रान्त चित्ता इव शोचती महीतले उपावृत्ता किशोरी इव विवेष्टन्ती	O O O O O O O O O O B-HUMAN O O	79	{'B-HUMAN': ['किशोरी'], 'B-PLACE': ['महीतले']}	{'B-HUMAN': ['किशोरी']}	{'B-<HUMAN>': ['किशोरी'], 'B-<TREE>': ['महीतले']}	{'
राघवस्य प्रमत्तस्य कामरूपिणा रक्षसा प्रमथ्य रावणेन बलात् क्रोशती अहम् आनीता	B-HUMAN O O B-RAKSHASA O B-ASURA O O O O	80	{'B-HUMAN': ['राघवस्य'], 'B-RAKSHASA': ['रावणेन']}	{'B-HUMAN': ['राघवस्य', 'रावणेन', 'अहम्'], 'B-RAKSHASA': ['रक्षसा']}	{'B-<ASURA>': ['कामरूपिणा', 'रक्षसा', 'रावणेन'], 'B-<HUMAN>': ['राघवस्य'], 'B-<HUMAN>': ['अहम्']}	{'B-DEVA': ['राघवस्य', 'कामरूपिणा'], 'B-RAKSHASA': ['रक्षसा'], 'B-HUMAN': ['रावणेन'], 'B-DEVA': ['अहम्'], 'B-DEVA
राक्षसी वशम् आपन्ना सुदारुणम् भर्त्स्यमाना चिन्तयन्ती सु दुःख आर्ता अहम् जीवितुम् न उत्सहे	B-RAKSHASA O O O O O O O O O O O O	81	{'B-RAKSHASA': ['राक्षसी']}	{'B-RAKSHASA': ['राक्षसी']}	{'B-ASURA': ['राक्षसी'], 'B-HUMAN': ['अहम्'], 'B-FLOWER': ['सुदारुणम्'], 'B-ORNAMENT': ['दुःख']}	{'B-RAKSHASA': ['राक्षसी'], 'B-DEVA': ['सुदारुणम्'], 'B-HUMAN': ['भर्त्स्यमाना', 'चिन्तयन्ती', 'सु', 'दुःख', 'आर्त
महारथम् रामं विना राक्षसी मध्ये वसन्त्या मे जीवितेन अर्थः हि न अर्थैः एव न भूषणैः च न	O B-HUMAN O B-RAKSHASA O O O O O O O O O O B-ORNAMENT O O	82	{'B-RATHA': ['महारथम्'], 'B-HUMAN': ['रामं'], 'B-RAKSHASA': ['राक्षसी']}	{'B-HUMAN': ['रामं']}	{'B-<RAKSHASA>': ['<पदम्‌_3>']}	{'B-RAKSHASA': ['राक्षसी'], 'B-DEVA': ['रामं'], 'B-ORNAMENT': ['भूषणैः'], 'B-FLower': ['फलैः']}
असतीं अनार्याम् माम् धिक् अपि या अहम् तेन विना कृता पापजीविता मुहूर्तम् जीवितं रक्षामि	O O O O O O O O O O O B-MUHURTA O O	83	{'B-MUHURTA': ['मुहूर्तम्']}	{'B-HUMAN': ['असतीं', 'अनार्याम्', 'माम्', 'अहम्']}	{'B-<सत्त्व:1>': ['असतीं', 'अनार्याम्'], 'B-<सत्त्व:2>': ['पापजीविता', 'मुहूर्तम्', 'जीवितं']}	{'B
सागरान्ताया वसुधायाः भर्तारं प्रियंवदम् तं प्रियं च विना मे जीविते सुखे वा श्रद्धा का	B-SEA B-GRAHA O O O O O O O O O O O O	84	{'B-SEA': ['सागरान्ताया'], 'B-HOUSE': ['वसुधायाः']}	{'B-HUMAN': ['भर्तारं']}	{'B-<HUMAN>': ['प्रियंवद'], 'B-<HUMAN>': ['भर्तारं']}	{'B-DEVA': ['प्रियंवदम्', 'भर्तारं', 'प्रियं']}
विगर्हितम् निशाचरम् रावणं अहं सव्येन चरणेन अपि न स्पृशेयं कामयेयं किं पुनर्	O B-RAKSHASA B-RAKSHASA O O O O O O O O O	85	{'B-RAKSHASA': ['निशाचरम्', 'रावणं']}	{'B-RAKSHASA': ['निशाचरम्', 'रावणं']}	{'B-ASURA': ['रावणं']}	{'B-RAKSHASA': ['रावणं'], 'B-HUMAN': ['अहं']}
यो नृशंसस्वभावेन मां प्रार्थयितुम् इच्छति प्रत्याख्यातं न जानाति आत्मानम् न आत्मनः कुलम् न	O O O O O O O O O O O B-KULA O	86	{'B-HUMAN': ['यो'], 'B-KULA': ['कुलम्']}	{'B-HUMAN': ['यो']}	{'B-<HUMAN>': ['यो'], 'B-<ASURA>': ['प्रार्थयितुम्'], 'B-<HUMAN>': ['आत्मानम्'], 'B-<KULA>': ['आत्मनः कुलम्']}	{'B-DEVA': ['नृशंसस्वभावेन', 'मां', 'प्रत्याख्यातं', 'आत्मानम्', 'आत्मनः', 'कुलम्']}
छिन्ना भिन्ना विभक्ता वा दीप्ते अग्नौ प्रदीपिता वा रावणं न उपतिष्ठेयम् चिरम् प्रलापेन वः किं	O O O O O B-ASTRA O O B-ASURA O O O O O O	87	{'B-RAKSHASA': ['रावणं']}	{'B-RAKSHASA': ['रावण']}	{'B-<ASURA>': ['रावणं']}	"वाक्यम्‌: छिन्ना भिन्ना विभक्ता वा दीप्ते अग्नौ प्रदीपिता वा रावणं न उपतिष्ठेयम् चिरम् प्रलापेन वः किं
फलित"
राघवः प्राज्ञः कृतज्ञः सानुक्रोशश्च सद्वृत्तो ख्यातः च	B-HUMAN O O O O O O	88	{'B-HUMAN': ['राघवः']}	{'B-HUMAN': ['राघवः']}	{'B-HUMAN': ['राघवः']}	{'B-DEVA': ['राघवः'], 'B-HUMAN': ['प्राज्ञः', 'कृतज्ञः', 'सानुक्रोशश्च', 'सद्वृत्तो', 'ख्यातः']}
जनस्थाने येन एकेन चतुर्दश सहस्राणि राक्षसानां निरस्तानि स मां किं न अभिपद्यते	B-FOREST O O O O B-RAKSHASA O O O O O O	89	{'B-RAKSHASA': ['राक्षसानां']}	{'B-RAKSHASA': ['राक्षसानां']}	{'B-<RAKSHASA>': ['<पदम्‌_4>', '<पदम्‌_5>']}	{'B-DEVA': ['जनस्थाने', 'एकेन', 'स'], 'B-RAKSHASA': ['राक्षसानां']}
अल्पवीर्येण रावणेन रक्षसा अहम् निरुद्धा	O B-ASURA O O O	90	{'B-RAKSHASA': ['रावणेन', 'रक्षसा']}	{'B-RAKSHASA': ['रावणेन', 'रक्षसा']}	{'B-ASURA': ['रावणेन'], 'B-RAKSHASA': ['रक्षसा'], 'B-HUMAN': ['अहम्']}	{'B-DEVA': ['अहं'], 'B-RAKSHASA': ['रावणेन'], 'B-HUMAN': ['अहं']}
मे भर्ता आहवे रावणं हन्तुम् समर्थः खलु	O O O B-ASURA O O O	91	{'B-HUMAN': ['भर्ता'], 'B-RAKSHASA': ['रावणम्']}	{'B-RAKSHASA': ['रावणं']}	{'B-HUMAN': ['मे', 'भर्ता'], 'B-ASURA': ['रावणं'], 'O': ['आहवे', 'हन्तुम्', 'समर्थः', 'खलु']}	{'B-DEVA': ['रावणं'], 'B-HUMAN': ['मे भर्ता'], 'B-RAKSHASA': ['रावणं'], 'B-RAKSHASA': ['रावणं']}
येन रामेण दण्डकारण्ये राक्षसपुंगवः विराधो रणे निहतः स मां किं न अभिपद्यते	O B-HUMAN B-FOREST O B-RAKSHASA O O O O O O O	92	{'B:HUMAN': ['रामेण'], 'B:FOREST': ['दण्डकारण्ये'], 'B:RAKSHASA': ['राक्षसपुंगवः', 'विराधो']}	{'B-HUMAN': ['रामेण'], 'B-RAKSHASA': ['विराधो']}	{'B-Rakshasa': ['राक्षसपुंगवः'], 'B-Human': ['रामेण'], 'B-Forest': ['दण्डकारण्ये'], 'B-Arrow': ['रणे']}	{'B-DEVA': ['रामेण'], 'B-HUMAN': ['रामेण'], 'B-RAKSHASA': ['विराधो'], 'B-RAKSHASA': ['विराधो'], 'B-RAKSHASA': ['विराधो'], '
इयम् लङ्का समुद्रस्य मध्ये दुष्प्रधर्षणा कामं तु राघव बाणानाम् गतिरोधी न विद्यते ह	O B-CITY B-SEA O O O O B-HUMAN O O O O O	93	{'B-KINGDOM': ['लङ्का'], 'B-SEA': ['समुद्रस्य'], 'B-HUMAN': ['राघव'], 'B-ARROW': ['बाणानाम्']}	{'B-KINGDOM': ['लङ्का'], 'B-SEA': ['समुद्रस्य'], 'B-HUMAN': ['राघव']}	{'B-<KINGDOM>': ['लङ्का'], 'B-<SEA>': ['समुद्रस्य'], 'B-<HUMAN>': ['राघव'], 'B-<ASTRA>': ['बाणानाम्']}	{'B-DEVA': ['राघव'], 'B-RAKSHASA': ['लङ्का']}
तत् कारणं किं नु येन दृढपराक्रमः रामो रक्षसा अपहृताम् इष्टां भार्याम् न अभ्यवपद्यते	O O O O O O B-HUMAN B-RAKSHASA O O O O O	94	{'B-RAKSHASA': ['रक्षसा'], 'B-HUMAN': ['रामो']}	{'B-HUMAN': ['रामो'], 'B-RAKSHASA': ['रक्षसा']}	{'B-RAKSHASA': ['<पदम्‌_4>']}	{'B-DEVA': ['रामो'], 'B-HUMAN': ['रामो'], 'B-RAKSHASA': ['रक्षसा']}
लक्ष्मणपूर्वजः तेजस्वी मां इहस्थां न जानीते शङ्के हि जानन्न् अपि धर्षणां मर्षयिष्यति	B-HUMAN O O O O O O O O O O O	95	{'B-HUMAN': ['लक्ष्मणपूर्वजः']}	{'B-HUMAN': ['लक्ष्मणपूर्वजः']}	{'B-HUMAN': ['लक्ष्मणपूर्वजः'], 'B-ASURA': ['धर्षणां']}	{'B-DEVA': ['लक्ष्मणपूर्वजः', 'तेजस्वी', 'मां', 'शङ्के', 'जानन्न्', 'धर्षणां', 'मर्षयिष्यति'], 'B-HUMAN': ['इहस
यो ऽधिगत्वा मां रावणेन हृता इति राघवाय निवेदयेत् स गृध्रराजो ऽपि रणे निपातितः	O O O B-ASURA O O B-HUMAN O O B-GRIDHRA O O O	96	{'B-RAKSHASA': ['रावणेन'], 'B-HUMAN': ['राघवाय'], 'B-ARROW': ['गृध्रराजः']}	{'B-RAKSHASA': ['रावणेन'], 'B-HUMAN': ['राघवाय'], 'B-GRIDHRA': ['गृध्रराजो']}	{'B-<ASURA>': ['रावणेन'], 'B-<RAKSHASA>': ['गृध्रराजो']}	"वाक्यम्‌: यो ऽधिगत्वा मां रावणेन हृता इति राघवाय निवेदयेत् स गृध्रराजो ऽपि रणे निपातितः
फलितम्‌"
तेन जटायुषा वृद्धेन अपि मां अभ्यवपद्यता रावण द्वंद्वे तिष्ठता तदा महत् कर्म कृतं	O B-GRIDHRA O O O O B-ASURA O O O O O O	97	{'B-GRIDHRA': ['जटायुषा'], 'B-RAKSHASA': ['रावण']}	{'B-RAKSHASA': ['रावण']}	{'B-ASURA': ['रावण'], 'B-HUMAN': ['जटायुषा', 'वृद्धेन', 'मां'], 'B-RAKSHASA': ['तदा']}	{'B-RAKSHASA': ['रावण'], 'B-DEVA': ['जटायुषा']}
यदि स राघवः माम् इह वर्तमानां जानीयाद् अद्य अभिक्रुद्धः बाणैर् लोकम् अराक्षसम् कुर्याल्	O O B-HUMAN O O O O O O B-ARROW O O O	98	{'B-HUMAN': ['राघवः'], 'B-ARROW': ['बाणैर्']}	{'B-HUMAN': ['राघवः']}	{'B-HUMAN': ['स', 'राघवः'], 'B-ASURA': ['लोकम्', 'अराक्षसम्']}	{'B-DEVA': ['राघवः'], 'B-HUMAN': ['स'], 'B-RAKSHASA': ['अराक्षसम्'], 'B-ARROW': ['बाणैः']}
लङ्कां पुरीं विधमेत् च महोदधिम् शोषयेत् च नीचस्य रावणस्य नाम च कीर्तिं च नाशयेत्	B-KINGDOM B-CITY O O B-SEA O O O B-ASURA O O O O O	99	{'B-KINGDOM': ['लङ्कां'], 'B-SEA': ['महोदधिम्'], 'B-ASURA': ['रावणस्य']}	{'B-KINGDOM': ['लङ्कां'], 'B-CITY': ['पुरीं'], 'B-SEA': ['महोदधिम्'], 'B-RAKSHASA': ['रावणस्य']}	{'B-<RAKSHASA>': ['<पदम्‌_5>'], 'B-<CITY>': ['<पदम्‌_1>']}	{'B-DEVA': ['लङ्कां', 'पुरीं', 'महोदधिम्'], 'B-RAKSHASA': ['नीचस्य रावणस्य']}
