sentence	gold	id
परन्तु अपमार्जकै: सह एवं न भवति।	But this thing doesn't happen with detergents	237
"""""""अपरं प्रभोः सेवायां परिश्रमकारिण्यौ त्रुफेनात्रुफोषे मम नमस्कारं वदत, तथा प्रभोः सेवायाम् अत्यन्तं परिश्रमकारिणी या प्रिया पर्षिस्तां नमस्कारं ज्ञापयध्वं।"""""""	"""""""Salute Tryphena and Tryphosa, who labour in the Lord. Salute the beloved Persis, which laboured much in the Lord."""""""	238
"""""""यह आराम, निरंतर और शांति से किया जाने वाला व्यायाम है ।"""""""	"""""""It should be smooth, continuous and relaxing."""""""	239
अधिका: मानवीया: क्रिया: प्रकृतिना सौहार्द्रपूर्णमया: आसीत तासां प्रकृत्यां प्रभावो नकारात्मको नासीत ।	Most of the human activities were in harmony with nature and did not affect natural environment adversely.	240
इससे कोई भारी अथवा हिलना-डुलना नहीं होना चाहिए । यह शरीर और रीढ की हड्डी को परेशान कर सकती है ।	There should be no jerky movements to disturb the spine or the body.	241
प्राडक्ट् आफ् फै अण्ड् टु इस् टेन् पायिण्ट् झीरो झीरो (Product of 5 and 2 is 10.00)	Product of 5 and 2 is 10.00.	242
पुत्रः - तेषाम् एतेषां मध्ये किं प्रवृत्तम् ?	Son- what happened between these?	243
"""एतावता एव अस्माभिः उद्घाटिते emacs एडिटर्-मध्ये, maths.pdf_t इत्येतत् वयं पश्यामः ।"""	Let us see maths.pdf_t in emacs editor that I have already opened.	244
शरीरस्य सर्वेषु भागेषु उत्तरोत्तरं प्रसारणम अनुभूयेत ।	Feel the spread of relaxation in all parts of the body progressively.	245
"""""""""""""""हे इस्रायेल्लोका अवधत्त, अस्माकं प्रभुः परमेश्वर एक एव,"""""""	"""""""And Jesus answered him, The first of all the commandments is, Hear, O Israel; The Lord our God is one Lord:"""""""	246
"""""""वैदिक-रचनायां अपि यथा-ऋग्वेेद:, यजुर्वेद:, मैत्रैेयी-संहिताया: ‘गृहसूक्त्तम्‘ स्मृति:, धर्मसूत्रे गौ:- विषये अनेको: मन्त्र: सन्ति।"""""""	"""""""Vedic texts like Rigveda, Yajurveda, Maitrayani Samhita, Grihyasutras, Smritis, Dharmasutras have several hymns for the cow."""""""	247
फ़ोल्डर् मध्ये विद्यमानानि दृष्टुं तद्द्विवारं नोदयन्तु ।	Double click on the folder to view the contents of the folder.	248
द्वे स्क्वेर्-हेण्डल्स् अपि च द्वे सर्कल्-हेण्डल्स् अथवा आर्क्-हेण्डल्स् इतीमानि आकृतौ पश्यन्तु ।	"""Notice 2 resize handles and 2 circular handles called arc handles, on the shape."""	249
यदा भोजनं उन्नतोत्पीठिकायां स्थाप्यते तं स: (buffet) व्यवस्था कथ्यते ।	When food is laid out on large common tables so that the guests can serve themselves is called a Buffet arrangement.	250
"""""""तस्मिन् पत्रे लिखितमिंद, आन्तियखिया-सुरिया-किलिकियादेशस्थभिन्नदेशीयभ्रातृगणाय प्रेरितगणस्य लोकप्राचीनगणस्य भ्रातृगणस्य च नमस्कारः।"""""""	And they wrote letters by them after this manner; The apostles and elders and brethren send greeting unto the brethren which are of the Gentiles in Antioch and Syria and Cilicia:	251
एते सेने ।	These two are armies.	252
"""तथापि, संरक्षणकारणाय, इदं वेब् मध्ये डैरेक्ट् एक्सेस् न भवेत् ।"""	"""However, it should not be directly accessible on the web for security reasons."""	253
"""""""तस्मात् पौल एकं शतसेनापतिम् आहूय वाक्यमिदम् भाषितवान् सहस्रसेनापतेः समीपेऽस्य युवमनुष्यस्य किञ्चिन्निवेदनम् आस्ते, तस्मात् तत्सविधम् एनं नय।"""""""	"""""""Then Paul called one of the centurions unto him, and said, Bring this young man unto the chief captain: for he hath a certain thing to tell him."""""""	254
यदहं सर्वदा उपन्यस्तुं विस्मरामि तदादौ करोमि ।	"""In the beginning, I will do something that I always forget to mention."""	255
Google Calendar.... एवमादयः।	Google Calendar....  and more.	256
तद्धूपज्वालनकाले लोकनिवहे प्रार्थनां कर्तुं बहिस्तिष्ठति	And the whole multitude of the people were praying without at the time of incense.	257
अनन्तरं Koha Administration उपरि क्लिक् कुर्वन्तु ।	Then click on Koha Administration.	258
’सांसम्’ इति दुर्गन्ध:।	freshen bad breath	259
यूयं सर्व्वकर्म्मणि ममादेशं गृह्लीथ न वेति परीक्षितुम् अहं युष्मान् प्रति लिखितवान्।	"""""""For to this end also did I write, that I might know the proof of you, whether ye be obedient in all things."""""""	260
किञ्चन नूतनं पुटम् उद्घाट्यते ।	A new page opens up.	261
"""अपि च लिनक्स मध्ये टर्मिनल, टेक्स्ट एडिटर, सिनाप्टिक एकेज मेनेजर इत्येतेषाम् उपयोगज्ञानमपि अनिवार्यमस्ति।"""	"""You must also have knowledge of using Terminal, Text Editor and Synaptic Package Manager in Linux."""	262
"""उदाहरणार्थं, टु-डैमेन्शनल्-अरे मध्ये, एलिमेण्ट् इतीदं द्वे इण्डेक्स् सीक्वेन्स् द्वारा अभिज्ञायते ।"""	"""For example, a two dimensional array element is identified by a sequence of 2 indices."""	263
ते संस्कृतगृहे ।	Those two are samskritam houses.	264
इमेज् इतीदं  .cml  सञ्चिकारूपेण रक्षन्तु ।	Save the image as  .cml file.	265
4 इति टङ्कयन्तु ।	Type 4.	266
केचिद जना: गृहे कश्चिदन्य लघु स्थाने अत्यावश्यकयन्प्राणां सह वस्तुर्निमात कुर्वन्ति।	Some people manufacture articles either at home or in other small places by using the necessary machinery.	267
एष: भवताम् एकाग्रतां वर्धयित्वा मस्तिष्कं शांतं करोति।	It also helps to improve concentration and calms down the mind.	268
भ्रामरी के अभ्यास में ‘ना-कारा’ का प्रयोग करें ना कि ‘मा-कारा’ ।	It is important to note here that : During the practice of Bhrámarè use ‘N-kára’ and not ‘M- kára’.	269
विश्वासात् ते राज्यानि वशीकृतवन्तो धर्म्मकर्म्माणि साधितवन्तः प्रतिज्ञानां फलं लब्धवन्तः सिंहानां मुखानि रुद्धवन्तो	"""""""Who through faith subdued kingdoms, wrought righteousness, obtained promises, stopped the mouths of lions,"""""""	270
"""""""अनन्तरं शिष्यैरागत्य सोऽपृच्छ्यत, भवता तेभ्यः कुतो दृष्टान्तकथा कथ्यते?"""""""	"""""""And the disciples came, and said unto him, Why speakest thou unto them in parables?"""""""	271
नाम्नः प्राक् 2 इति सङ्ख्यां योजयन्तु।	Add a number 2 before the name.	272
अस्माभिः टर्मिनल् उद्घाटनीयम् ।	"""For this, we need to open the terminal."""	273
"""इदानीं “भागाहारं” प्रयतिष्यामः, आस्टरिक् चिह्नं निष्कास्य स्ल्याश् चिह्नं टैप् कुर्वन्तु ।"""	Now let us try division. Remove  asterisk (*) and type slash.	274
"""""""भोजवितरणम् भारतं विभिन्नतायां एकताया: देशोऽस्ति । भारते भाषासु, भूस्थानेषु,जलवायौ, धर्मेषु एवं संस्कृतौ विभिन्नता अस्ति । एवं प्रकारेण भोजनेष्वपि विभिन्नतास्ति।"""""""	"""""""India is a country with a lot of diversity in its Terrain, languages, religions, climate and therefore clothing and in food too."""""""	275
पश्यन्तु अनेन वक्ररेखारचना असाध्या ।	"""Note, we cannot draw curved lines in this mode."""	276
अधुनैव अप्लोड् कृतां सञ्चिकां नुदन्त्वधुना ।	"""Now, click on the file that that was just uploaded."""	277
आन्तियखिया-इकनियनगराभ्यां कतिपययिहूदीयलोका आगत्य लोकान् प्रावर्त्तयन्त तस्मात् तै पौलं प्रस्तरैराघ्नन् तेन स मृत इति विज्ञाय नगरस्य बहिस्तम् आकृष्य नीतवन्तः।	"""""""And there came thither certain Jews from Antioch and Iconium, who persuaded the people, and, having stoned Paul, drew him out of the city, supposing he had been dead."""""""	278
अस्य परिणामतः कानिचन चित्राणि सम्यक् दृश्यन्ते।	Some images look very good with this effect.	279
"""अयं पाठः simple web applicationअस्य रचनाविधानम्,"""	"""This tutorial demonstrates how to create a simple web application,"""	280
"""किन्तु, वर्णपरिवर्तनेन तदहं परिवर्तयितुं शक्नोमि । तत्कर्तुं ‘X’ इति shortcut key अस्ति । अत्रेदं किञ्चित् गाढं करोमि ।"""	But I can repair that by switching the colour and shortcut key for that is ‘X’ key and make it a bit darker here.	281
किन्तु नोन्-स्टेटिक्-ब्लोक्-इतीदं पेरामीटरैस्ड् कर्तुं न शक्यते ।	But the non-static block cannot be parameterized.	282
अस्य प्रारम्भः main(मेन्) मेथड् इत्यतः सम्भवति ।	The starting point is the main method.	283
Firefox web browser  अपि च सक्रियान्तर्जालस्य विनियोगं करोमि ।	Firefox web browser and  A working Internet connection.	284
कोड् इत्यस्य क्रियां पश्यामः ।	Let us see the code in action.	285
"""""""1. बीजं यथोचितं जलं, वायुम (आक्सीजन), यथायथम उष्णतां च लभतेचेत तत्र अङ्कुरणं भवति।"""""""	"""""""1. Seed gets transformed into seedling by water, air (oxygen)and at optimum temperature."""""""	286
"""""""ततो गृहस्थस्य दासेया आगम्य तस्मै कथयाञ्चक्रुः, हे महेच्छ, भवता किं क्षेत्रे भद्रबीजानि नौप्यन्त? तथात्वे वन्ययवसानि कृत आयन्?"""""""	"""""""So the servants of the householder came and said unto him, Sir, didst not thou sow good seed in thy field? from whence then hath it tares?"""""""	287
सामान्यहस्तसीवनस्य कौशलम्	Basic Hand Sewing Skill	288
"""""""अनन्तरं योहनि बन्धनालये बद्धे सति यीशु र्गालील्प्रदेशमागत्य ईश्वरराज्यस्य सुसंवादं प्रचारयन् कथयामास,"""""""	"""""""Now after that John was put in prison, Jesus came into Galilee, preaching the gospel of the kingdom of God,"""""""	289
अधुना कोड् कथं कार्यं करोतीति अवलोकयाम । Save कृत्वा  run कुर्वन्तु ।	Let us see the code in action. Save and run.	290
"""मेन्यु ऐटम्स् मध्ये  applications प्रति गम्यताम्, Programming तथा Netbeans IDE icon' प्रति च ।"""	Go to the menu item Applications >> Programming and click on the Netbeans IDE icon.	291
"""""""तत आशिषं लप्स्यसे, तेषु परिशोधं कर्त्तुमशक्नुवत्सु श्मशानाद्धार्म्मिकानामुत्थानकाले त्वं फलां लप्स्यसे।"""""""	And thou shalt be blessed; for they cannot recompense thee: for thou shalt be recompensed at the resurrection of the just.	292
अपि च भवद्भ्यः अस्य कोड् दर्शयामि ।	and show you the code for the same.	293
रामः अयोध्यां समधिगच्छति ।	Rama approaches Ayodhya.	294
"""""""तदा तत्र पक्षाघातव्याधिनाष्टौ वत्सरान् शय्यागतम् ऐनेयनामानं मनुष्यं साक्षत् प्राप्य तमवदत्,"""""""	"""""""And there he found a certain man named Aeneas, which had kept his bed eight years, and was sick of the palsy."""""""	295
अनन्तरं वयं result set द्वारा इटरेट्(iterate) कुर्मः ।	Then we iterate through the result set.	296
"""औट्-पुट्, dna2 सीक्वेन्स्-मध्ये विद्यमानानाम् अलनैन् इत्येतेषां सङ्ख्यां दर्शयति ।"""	The output shows the number of alanines present in the sequence dna2.	297
"""गिम्प इतीदं, Windows अपि च Macintosh प्रोग्राम इव, अनेकान् लघून् लघून् गवाक्षान् (window) उपयुञ्जते।"""	"""The GIMP uses a lot of small windows instead of one big window, like all the other Windows & Macintosh programs."""	298
भोजनं शब्देन तात्पर्यं कस्यचिदपि तस्य पदार्थेन अस्ति यं वयं खादाम: पिबाम: च । यद अस्माकं शरीरं पोषणं प्रददाति।	The term 'food' refers to anything that we eat or drink and which nourishes the body.	299
"""बाक्स् यत्र स्थापनीयं, तत् स्थानं प्रति गच्छामः ।"""	We will go to the place where we want to place the box.	300
पुत्रेण पूपे याचिते तस्मै पाषाणं ददाति वा मत्स्ये याचिते तस्मै सर्पं ददाति	"""""""If a son shall ask bread of any of you that is a father, will he give him a stone? or if he ask a fish, will he for a fish give him a serpent?"""""""	301
साथ ही हथेलियों द्वारा आगे की दिशा मेंं टाइट मुट्ठी बनाऐं ।	"""""""Stretch the arms straight down at the side of the body, palms facing forward, Make tight fists."""""""	302
अधुना ओब्जेक्ट्-इत्यस्मै stroke अथवा औट्-लैन्-दातुं ज्ञास्याम । तकर्तुमस्माभिः Stroke paint टेब्-इतीदम् उपयोक्तव्यम् ।	"""Now, let us learn how to give stroke or an outline to an object. To do this, we have to use the Stroke paint tab."""	303
भरत: सत्यपराक्रमवत: महात्मस्वरूपस्य रामस्य समीपं गत्वा अत्यन्तविनयभावेन प्रार्थयत्-	"""""""Bharata reached Rama, so pleasing venerable, truthful and chivalrous, worshipped him with reverence and implored."""""""	304
अधः स्क्रोल् कृत्वा पृष्टस्याधः Save and display गण्डं नुदन्तु ।	Scroll down and click on Save and display button at the bottom of the page.	305
"""Open  इतीदं रैट्-क्लिक् करोतु । कोण्टेक्स्ट्-मेन्यु इत्यस्मात्  Events, Action, Action Performed इमे चिनोतु ।"""	"""Right-click the menu item Open and choose Events, Action, Action Performed from the context menu."""	306
अनन्तरं यीशुः सायंकाले द्वादशभिः शिष्यैः सार्द्धं जगाम;	And in the evening he cometh with the twelve.	307
वर्तमाने अपि गाय: पूज्यन्ति।	"""""""In Vedic period, Cow was worshipped and continues to be so even today."""""""	308
"""""""जगतः सृष्टिमारभ्य पृथिव्यां भविष्यद्वादिनां यतिरक्तपाता जातास्ततीनाम् अपराधदण्डा एषां वर्त्तमानलोकानां भविष्यन्ति, युष्मानहं निश्चितं वदामि सर्व्वे दण्डा वंशस्यास्य भविष्यन्ति।"""""""	"""""""From the blood of Abel unto the blood of Zacharias, which perished between the altar and the temple: verily I say unto you, It shall be required of this generation."""""""	309
हे परदासस्य दूषयितस्त्वं कः? निजप्रभोः समीपे तेन पदस्थेन पदच्युतेन वा भवितव्यं स च पदस्थ एव भविष्यति यत ईश्वरस्तं पदस्थं कर्त्तुं शक्नोति।	"""""""Who art thou that judgest another man's servant? to his own master he standeth or falleth. Yea, he shall be holden up: for God is able to make him stand."""""""	310
अपि च डोक्यूमेण्ट् इतीदं पिधानं करोतु ।	and close this document.	311
"""""""“गरुवर भवान उक्तवान सूर्य: एक: तारा वर्तते, तर्हि स: रात्रिकाले कथं न दृश्यते ? रात्रीकाले तारा: तु प्रकाशन्ते ?” राजु: पृष्टवान्।"""""""	"""""""""""""""Sir you just told us that the Sun is a star, so why doesn't it show up at night? The stars shine at night don't they?"""""""" Raju asked."""""""	312
तदनन्तरं incrementAvailableCopies  इत्येतत् काल् कुर्मः ।	"""Then, we call  incrementAvailableCopies method."""	313
"""इदानीं, 310 CURRENT PUBLICATION FREQUENCY प्रति गच्छन्तु ।"""	"""Now, go to 310 CURRENT PUBLICATION FREQUENCY."""	314
तडागं परितः सस्यानि सन्ति ।	Plants are in front of the pound.	315
प्रत्येकर्तौ मृत्तिकाया: खननं करणीयं तथा वायो: प्रवाह: तस्या: कृते अर्ह: करणीय: ।	Dig and aerate your soil each season.	316
दोनों उंगलियों को टकटकी लगाकर देखना शुरू करें ।	Start gazing at both the fingers.	317
"""""""अपरं तेषां को जनः श्रेष्ठत्वेन गणयिष्यते, अत्रार्थे तेषां विवादोभवत्।"""""""	"""""""And there was also a strife among them, which of them should be accounted the greatest."""""""	318
"""""""हाथों को जाँघों से थोड़ा दूर रखें, हथेलियाँ ऊपर की ओर ।"""""""	"""""""Keep the hands a little away from the thighs, with the palms up."""""""	319
सर्पः गुल्मेषु निगुहते ।	Snake hides in the cluster.	320
मम प्राणानाम् उत्सर्गो भवति मम प्रस्थानकालश्चोपातिष्ठत्।	"""""""For I am now ready to be offered, and the time of my departure is at hand."""""""	321
ते कण्ठाः ।	Those are necks.	322
"""""""पेट, वक्ष और हंसली-इन तीनों की श्वसन प्रक्रिया ही पूर्ण यौगिक श्वसन कहलाती है ।"""""""	"""""""incorporating abdominal, thoracic and clavicular breathing is referred as full yogic breathing."""""""	323
अनेन विधिना वयं अस्माकं चतुर्षु पार्श्वेषु स्थितानि वस्तूनि दृष्ट्वाअवगन्तुं शक्नुम:।	We can see and understand many surrounding objects by thismethod.	324
अधुना वयं 'welcome पृष्टे स्मः।	"""Now, we are in the welcome page."""	325
श्वः अहं संस्कृतं पठितुं संस्कृतशिबिरं गमिष्यामि ।	Tomorrow I will be going to Sanskrit camp to learn Sanskrit.	326
Exit मेन्यू ऐटम् इतीदं रैट्-क्लिक् करोतु ।	Right-click the menu-item Exit.	327
"""लेस् द्यान्, उदाहरणार्थं ए लेस् द्यान् बि (a < b)"""	Less than:  e.g. a <  b	328
align and distribute डैलाग्-बोक्स्-इत्यस्य अन्यविकल्पान् आगामिपाठेषु ज्ञास्यामः ।	"""We will learn about the advanced options in Align and Distribute dialog box, in later tutorials."""	329
इदं औट्पुट् भवद्भिः a++ मद्रापितेन आगतम् ।	This is the output when you print a++.	330
"""कण्डीशन्  true यावद्भविष्यति तावत्, तत् अन्तस्थं स्टेट्मेण्ट् इतीदं एक्सिक्यूट् करोति । पश्चात् इन्क्रिमेण्ट् जायते । एवं लूप् पुनरावर्तते ।"""	"""Then, as long as the condition is true, it repeatedly executes the statements within and then increments."""	331
"""अधुना, द्वेपि ओब्जेक्ट्स् चिते इति ज्ञायते ।"""	Notice that both the objects are now selected.	332
अत: भोजनेषु मेद: नातिरिक्तंप्रयोक्तव्यम्।	Therefore we must take foods giving fat in a limitedmanner.	333
name वेरियेबल् इत्यस्यादौ  final कीवर्ड् संयोजयन्तु । वयमधुना name इति वेरियेबल्  final इति परिवर्तितवन्तः ।	Add final keyword before the variable name. We have made the variable name as final.	334
"""इदानीं मम कूर्चविभागे सर्वे कूर्चाः प्राप्ताः । अतः, अहं Archive Manager इतीदं पिधाय अत्र सञ्चयं पिदधामि । अपि च GIMP इतीदं प्रति प्रति आगच्छामि ।"""	"""Now I have all the brushes in my brush directory, so I close my Archive Manager and I close the folder here and get back to the GIMP."""	335
"""इदं कमाण्ड् अस्माकं रिक्तपङ्क्तीनां सङ्ख्यां यच्छति । यतो हि प्रतिवारं, एका रिक्तपङ्क्तिः दृष्टा चेत् , x इतीदं वर्धययित्वा मुद्राप्यते ।"""	"""This command gives us the running count of blank lines. This is because, every time a blank line is found, x would be incremented and then printed."""	336
सर्वान् युद्धनीतिं बोधयति स्म ।	was instructing everyone about the rules of the war.	337
वयमधुना  showDetails मेथड्  इतीदं डिफैन् कुर्मः । ततः टङ्कयन्तु : public void showDetails( ) इति ।	"""Let us now define the showDetails method. So, type: public void showDetails( )."""	338
अनयोः मध्ये अन्यं वर्णं योजयितुं  add stop इत्यस्योपरि नुदतु ।	Click on Add stop to add one more color in between.	339
"""""""किन्तु त्वं यदा ददासि, तदा निजदक्षिणकरो यत् करोति, तद् वामकरं मा ज्ञापय।"""""""	"""""""But when thou doest alms, let not thy left hand know what thy right hand doeth:"""""""	340
अपरञ्चेश्वरीयपरिवारस्याध्यक्ष एको महायाजकोऽस्माकमस्ति।	And having an high priest over the house of God;	341
"""वेरियेबल्, मेथड् च मिलित्वा क्लास् इत्यस्य मेम्बर् सम्भवतीति वयं ज्ञातवन्तः ।"""	We know that variables and methods together form the members of a class.	342
धनवस्य: चोरम - हिंसकपश्वात रक्षा: अपि करणीयम्।	They must be protected from thieves and wild animals.	343
"""उदाहरणार्थं, वयं तत् साक्षात् center environment इत्यस्मिन् स्थापयामः।"""	"""For example, we put it directly inside the center environment."""	344
आकाश: (अंतरिक्ष:)	SKY (SPACE)	345
बालकौ कथां श्रुतवन्तौ ।	Boys heard story.	346
ततः स गालील्प्रदेशीयहेरोद्राजस्य तदा स्थितेस्तस्य समीपे यीशुं प्रेषयामास।	"""""""And as soon as he knew that he belonged unto Herod's jurisdiction, he sent him to Herod, who himself also was at Jerusalem at that time."""""""	347
"""""""तन्नगरस्थान् रोगिणः स्वस्थान् करिष्यथ, ईश्वरीयं राज्यं युष्माकम् अन्तिकम् आगमत् कथामेताञ्च प्रचारयिष्यथ।"""""""	"""""""And heal the sick that are therein, and say unto them, The kingdom of God is come nigh unto you."""""""	348
"""अहं   Patel, Arvind H. इति टङ्कनं करोमि ।"""	"""I will type Patel, Arvind H."""	349
‘अक्टुबर-नवम्बर’ मासयो: पशुनां सम्पन्नतां दर्शनार्थं सोहराई तथा बांधना अस्य नृत्यस्य प्रदर्शनं भवति ।	In October November Sohrai and Bandhna is performed to depict the cattle wealth.	350
Shipping cost  अहं रिक्तं त्यजामि ।	I will keep Shipping cost as blank.	351
वयम् एतावता processRequest इत्येतत् डिलीट् कृतवन्तः स्मः ।	We had already deleted processRequest method.	352
"""इदं, दत्ते दिनाङ्के सूक्तकालाय क्विज़् इतीदं उद्घाटनपिधाने करोति ।"""	This will open and close the quiz on the given dates and for a specific time duration.	353
इदानीं ग्रेटर् द्यान् आपरेटर् इत्येतमुपयुञ्ज्महे ।	Now we have the greater than (>) operator.	354
त्वं भिन्धि ।	You please split.	355
"""अन्ते, 'Save changes' गण्डस्योपरि, ततः 'Done' गण्डस्योपरि च नुदतु ।"""	"""Lastly, click on Save changes button and then on Done"""	356
Units  ड्रोप्-डौन् लिस्ट् इत्यस्योपरि नुदन्तु । अस्माकम् आवश्यकतानुसारेण तत् परिवर्तितुं शनुमः ।	"""Click on the Units drop-down list. Here, we can change the units according to our requirement."""	357
यदा लोग्-इन् जायते तदा जनाः पश्येयुः इत्यभीष्टविवराणि ब्लोक्स्-मध्ये वर्तन्ते ।	Blocks contain information we want people to see whenever they log in.	358
"""""""वह उस जगह को देखकर चौंक गए जहां वह रहते थे, यह बहुत गंदा था ।"""""""	They were shocked to see the place where he lived. It was very dirty.	359
युद्धभूमौ सैनिकः म्रियते ।	In the war field soldiers die.	360
दृष्टि सुधार में अत्यधिक उपयोगी है ।	Extremely useful in eyesight improvement.	361
पृथिव्यां सहस्रप्रकारका: जीवितपदार्था: सन्ति।	There are thousand and lakhs of living organism on earth.	362
ब्लेण्ड्-मोड् इत्यस्य ड्रोप्-डौन्-लिस्ट् इत्यस्योपरि नुदन्तु । अत्र पञ्च विकल्पाः सन्ति ।	Click on the drop-down list of the Blend mode. Notice there are 5 options.	363
अन्यत् किमपि आप्षन् न चिन्वन्तु ।	Do not select any other option.	364
तथा द्वितीयं कारणं मृत्तिकापि वर्तते यत मृत्तिकाया: अनुसारं जलं प्रदातव्यम ।यदि वर्षायुक्त: क्षेत्रोऽस्ति चेत न्यूनजलं तथा वर्षाहीन: क्षेत्रोस्ति चेत अधिकं जलं प्रदातव्यम ।	Other factors that you can consider are the type of soil in the garden and the amount of rainfall in the area.	365
तत् कृत्स्नं यद्येकाङ्गरूपि भवेत् तर्हि शरीरे कुत्र स्थास्यति?	"""""""And if they were all one member, where were the body?"""""""	366
return 0; इति टङ्कयित्वा समाप्तेः कर्लि ब्रेकेट् स्थापयन्तु ।	Type return 0;  and close the ending curly bracket.	367
पशुनां निम्न-श्रेण्यां विभाजित:	Animals are categorized as follows	368
माता प्रतिदिनमुत्सवेषु च नानाविधस्य पक्वानानि पचति। यानि भुक्त्वा वयं प्रसन्नताम् अनुभवाम:।	Mom cooks variety of dishes that we eat and enjoy every day and on festivals.	369
"""स्पोकन्-ट्युतोरियल् प्रकल्पः,  टोक् टु ए टीचर् इत्यस्य घटकमस्ति ।"""	Spoken tutorial Project is a part of the Talk to a Teacher project.	370
अधुना  Terminal  मध्ये एवं टङ्कयन्तु :	"""Now, type on the terminal:"""	371
"""ओप्टिमैस् कर्तुम्, टूल्-बार् मध्ये Auto Optimization Tool इतीदं चिन्वन्तु ।"""	"""To optimize, click on Auto Optimization Tool on the tool bar."""	372
फ्लोड् टेक्स्ट् इत्येतेभ्यः इमे विकल्पाः निष्क्रियाः वर्तन्ते ।	"""In Flowed text, these options will be disabled."""	373
"""""""दिनत्रयात् परं पौलस्तद्देशस्थान् प्रधानयिहूदिन आहूतवान् ततस्तेषु समुपस्थितेषु स कथितवान्, हे भ्रातृगण निजलोकानां पूर्व्वपुरुषाणां वा रीते र्विपरीतं किञ्चन कर्म्माहं नाकरवं तथापि यिरूशालमनिवासिनो लोका मां बन्दिं कृत्वा रोमिलोकानां हस्तेषु समर्पितवन्तः।"""""""	"""""""And it came to pass, that after three days Paul called the chief of the Jews together: and when they were come together, he said unto them, Men and brethren, though I have committed nothing against the people, or customs of our fathers, yet was I delivered prisoner from Jerusalem into the hands of the Romans."""""""	374
"""Screen mode इत्यस्मिन्,वर्णाः प्रथमं विपरीताः अनन्तरं गुणिताः,भाजिताः जटिलाः च भवन्ति ।"""	"""In Screen mode, the colors are first inverted and then multiplied and divided and quite complicated."""	375
अहं Scale इतीदं साधनं चित्वा aspect ratio इतीदं रक्षामि ।  खण्डतः Scale इतीदं गवाक्षं कर्षयामि ।	I click on Scale tool and keep the aspect ratio and pull this Scale window out of the frame.	376
बाल: तेषु कृपां प्रकटयति ।	Boy displays compassion in them.	377
कृष्णस्य भक्ताः न प्रणश्यन्ति ।	Krishna's devotees never perish.	378
एकं पाठनियोजनम् :	As an assignment:	379
भगवान उक्तवान् दृभगवत: रामस्यैव नाम सहस्रनामवदस्ति ।	"""""""Siva said — Sri Rama is the source of delight to the heart, I feel joy by repeating the name of Rama. Rama's name is indeed on a par to the Thousand Names O lovely faced Parvati."""""""	380
मानवेषुबहूनि आदिमलक्षणानि सन्ति।	Humanshave many ancient features	381
"""Categories मध्ये, Java.  इतीदं चिनोतु ।"""	"""Under Categories, select Java."""	382
"""""""“आम् गुरुवर, एष: पृथ्व्या: वर्तुलाकारंमानचित्रम अस्ति ।"""""""	"""""""""""""""Yes sir, it is a globe."""""""	383
"""""""अन्यञ्च सारमेयेभ्यः पवित्रवस्तूनि मा वितरत, वराहाणां समक्षञ्च मुक्ता मा निक्षिपत; निक्षेपणात् ते ताः सर्व्वाः पदै र्दलयिष्यन्ति, परावृत्य युष्मानपि विदारयिष्यन्ति।"""""""	"""""""Give not that which is holy unto the dogs, neither cast ye your pearls before swine, lest they trample them under their feet, and turn again and rend you."""""""	384
यथा वयं पश्यामः इदं कण्डीषन् एव भ्रमाम् उत्पादयति ।	"""As we can see, the condition itself is confusing."""	385
n अस्य मूल्यं 0 वर्तते चेत् किं भवतीति पश्यामः ।	"""Now, let us see what happens when the value of 'n' is 0."""	386
"""स्वाभ्यासार्थम्,,,"""	"""For self assessment,"""	387
'वृत्तलेख्यं' दृष्टुं विनिमयस्य Start Date तथा End Date चिन्वन्तु ।	Select the Start Date and End Date for the transactions to see the report.	388
समस्तजगति ऊर्जाया: रूपे अग्नितत्व: व्याप्त: अस्ति।	The fire element is present in the form of energy in the whole world.	389
इदानीम् अहं चित्रमिदं मापयामि ।	Now I scale this image.	390
Create Table dialog इतीदमुद्घटते ।	The Create Table dialog opens.	391
बाल: भवति विनयं प्रदर्शयति ।	Boy displays humbleness in you.	392
भवन्तं परितः के सन्ति ?	Who are in front of the you ?	393
परन्तु एकं static method केवलं static variablesइतीमानि एक्सेस् कर्तुं परिवर्तयितुं च शक्नोति ।	Whereas a static method can directly access and modify only static variables.	394
"""""""अस्मिन वेदे, प्रार्थनाया: ज्ञानम अपि भवतितयां सहायताया: धेनवा: अधिक-मात्रं दुग्ध: दीयते।"""""""	This Veda also gives knowledge of those prayers by which cows probably give more milk.	395
अत्र अन्यत्  ‘अपाचे इन्स्टन्स्’ (Apache instance) रन् जायमानमस्ति इति सूचयति ।	This indicates that there is another Apache instance already running.	396
वयं इमेज् उपरि एकं square handle तथा एकं  circular handle  च पश्यन्तः स्मः ।	We can see a square handle and a circular handle on the image.	397
वयमधुना instance method अपि च static method अनयोः अन्तरं जानाम ।	Now let us explore the differences between instance method and static method.	398
यतस्ते मनसां काठिन्यात् तत् पूपीयम् आश्चर्य्यं कर्म्म न विविक्तवन्तः।	For they considered not the miracle of the loaves: for their heart was hardened.	399
अत्र भवान् Created With GIMP अपि च Loop forever इतीदं द्रष्टुं शक्नोति ।	Here you can see Created With GIMP and Loop forever.	400
भिल्लमाचार्य इति अस्यनामान्तरम्।	He was also known asBhilacharya.	401
सः केवलं फलं खादिष्यति ।	He will eat only fruit.	402
