sentence	gold	id
"""भारते केवलं व्याघ्राणां संख्या एव नैव समेधिता, अपि तु, संरक्षितक्षेत्राणां सामुदायिकपरिहाराणां च संख्यापि एधिता।"""	"""At  the time I was releasing the data on tigers, I also remembered the  Asiatic lion of the Gir in Gujarat."""	809
तेषां संख्या अल्पीभवति स्म।	Their number was decreasing.	810
वयं गीरकानने उत्तरोत्तरं बहुविधान् समुपायान् अनुष्ठितवन्तः।	"""We took  several innovative steps, one after the other in the Gir."""	811
सप्तोत्तरद्विसहस्रतमे वर्षे तत्र महिलारक्षिकाः नियोजयितुं निर्णीतम्।	"""In 2007, it  was decided to deploy female guards."""	812
पर्यटनं विवर्धयितुम् आधारिकसंरचना परिष्कृता।	There were improvements in the  infrastructure to increase tourism.	813
"""यदापि वयं प्रकृतेः वन्यजीवानां च विषये ब्रूमः, तदा केवलं संरक्षणस्य विषये एव विचारयामः।"""	"""Whenever we talk about nature and  wildlife, we only talk about conservation."""	814
किन्तु साम्प्रतम् अस्माभिः संरक्षणात् अग्रेसृत्वा करुणा विषयः परिशीलनीयः।	"""But, we now have to move  beyond conservation and think about compassion."""	815
अस्माकं शास्त्रेषु एतद् विषयकं सुबहु समीचीनं मार्गदर्शनं विहितम्।	Our scriptures have  provided great guidance with respect to this subject.	816
"""अर्थात्, यदि वनं नैव भवति चेत् व्याघ्राः मनुष्यवसतौ आगन्तुं विवशीभवन्ति। यत्र ते व्यापाद्यन्ते एवञ्च, यदि वने व्याघ्राः नैव भवन्ति चेत् मानवाः वनानि उत्पाट्य तानि प्रणाशयन्ति। अतः वस्तुतस्तु व्याघ्रः वनं रक्षति, न च वनं व्याघ्रम्। कियता उत्तमप्रकारेण विषयोऽयं अस्माकं पूर्वजैः अवगमितः।"""	"""That  is, if there are no forests, tigers are forced to venture into the  human habitat and are killed, and if there are no tigers in the forest,  then man cuts the forest and destroys it, so in fact the tiger protects  the forest and not that the forest protects the tiger - our forefathers  explained this great truth in a befitting manner."""	817
"""अत एव अस्माभिः न केवलं स्वीयानां वनानां, वनस्पतीनां, वन्यजीवानाञ्च केवलं संरक्षणमेव करणीयमवशिष्यते अपि तु, एतादृशः परिवेशोऽपि परिकल्पनीयः। येन ते समुचितरीत्या आत्मानं पोषयितुं संरक्षितुञ्च शक्नुयुः।"""	"""Therefore, we need to  not only conserve our forests, flora and fauna, but also create an  environment wherein they can flourish properly."""	818
"""मम प्रियाः देशवासिनः, त्रिनवत्यधिकाष्टादशशततमे वर्षे सेप्टेम्बरमासे एकादशदिनाङ्के स्वामिना विवेकानन्देन व्याहृतम् ऐतिहासिकाभिभाषणं को नाम विस्मर्तुम् अर्हति।"""	"""My  dear countrymen, who can forget the historic speech of Swami  Vivekananda delivered on September 11, 1893."""	819
"""अशेषविश्वस्य मानवजातिं प्रेङ्खयितुं समर्थोऽयं भारतस्य युवा संन्यासी, जगति भारतस्य तेजस्वि अभिज्ञानं प्रदाय प्रत्यागतः।"""	"""This young monk of India,  who shook the conscience of the human race of the entire world, imparted  onto this world a glorious identity of India."""	820
"""यदा दासीकृतं भारतं प्रति संसारः अतितरां विकृतभावेन अवलोकयति स्म, त्रिनवत्यधिकाष्टादशशततमे वर्षे सेप्टेम्बरमासे एकादशदिनाङ्के तदा समुद्घोषिताः, स्वामिना विवेकानन्देन सदृशानां महापुरुषाणां शब्दाः तं संसारं भारतं प्रति अवलोकनस्य मन्तव्यपरिवर्तनार्थं विवशीकृतवन्तः।"""	"""The enslaved India which  was gazed at by the world in a much distorted manner was forced to  change its way of looking at India due to the words of a great man like  Swami Vivekananda on September 11, 1893."""	821
"""आगच्छन्तु, स्वामी विवेकानन्दः यस्य भारतस्य रूपमवलोकितवान्, यच्च सामर्थ्यमवगतवान्,"""	"""Come, let us look anew at India  which Swami Vivekananda had seen and let us put in practice the  inherent strength of India realized by Swami Vivekananda."""	822
"""अस्माकं आभ्यन्तरं वर्तते, सर्वम् अस्ति।"""	"""We possess  everything within us, let us proceed with confidence."""	823
"""मम प्रियाः देशवासिनः, भवन्तः सर्वे स्मरन्तः स्युः यत् ऑगस्टमासे ऊनत्रिंशत्तमं दिनं ‘राष्ट्रखेलदिवस’ रूपेण आमान्यते।"""	"""My  dear countrymen, all of you will remember that the 29th of August is  celebrated as 'National Sports Day'."""	824
अवसरेऽस्मिन् वयं अशेषदेशे ‘FIT INDIA MOVEMENT’ इति सुस्वस्थभारताभियानं प्रवर्तयिष्यामः।	"""On this occasion, we are going to  launch the 'Fit India Movement' across the country."""	825
"""सुस्वास्थ्यहेतोः भवतः जागरूकान् कर्तुं समीहे, तथा च सुस्वस्थभारताभियानस्य कृते देशस्य च कृते वयं सम्भूय कानिचन लक्ष्याणि अपि निर्धारतानि कुर्याम।"""	"""I  want to make you aware about fitness and for a fit India, we should  unite to set some goals for the country."""	826
विशेषेण आगामिनि मासे एकादशतः ओक्टोबरस्य द्वितीयदिनं यावत् ‘स्वच्छताभियाने’	And 2nd October as a day has  been totally dedicated to riddance from plastic.	827
"""अभिघट्यात् मुक्तिमवाप्तुं वयं सर्वे गृहात्, गृहाच्च बहिः सर्वत्र सम्पूर्ण शक्त्या प्रयतिष्यामहे। अपि चावगच्छामि एतानि सर्वाणि अभियानानि सामाजिकसञ्चारमाध्यमेषु सावेगम् उपस्थापितानि भवितारः।"""	All of us with all our  might must try to get rid of plastics from our home and everywhere  outside our houses. And I know that all these campaigns will make a big  splash on social media.	828
"""आगच्छन्तु, नवीनोत्साहेन, नूतनेन संकल्पेन, अभिनवशक्त्या च सार्धमेव प्रचलेम।"""	"""Come, let us proceed with a new zeal, new  resolve and renewed strength."""	829
"""मम प्रियाः देशवासिनः, अद्यतने ‘मन की बात’ प्रसारणे एतावदेव।"""	"""My dear  countrymen, this is all that this episode of ‘Mann Ki Baat’ has in  store for you today."""	830
"""अहं भवतां वृत्तानि, परामर्शान् च प्रतीक्षे।"""	I will wait for your  say and your suggestions.	831
"""आगच्छन्तु, वयं सर्वे सम्भूय स्वाधीनतायाः कृते सर्वात्मना समर्पितानां स्वप्नान्वितं भारतं विरचयितुं, गान्धिनः स्वप्नानि साकारीकर्तुं प्रचलेम ‘स्वान्त:।"""	"""Come, let us all march together to make the  India which was dreamt of by our freedom fighters and realize Gandhi's  dreams - 'Swantah: Sukhayah'."""	832
आभ्यन्तरीणं आनन्दं सेवाभावेन प्रकटयन्तः प्रचलेम।	"""Let us proceed, enjoying our inner bliss,  expressing our spirit of service."""	833
नमस्कारः।	Namaskar	834
"""मम प्रियाः देशवासिनः, नमस्कारः ।"""	"""My  dear countrymen, Namaskar."""	835
वयं जानीमः – अद्य मेजर-ध्यानचंद-वर्यस्य जन्म-जयंती वर्तते |	All of us know that today is the birth  anniversary of Major Dhyanchand ji.	836
"""तथा च, अस्माकं देशः तस्य स्मृतौ एतत् राष्ट्रीय-खेलादिवसरूपेण अपि आमानयति |"""	"""And our country celebrates it as  National Sports Day, in commemoration."""	837
"""अहं विचारयन् आसं यत्, इदानीं मेजर-ध्यानचंदवर्यस्य आत्मा यत्रापि भवेत्, अतितरां प्रसन्नताम् अनुभवत् स्यात् |"""	"""A thought struck me, that  perhaps, wherever Major Dhyanchand ji’s soul must be at the moment, it  must be feeling overjoyed."""	838
"""तथा च, दशक-चतुष्टयानन्तरं, प्रायेण एक-चत्वारिंशद्-वर्षानन्तरं, भारतस्य युवानः, सुताः पुत्र्यः च हॉकी-क्रीडायां पुनरेकवारं प्रवेशं कृतवन्तः |"""	"""And four decades  later, almost after 41 years, the youth of India, her sons and  daughters, once again infused vitality in our hockey."""	839
"""अथ च, भवेन्नाम बहूनां पदकानां प्राप्तिः, परञ्च यावदवधि, हॉकी-क्रीडायां पदकं नैव लभ्यते चेत्, भारतस्य नैकोsपि नागरिकः विजयस्य आनंदम् अनुभवितुं नैव शक्नोति, अपि च, अस्मिन् क्रमे ओलंपिक-क्रीडा-महोत्सवे हॉकीपदकम् अवाप्तम्, दशक-चतुष्टयानन्तरम् अवाप्तम् ।"""	"""And irrespective  of the number of medals won, no citizen of India enjoys victory until a  medal is won in hockey. And this time, in the Olympics, the medal that  was won for hockey came our way after four decades."""	840
"""भवन्तः कल्पयितुं शक्नुवन्ति – मेजरध्यानचंद-वर्यस्य हृदि, तस्य आत्मनि, सः यत्रापि भवेत्, तत्र, कियती प्रसन्नता सम्भविता, तथा च, ध्यानचंद-महोदयस्य सम्पूर्णमपि जीवनं क्रीडायै समर्पितमासीत्, , अत एव साम्प्रतं, यदा देशस्य युव-जनेषु, अस्मदीयेषु पुत्री-पुत्रेषु, क्रीडां प्रति यद् आकर्षणम् अवलोक्यते ।"""	"""You can  imagine…wherever Major Dhyanchand ji might be…his heart, his soul must  be overflowing with joy. And the entire life of Dhyanchand ji was  dedicated to Sports…and that is why today, when the youth of the  country, our sons and daughters are visibly drawn towards sports."""	841
यदाऽपि क्रीडाविषये चर्चा भवति तदा स्वभावतः अस्मत्समक्षं अखिलयुवसन्ततिः समागच्छति।	"""Friends,  whenever the subject of Sports and Games is touched upon, the entire  young generation comes into view; naturally so."""	842
यदा च वयं यूनः प्रति सावधानम् वीक्षामहे तर्हि बहुपरिवर्तनं दरीदृश्यते।	"""And when we cast a keen  glance at the young generation, we notice a sweeping change there."""	843
यूनां मनः परिवर्तितम् ।	The  mind of the youth has undergone a transformation.	844
"""अद्यतनाः युवानः जर्जराणां कालबहिर्गतानां च रीति-परम्पराणामपेक्षया किमपि नवाचरणं विधातुमिच्छन्ति, नवरीत्या कार्यं कर्तुमिच्छन्ति।"""	"""And today’s young  minds, shunning obsolete, age old methods and patterns, want to do  something new altogether; something different."""	845
युवमनः पूर्वनिर्मितमार्गेषु गन्तुं नैव ईहते ।	Today’s young mind does  not want to tread readymade beaten paths; it wants to carve out newer  paths.	846
एतेन अज्ञातमार्गेषु पदसंधारणं कल्पते।	It wants to step on unknown territory.	847
"""नूतनगन्तव्यं, नवलक्ष्यं, नवमार्गं, नवाकांक्षां च करोति। युवा यदा मनसि किमपि निर्धारयति, तदा प्राणपणेन सन्नद्धः भवति।"""	"""New destinations, new  goals as well, new roads, new aspirations as well!"""	848
"""वयं पश्यामः यत्किंचित्कालपूर्वमेव भारतेन स्वीयम् अन्तरिक्ष-क्षेत्रं विवृतीकृतं युवजनैश्च सत्वरमेव तदवसरः अधिगृहीतः। अस्य लाभमवाप्तुं महाविद्यालयानां, विश्वविद्यालयानां, नैजक्षेत्राणां च युवजनाः सम्मुखमागताः।"""	"""We see how, some time ago, when India  opened her Space Sector…within no time the young generation lapped up  the opportunity. And to avail of its benefits, college students and  young people working in Universities and the private sector  enthusiastically came forward."""	849
"""राष्ट्रनिर्माणाय सर्वेषां प्रयासः कथं सर्वविकासं करोति, एतस्य उदाहरणानि अस्मान् प्रेरयन्ति, सहैव किमपि कर्तुं नवोर्जसा आपूरयन्ति । नवविश्वासं पूरयन्ति, अस्माकं सङ्कल्पे प्राणवायोः सञ्चरणं कुर्वन्ति।"""	"""Similarly, wherever you see…go  to any family…however well to do, however educated the family might  be…if you speak to a young person in the family, she or he, moving away  from family traditions, express the wish to do a start up or join a  start up…excitedly willing to take a risk."""	850
अनेनैवाद्य लघु-नगरेष्वपि स्टार्टप्-संस्कृतेः विस्तरः जायते। एतस्मिन्नहं उज्ज्वलभविष्यं अवलोकयामि।	"""Today, the startup culture is  expanding even to smaller cities and I am seeing it as an indication of  a bright future."""	851
कतिपय-दिनपूर्वमेव अस्माकं देशे क्रीडनकानां चर्चा प्रावर्तत।	"""Just a few days ago, toys in our country were being  discussed."""	852
यदैषः विषयः अस्माकं यूनां मनसि समागतः तदा तैः अखिलसंसारे भारतीय-क्रीडनकानामभिज्ञानं स्थापयितुं संकल्पितम् ।	"""Within no time, when this caught the attention of our youth,  they too resolutely decided to work towards positioning Indian toys in  the world with a distinct identity."""	853
अपितु नूतनमार्गनिर्माणं योजयति।	And they are trying out ever new  experiments.	854
साम्प्रतं नूतनप्रयोगाः विधीयन्ते। संसारे क्रीडनकाना- मापणिः बहुविस्तृतास्ति। प्रायः षट् वा सप्तलक्षकोटि-रूप्यकमितो व्यापारः भवति।	The world is a huge market for toys…a market of 6 to 7 lakh  crores.	855
साम्प्रतं तस्मिन् भारतस्यांशः अतिसीमितः ।	Today India’s share is miniscule.	856
"""परं कथं क्रीडनकनिर्माणं भवेत्, क्रीडनकानां वैविध्यं कीदृशमस्तु, क्रीडनकेषु कीदृशः प्रविधिः भवतु, बालमनोविज्ञानानुरूपं क्रीडनकं कीदृशं स्याद् ।"""	"""But, how to craft toys, what  diversity to be lent to toys, what technology to be used, how toys  should be, compatible with child psychology…these are points where the  youth of the country is applying minds to…wishing to contribute  something."""	857
तद्भवद्भ्यः ज्ञापितं भवेत्।	And what is that…have you ever  marked?	858
यदस्माकं स्वभावः शिथिलः अस्थिरश्चावर्तत तस्य स्थाने मम देशीयानां यूनां मनांसि साम्प्रतं सर्वश्रेष्ठं प्रति केन्द्रितानि सन्ति ।	"""Generally, what had crept into our fabric was acceptance of  mediocrity…”It happens”, “It’s okay – this will do”!"""	859
यदस्माकं स्वभावः शिथिलः अस्थिरश्चावर्तत तस्य स्थाने मम देशीयानां यूनां मनांसि साम्प्रतं सर्वश्रेष्ठं प्रति केन्द्रितानि सन्ति ।	But now I’m  noticing my country’s young minds focusing themselves on excellence.	860
"""असौ सर्वोत्तमं, सर्वोत्कृष्टरीत्या च कर्तुमिच्छति।"""	"""They want to do the best, using the best methods."""	861
एषः स्वभावः राष्ट्रस्य महत्-शक्तिरूपेण प्रतिष्ठितोsस्ति।	This too will emerge  as a major force for the nation.	862
"""सखायः, साम्प्रतं ओलम्पिकायोजनेन महत्प्रभावः उपपादितः।"""	"""Friends,  this time, the Olympics have created a major impact."""	863
ओलम्पिकानन्तरं पैरा-ओलम्पिकस्पर्धाः आयोज्यन्ते।	The events at the  Olympics are over; the Paralympics are going on.	864
एतासु क्रीडासु विश्वापेक्षया देशेन अल्पतरमधिगतं स्यात् किन्तु विश्वासोत्पादनार्थं तु प्रभूतमधिगतम् ।	"""Whatever our country  earned in this world of Sports may be little in comparison with the  world, but enough has happened to bolster our belief."""	865
अद्य युवजनाः न केवलं क्रीडां प्रति अपितु तत्सम्बद्ध-सम्भावनां प्रत्यपि अवलोकयन्ति।	"""Today, it is not  that the youth is just watching sports…the youth is also looking at  possibilities associated with Sports…observing the entire eco system  minutely…comprehending its potential, wishing to connect with it in some  way or the other."""	866
साम्प्रतमसौ परम्परागतविषयापेक्षया नूतनं परिक्षेत्रम् अंगीकरोति।	She or he now wants to surpass conventional ways and  adopt new disciplines.	867
"""मम देशवासिनः, यदा एतावदावेगः समुपस्थितः तदा प्रत्येकं परिवारे खेलचर्चा जायते।"""	"""And my dear countrymen, now that such a momentum  has been built up…Sports has begun to be discussed in every family."""	868
नैव।	No…not  at all.	869
भवन्तोऽपि सम्भवतः ममानुरूपमेव चिन्तयन्ति ।	Even you must be thinking on the similar lines.	870
"""यत्साम्प्रतं देशे क्रीडानां, खेलानां, खेलभावनायाश्च प्रसारः नैव रोधनीयः।"""	"""In the country  now, Sports and Games, sportsman spirit is not to stop."""	871
"""एषः आवेगस्तु पारिवारिके, सामाजिके, राष्ट्रिये च जीवने स्थायीकरणीयः। एषः भावः उत्साहेन सततम् ऊर्जया च परिपूरणीयः।"""	"""In family life,  in social life, in the life of the Nation, this momentum has to be  accorded permanence…infusing it with energy…replenishing it with  relentless new energy."""	872
"""गृहमस्तु बहिर्वा, ग्रामः नगरं वा, अस्माकं क्रीडाक्षेत्राणि जनपूरितानि भवितव्यानि। सर्वे खेलन्तु खिलन्तु च।"""	"""At home or elsewhere, in villages or cities, our  playgrounds must be filled up. Let all play – let all bloom!"""	873
"""सर्वेषां प्रयासैरेव भारतं क्रीडासु स्वीयमपेक्षितं उन्नतत्वं अधिगमिष्यति, यस्यासौ अधिकारि वर्तते।"""	It is only through collective  endeavour of all that India will attain glorious heights in Sports that  she rightfully deserves.	874
"""मेजरध्यानचंदसदृशैः महानुभावैः यन्मार्गः प्रदर्शितोsस्ति, तस्मिन्नग्रेसरणम् अस्माकं दायित्वमस्ति।"""	On the course charted by people such as Major  Dhyanchand ji we have to move forward…it’s our responsibility.	875
"""वर्षाणामनन्तरं देशे ईदृशः कालखण्डः समागतः यदा खेलानां प्रतिपरिवारे, समाजे, राज्ये राष्ट्रे च जनाः एकमनसा संयुक्ताः भवन्ति।"""	"""After  years has the country witnessed a period where, in families, in society,  in States, in the Nation, all the people are single mindedly forging a  bond with Sports."""	876
"""मम प्रियाः युवानः, एतदवसरस्य सदुपयोगेन अस्माभिः विविधक्रीडासु कौशलमधिगन्तव्यम् ।"""	"""My dear young  friends, taking advantage of this opportunity, we must garner expertise  in a variety of sports."""	877
प्रतिग्रामेषु खेलस्पर्धाः सततमायोजनीयाः।	"""In villages as well, sports competitions should  be held successively."""	878
स्पर्धया एव खेलविस्तरः विकासश्च भवति। क्रीडकाः विकसन्ति।	It is only through competition that a sport  evolves…progresses…giving rise to sportspersons as an outcome.	879
वयं देशवासिनः स्वीय-यथासंभव-योगदानेन एतत्खेलागतिं अग्रेसारयाम। ‘सबका प्रयास’ इति ‘सम्भूय-प्रयासः’ इति मन्त्रेण स्वप्नं साकारं करवाम।	"""Come, let  all us countrymen strive to further this momentum as much as we  can…contributing whatever we can…let us transform the mantra of ‘Sabka  Prayas’ into reality."""	880
"""मम प्रियाः देशवासिनः, श्वो जन्माष्टमीमहापर्व अप्यस्ति।"""	"""My dear  countrymen, tomorrow also happens to be the grand festival of  Janmashtmi."""	881
जन्माष्टमी अर्थात् भगवतो योगेश्वरस्य श्रीकृष्णस्य जन्मोत्सवः।	"""This festival of Janmashtami, that is the festival of birth  of Bhagwan Shri Krishna."""	882
"""वयं भगवतः सर्वरूपैः परिचिताः स्मः। नटखट-इति चञ्चल-कन्हैयातः विराट्-रूपधारकं कृष्णं यावत्, अपि च शास्त्रतः शस्त्रसामर्थ्यधारकं कृष्णं यावत्।"""	"""We are familiar with all the forms of Bhagwan,  from naughty Kanhaiya to the one taking Colossal form Krishna, from the  one well versed in scriptures to one skilled in weaponary."""	883
अस्यां भगवतः कृष्णस्य अनेकरूपाणां भव्यचित्राणि वर्तन्ते ।	"""Be it art,  beauty, charm, where all isn’t Krishna there!"""	884
अहमेतत् वर्णयामि यतोहि जन्माष्टमीतः कतिपयदिनपूर्वं मयैकः रुचिकरः अनुभवः प्रत्यक्षीकृतः यस्य वर्णनार्थं मम मनः उत्सुकं वर्तते।	But I am saying all this  because a few days before Jamashtami I had gone through an interesting  experience.	885
"""तया साकं मम विस्तृतचर्चा अभवत्, परमहं तस्य कञ्चिदेवांशमत्र प्रस्तौमि।"""	So I felt I should talk about this to you.	886
भवद्भिः स्मृतं भवेद्यत् एतन्मासस्य विंशतितमे दिनांके भगवतः सोमनाथस्य मन्दिरसम्बद्धानां निर्माणकार्याणां लोकार्पणं विहितमस्ति।	You must be aware  that on the 20th of this month the construction work related to Bhagwan  Somnath temple has been dedicated to the people.	887
सोमनाथमन्दिरतः त्रि-चतुर्किलोमीटरमितान्तराले एव भालकातीर्थमस्ति। अस्मिन् तीर्थे भगवता श्रीकृष्णेन पृथिव्यां स्वीयजीवनस्य अन्तिमक्षणाः यापिताः ।	"""3-4 kilometers away  from Somnath temple is the Bhalka Teerth, this Bhalka Teerth is the  place where Bhagwan Shri Krishna spent his last moments on earth."""	888
अस्मिन्लोके स्वीयलीलानां समापनं तत्र विहितमासीत्।	"""In a  way his Leelas, divine acts in this world culminated there."""	889
सोमनाथन्यासेन अस्मिन्क्षेत्रे विकासस्य अनेके उपक्रमाः प्रचाल्यन्ते।	Many works  for the development of that entire region are being done by the Somnath  Trust.	890
भालकातीर्थक्षेत्रे सम्पाद्यमानानां विकास- कार्याणां विषये चिन्तयन् मम दृष्टिः एकया सुन्दरकलापुस्तिकया आकृष्टा।	I was thinking of Bhalaka Teerth and the works going on there  when I noticed a beautiful art-book.	891
एषा पुस्तिका केनापि ममावासाद् बहिः मम कृते न्यस्ताऽसीत्।	Someone had left this book for me  outside my residence.	892
अस्यां भगवतः कृष्णस्य अनेकरूपाणां भव्यचित्राणि वर्तन्ते ।	In this there were many forms and many magnificent  pictures of Bhagwan Shri Krishna.	893
""""""	Pictures were very attractive and  very meaningful.	894
मया यदा पुस्तिकायाः पृष्ठपरिवर्तनं आरब्धं तदा मम जिज्ञासा अधिकतरा संजाता।	My curiosity grew all the more when I started turning  the pages of the book.	895
यदा मयाऽस्याः चित्राणि अवलोकितानि तदा तेषु लिखितसन्देशाः पठिताः। येन मम मनः तया साकं मेलनार्थं उत्सुकम् अवर्तत।	"""When I saw the book and all the pictures and the  message for me written there, I felt l should meet the one who had left  it for me."""	896
""""""	I should meet the one who has left the book outside my home.	897
मम कार्यालयेन तया सम्पर्कः साधितः।	So my office contacted the person.	898
"""अन्यस्मिन्नेव दिनेऽसौ आमन्त्रिता । तानि चित्राणि, श्रीकृष्णस्य विविधच्छवीः च दृष्ट्वा मम जिज्ञासा भृशमभिवर्धिता।"""	"""Such was my curiosity on seeing the  art-book, on seeing the different forms of Bhagwan Shri Krishna that I  called the person to meet the very next day."""	899
अस्यामेव जिज्ञासायां मम सम्पर्कः जदुराणीदासी-महाभागया अभवत्।	With this curiosity I met  Jaduarani Dasi ji.	900
हरेकृष्ण-अभियानेन युक्तास्ति। भक्तिकलायाम् असौ अतीव निपुणास्ति।	"""She is American, was born in America, brought up in  America, Jadurani Dasi ji is connected to ISKCON, connected to Harey  Krishna movement and one of her major specialities is that she is  skilled in Bhakti Arts."""	901
भवन्तः जानन्ति यत् द्विदिवसानन्तरमेव सेप्टम्बर्-मासस्य प्रथमदिवसे इस्कॉन्-संस्थापकस्य श्रील-प्रभुपादस्वामिनः एकशतोत्तर-पंचविंशतिमिता जयन्ती आगमिष्यति ।	"""You know that just after two days, on the 1st of  September, we have the 125th birth anniversary of the founder of ISKCON  Shri Prabhupaad Swami ji."""	902
अस्मिन्नेव सन्दर्भे जदुराणीदासीमहाभागा भारते समागतास्ति।	Jadurani Dasi ji had come to India in this  very connection.	903
"""भगवान् शिवः, श्रीरामः च अत्र उद्भूतौ, सर्वाः पवित्रनद्यः अत्र, वैष्णवसम्प्रदायस्य सर्वतीर्थानि च अत्र सन्ति, अतः भारतम्, विशेषरूपेण च वृन्दावनं ब्रह्माण्डे महत्त्वपूर्णं स्थानम् अस्ति। वृन्दावनं सर्वेषां वैकुण्ठलोकानां स्रोतः, द्वारिकायाः स्रोतः, सर्वेषां भूतानाम् उत्पत्तिकारणम्, अतः अहं भारते स्निह्यामि।"""	"""The question before me was that one who was born in  America, who had been so far away from the Indian ethos; how could she  make such attractive pictures of Bhagwan Shir Krishna!"""	904
"""तया साकं मम विस्तृतचर्चा अभवत्, परमहं तस्य कञ्चिदेवांशमत्र प्रस्तौमि।"""	"""I had a long chat  with her, but I want you to listen to some parts of it."""	905
"""हरे कृष्ण! सखायः, विश्वे लोकाः यदा अद्य भारतीयाध्यात्मविषये, अथ च दर्शनविषये एतावत् विचारयन्ति तर्हि अस्माकम् अपि दायित्वं भवति यत् वयं स्वीयाः एताः महत्परम्पराः अग्रे नयेम ।"""	"""Hare Krishna!, Friends,  when the people of the world pay heed to Indian spiritual systems and  philosophy today, then we also have a responsibility to carry forward  these great traditions."""	906
"""यः कालबाह्यः सः त्यक्तव्यः एव, परं यः कालातीतः सः अग्रे अपि नेतव्यः।"""	"""That which has perished has to be left behind,  but that which is timeless has to be carried forward."""	907
"""वयं स्वपर्वाणि आचरेम, तेषां वैज्ञानिकताम् अवगच्छेम, तत्र निहितार्थं जानीयाम |"""	"""Let us celebrate  our festivals, understand its scientific meaning, and the connotation  behind it."""	908
"""न एतावत् एव, प्रत्येकं पर्वणि कश्चन सन्देशः भवति एव, कश्चन च संस्कारः भवति |"""	"""Not only this, there is an underlying message in every  festival; there is a Sanskar as well."""	909
"""अस्माभिः ज्ञातव्यम्, जीवनीयम्, अथ च, भावि-सन्ततीभ्यः न्यासरूपेण वर्धनीयम् अपि।"""	"""We not only have to know it, live  it and pass it on as a legacy for generations to come."""	910
अहं पुनरेकवारं जन्माष्टमीपर्वणि सर्वेभ्यः देशवासिभ्यः जन्माष्टमीशुभकामनाः प्रकटयामि।	I once again wish  all the countrymen a very Happy Janmashtami.	911
"""मम प्रियाः देशवासिनः, एतस्मिन् कोरोणा-कालखण्डे स्वच्छतायाः विषये मया यावत् सम्भाषणीयम् आसीत् कदाचित् तावत् न सम्भाषितम्, उत तत्र न्यूनता जाता।"""	"""My  dear countrymen, during this Corona period, the myriad aspects of  cleanliness that I should have touched upon; I feel, perhaps, that it  saw a decrease."""	912
अहम् अपि भावयामि यत् स्वच्छताभियानं लेशमात्रं न विस्मर्तव्यम्।	I also feel that we should not let the cleanliness  campaign diminish even at the slightest.	913
"""राष्ट्रनिर्माणाय सर्वेषां प्रयासः कथं सर्वविकासं करोति, एतस्य उदाहरणानि अस्मान् प्रेरयन्ति, सहैव किमपि कर्तुं नवोर्जसा आपूरयन्ति । नवविश्वासं पूरयन्ति, अस्माकं सङ्कल्पे प्राणवायोः सञ्चरणं कुर्वन्ति।"""	"""The examples of how efforts by  everyone for nation building in turn lead to progress for all of us,  also inspire us and infuse us with a new energy to do something, impart  new confidence, give a meaning to our resolve."""	914
"""एतत् वयं सम्यक्- प्रकारेण जानीमः यत् यदा कदा स्वच्छभारताभियानस्य विषयः आयाति तदा इंदौरनगरस्य नाम आयाति एव। यतः इंदौरनगरेण स्वच्छतासन्दर्भे स्वकीया विशेषछविः निर्मिता, अथ इन्दौर-नागरिकाः एतदर्थम् अभिनन्दनयोग्याः अपि ।"""	"""We know very well that  whenever the topic Swachh Bharat Abhiyan comes up, the name of Indore  also arises because Indore has created a special identity of its own in  relation to cleanliness and the people of Indore are also entitled to  felicitations."""	915
अस्माकम् एतत् इन्दौरनगरम् अनेकेभ्यः वर्षेभ्यः ‘स्वच्छ भारत रैंकिंग्’- इत्यस्मिन् प्रसङ्गे प्रथमस्थाने अस्ति।	Our Indore has remained at number one in 'Swachh Bharat  Ranking' for many years.	916
"""इदानीम् इंदौरवासिनः स्वच्छभारतस्य मानाङ्केन न सन्तुष्टाः, ते अग्रेसराः भवितुम् अर्हन्ति, विशिष्टं किमपि कर्तुम् इच्छन्ति ।"""	"""Now the people of Indore do not want to sit  satisfied with this ranking of Swachh Bharat, they want to move forward,  want to do something new."""	917
"""अथ तैः मनसि निर्णीतम् अस्ति यत् ‘Water Plus City’, कर्तुं पूर्णमनोयोगेन निरताः स्याम।"""	And now they have decided to maintain a  'Water Plus City' and are striving for it with all their might.	918
‘Water Plus City’ अर्थात् एतादृशं नगरं यत्र संशोधनं विना दूषितं जलं कस्मिन् अपि सार्वजनिकजलस्त्रोतसि न प्रवहेत्।	Water  Plus City' means a city where no sewage is dumped into any public water  source without treatment.	919
अत्रत्य-नागरिकैः अग्रे आगत्य स्वीयाः नालिकाः सीवरलाइन्- इति मल-नालिकाभिः संयोजिताः ।	The citizens here themselves have come  forward and connected their drains with the sewer line.	920
"""स्वच्छताभियानम् अपि प्रवर्तितम्, अथ च, एतेन कारणेन सरस्वत्यां कान्ह-नद्यां च प्रवाह्यमानं दूषितजलम् अत्यन्तं न्यूनं जातम्। परिणामतः परिष्कारः दृश्यते |"""	A Cleanliness  campaign has also been started and due to this the polluted water  draining in the Saraswati and Kanh rivers has also reduced considerably  and an improvement is visible.	921
