sentence	gold	id
{ < ΣΟΛΩΝ > } Σόλων Ἐξηκεστίδου Σαλαμίνιος πρῶτον μὲν τὴν σεισάχθειαν εἰσηγήσατο Ἀθηναίοις · τὸ δὲ ἦν λύτρωσις σωμάτων τε καὶ κτημάτων .	O O B-PERSON O O B-PERSON B-PERSON B-NORP O O O O O B-NORP O O O O O O O O O O	1201
Τὸ δὲ μέγιστον , τῆς πατρίδος αὐτοῦ [ Σαλαμῖνος ] ἀμφισβητουμένης ὑπό τε Ἀθηναίων καὶ Μεγαρέων καὶ πολλάκις τῶν Ἀθηναίων ἐπταικότων ἐν τοῖς πολέμοις καὶ ψηφισαμένων εἴ τις ἔτι συμβουλεύσοι περὶ Σαλαμῖνος μάχεσθαι , θανάτῳ ζημιοῦσθαι , οὗτος μαίνεσθαι προσποιησάμενος καὶ στεφανωσάμενος εἰσέπαισεν εἰς τὴν ἀγοράν · ἔνθα τοῖς Ἀθηναίοις ἀνέγνω διὰ τοῦ κήρυκος τὰ συντείνοντα περὶ Σαλαμῖνος ἐλεγεῖα καὶ παρώρμησεν αὐτούς .	O O O O O O O O B-LOC O O O O B-NORP O B-NORP O O O B-NORP O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O B-NORP O O O O O O O B-LOC O O O O O	1202
καὶ αὖθις πρὸς τοὺς Μεγαρέας ἐπολέμησαν καὶ ἐνίκων διὰ Σόλωνα .	O O O O B-NORP O O O O B-PERSON O	1203
ἦν δὲ τὰ ἐλεγεῖα τὰ μάλιστα καθαψάμενα τῶν Ἀθηναίων τάδε ( Diehl 2 ) .	O O O O O O O O B-NORP O O O O O O	1204
εἴην δὴ τότ ' ἐγὼ Φολεγάνδριος ἢ Σικινίτης ἀντί γ ' Ἀθηναίου , πατρίδ ' ἀμειψάμενος · αἶψα γὰρ ἂν φάτις ἥδε μετ' ἀνθρώποισι γένοιτο · Ἀττικὸς οὗτος ἀνὴρ τῶν Σαλαμιναφετῶν .	O O O O O B-NORP O B-NORP O O O B-NORP O O O O O O O O O O O O O O B-NORP O O O B-NORP O	1205
εἶτα · ἴομεν ἐς Σαλαμῖνα μαχησόμενοι περὶ νήσου ἱμερτῆς χαλεπόν τ' αἶσχος ἀπωσόμενοι .	O O O O B-LOC O O O O O O O O O	1206
ἵνα δὲ μὴ δοκοίη βίᾳ μόνον , ἀλλὰ καὶ δίκῃ τὴν Σαλαμῖνα κεκτῆσθαι , ἀνασκάψας τινὰς τάφους ἔδειξε τοὺς νεκροὺς πρὸς ἀνατολὰς ἐστραμμένους , ὡς ἦν ἔθος θάπτειν Ἀθηναίοις · ἀλλὰ καὶ αὐτοὺς τοὺς τάφους πρὸς ἕω βλέποντας καὶ ἀπὸ τῶν δήμων τοὺς χρηματισμοὺς ἐγκεχαραγμένους , ὅπερ ἦν ἴδιον Ἀθηναίων .	O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O B-NORP O O O O O O O O O O O O O O O O O O O O B-NORP O	1207
ἔνιοι δέ φασι καὶ ἐγγράψαι αὐτὸν εἰς τὸν κατάλογον τοῦ Ὁμήρου μετὰ τὸν ( B 557—8 ) Αἴας δ' ἐκ Σαλαμῖνος ἄγεν δυοκαίδεκα νῆας — στῆσε δ' ἄγων ἵν ' Ἀθηναίων ἵσταντο φάλαγγες .	O O O O O O O O O O B-PERSON O O O O O O B-PERSON O O B-LOC O O O O O O O O O B-NORP O O O	1208
Τοῦ δὴ λοιποῦ προσεῖχον αὐτῷ ὁ δῆμος καὶ ἡδέως καὶ τυραννεῖσθαι ἤθελον πρὸς αὐτοῦ · ὁ δ' οὐχ εἵλετο , ἀλλὰ καὶ Πεισίστρατον τὸν συγγενῆ , καθά φησι Σωσικράτης ( FHG iv 501 sq ) , προαισθόμενος τὸ ἐφ ' ἑαυτῷ διεκώλυσεν .	O O O O O O O O O O O O O O O O O O O O O O B-PERSON O O O O O B-PERSON O O O O O O O O O O O O O O	1209
ᾄξας γὰρ εἰς τὴν ἐκκλησίαν μετὰ δόρατος καὶ ἀσπίδος προεῖπεν αὐτοῖς τὴν ἐπίθεσιν τοῦ Πεισιστράτου · καὶ οὐ μόνον , ἀλλὰ καὶ βοηθεῖν ἕτοιμος εἶναι , λέγων ταῦτα · ἄνδρες Ἀθηναῖοι , τῶν μὲν σοφώτερος , τῶν δὲ ἀνδρειότερός εἰμι · σοφώτερος μὲν τῶν τὴν ἀπάτην Πεισιστράτου μὴ συνιέντων , ἀνδρειότερος δὲ τῶν ἐπισταμένων μέν , διὰ δέος δὲ σιωπώντων .	O O O O O O O O O O O O O O B-PERSON O O O O O O O O O O O O O O O B-NORP O O O O O O O O O O O O O O O B-PERSON O O O O O O O O O O O O O O	1210
Ξάνθος δὲ ὁ Λυδὸς ( FGrH 765 F 32 ) εἰς τὴν Ξέρξου διάβασιν ἀπὸ τοῦ Ζωροάστρου ἑξακισχίλιά φησι , καὶ μετ' αὐτὸν γεγονέναι πολλούς τινας Μάγους κατὰ διαδοχήν , Ὀστάνας καὶ Ἀστραμψύχους καὶ Γωβρύας καὶ Παζάτας , μέχρι τῆς τῶν Περσῶν ὑπ' Ἀλεξάνδρου καταλύσεως .	B-PERSON O O B-NORP O O O O O O O O B-PERSON O O O B-PERSON O O O O O O O O O B-NORP O O O B-NORP O B-NORP O B-NORP O B-PERSON O O O O B-NORP O B-PERSON O O	1211
καὶ τὸν μὲν Εὐμόλπου παῖδά φασι , ποιῆσαι δὲ Θεογονίαν καὶ Σφαῖραν πρῶτον ·	O O O B-PERSON O O O O O O O O O O	1212
τοῦτον τελευτῆσαι Φαληροῖ , καὶ αὐτῷ ἐπιγεγράφθαι τόδε τὸ ἐλεγεῖον ( A Pal vii 615 ) ·	O O B-LOC O O O O O O O O O O O O O O	1213
Εὐμόλπου φίλον υἱὸν ἔχει τὸ Φαληρικὸν οὖδας , Μουσαῖον , φθίμενον σῶμ ' ,	B-PERSON O O O O O O O B-PERSON O O O O O	1214
Ξάνθος δὲ ὁ Λυδὸς ( FGrH 765 F 32 ) εἰς τὴν Ξέρξου διάβασιν ἀπὸ τοῦ Ζωροάστρου ἑξακισχίλιά φησι , καὶ μετ' αὐτὸν γεγονέναι πολλούς τινας Μάγους κατὰ διαδοχήν , Ὀστάνας καὶ Ἀστραμψύχους καὶ Γωβρύας καὶ Παζάτας , μέχρι τῆς τῶν Περσῶν ὑπ' Ἀλεξάνδρου καταλύσεως .	B-PERSON O O B-NORP O O O O O O O O B-PERSON O O O B-PERSON O O O O O O O O O B-NORP O O O B-PERSON O B-PERSON O B-PERSON O B-PERSON O O O O B-NORP O B-PERSON O O	1215
καὶ τὸν μὲν Εὐμόλπου παῖδά φασι , ποιῆσαι δὲ Θεογονίαν καὶ Σφαῖραν πρῶτον ·	O O O B-PERSON O O O O O O O O O O	1216
τοῦτον τελευτῆσαι Φαληροῖ , καὶ αὐτῷ ἐπιγεγράφθαι τόδε τὸ ἐλεγεῖον ( A Pal vii 615 ) ·	O O B-LOC O O O O O O O O O O O O O O	1217
Οἱ δὲ φάσκοντες ἀπὸ βαρβάρων ἄρξαι φιλοσοφίαν καὶ τὸν τρόπον παρ' ἑκάστοις αὐτῆς ἐκτίθενται ·	O O O O O O O O O O O O O O O	1218
καί φασι τοὺς μὲν γυμνοσοφιστὰς καὶ Δρυΐδας αἰνιγματωδῶς ἀποφθεγγομένους φιλοσοφῆσαι , σέβειν θεοὺς καὶ μηδὲν κακὸν δρᾶν καὶ ἀνδρείαν ἀσκεῖν .	O O O O B-NORP O B-NORP O O O O O O O O O O O O O O	1219
τοὺς γοῦν γυμνοσοφιστὰς καὶ θανάτου καταφρονεῖν φησι Κλείταρχος ἐν τῇ δωδεκάτῃ ( FGrH 137 F 6 ) ·	O O B-NORP O O O O B-PERSON O O O O O O O O O O	1220
τοὺς δὲ Χαλδαίους περὶ ἀστρονομίαν καὶ πρόρρησιν ἀσχολεῖσθαι ·	O O B-NORP O O O O O O	1221
τοὺς δὲ Μάγους περί τε θεραπείας θεῶν διατρίβειν καὶ θυσίας καὶ εὐχάς , ὡς αὐτοὺς μόνους ἀκουομένους .	O O B-NORP O O O O O O O O O O O O O O O	1222
καὶ ὅσιον νομίζειν μητρὶ ἢ θυγατρὶ μίγνυσθαι , ὡς ἐν τῷ εἰκοστῷ τρίτῳ φησὶν ὁ Σωτίων ·	O O O O O O O O O O O O O O O B-PERSON O	1223
Τὴν δὲ γοητικὴν μαγείαν οὐδ ' ἔγνωσαν , φησὶν Ἀριστοτέλης ἐν τῷ Μαγικῷ ( Rose 36 ) καὶ Δείνων ἐν τῇ πέμπτῃ τῶν Ἱστοριῶν ( FGrH 690 F 5 ) ·	O O O O O O O O O B-PERSON O O O O O O O O B-PERSON O O O O O O O O O O O O	1224
ἐν οἷς ἡλίου μὲν ἐκλείψεις γενέσθαι τριακοσίας ἑβδομήκοντα τρεῖς , σελήνης δὲ ὀκτακοσίας τριάκοντα δύο .	O O O O O O O O O O O O O O O O	1225
φάναι τε ἐξ ἑνὸς τὰ πάντα γίνεσθαι καὶ εἰς ταὐτὸν ἀναλύεσθαι .	O O O O O O O O O O O O	1226
ὑπὸ τῷδε τάφῳ.	O O O	1227
ποιῆσαι δὲ κοσμογονίαν , ἡλίου καὶ σελήνης πορείαν , καὶ ζῴων καὶ καρπῶν γενέσεις .	O O O O O O O O O O O O O O O	1228
τούτῳ ἀρχὴ τῶν ποιημάτων ἥδε ·	O O O O O O	1229
ἦν ποτέ τοι χρόνος οὗτος , ἐν ᾧ ἅμα πάντ ' ἐπεφύκει .	O O O O O O O O O O O O O	1230
ἐγὼ δέ , εἰ τὸν περὶ θεῶν ἐξαγορεύσαντα τοιαῦτα χρὴ φιλόσοφον καλεῖν οὐκ οἶδα , 〈οὐδὲ〉 τίνα δεῖ προσαγορεύειν τὸν πᾶν τὸ ἀνθρώπειον πάθος ἀφειδοῦντα τοῖς θεοῖς προστρῖψαι , καὶ	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1231
{ < ΑΝΑΧΑΡΣΙΣ > } Ἀνάχαρσις ὁ Σκύθης Γνούρου μὲν ἦν υἱός , ἀδελφὸς δὲ Καδουίδα τοῦ Σκυθῶν βασιλέως , μητρὸς δὲ Ἑλληνίδος ·	O O B-PERSON O O B-PERSON O B-NORP B-PERSON O O O O O O B-PERSON O B-NORP O O O O B-NORP O	1232
διὸ καὶ δίγλωττος ἦν .	O O O O O	1233
οὗτος ἐποίησε τῶν τε παρὰ τοῖς Σκύθαις νομίμων καὶ τῶν παρὰ τοῖς Ἕλλησιν εἰς εὐτέλειαν βίου καὶ τὰ κατὰ πόλεμον ἔπη ὀκτακόσια .	O O O O O O B-NORP O O O O O B-NORP O O O O O O O O O O	1234
παρέσχε δὲ καὶ ἀφορμὴν παροιμίας διὰ τὸ παρρησιαστὴς εἶναι , τὴν ἀπὸ Σκυθῶν ῥῆσιν .	O O O O O O O O O O O O B-NORP O O	1235
Λέγει δὲ αὐτὸν Σωσικράτης ( FHG iv 502 ) ἐλθεῖν εἰς Ἀθήνας κατὰ τὴν τεσσαρακοστὴν ἑβδόμην Ὀλυμπιάδα ἐπὶ ἄρχοντος Εὐκράτους .	O O O B-PERSON O O O O O O O B-LOC O O O O O O O B-PERSON O	1236
Ἕρμιππος δὲ ( FHG iii 40 ) πρὸς τὴν Σόλωνος οἰκίαν ἀφικόμενον τῶν θεραπόντων τινὶ κελεῦσαι μηνῦσαι ὅτι παρείη πρὸς αὐτὸν Ἀνάχαρσις καὶ βούλοιτο αὐτὸν θεάσασθαι , ξένος τε , εἰ οἷόν τε , γενέσθαι .	B-PERSON O O O O O O O O B-PERSON O O O O O O O O O O O B-PERSON O O O O O O O O O O O O O O	1237
καὶ ὁ θεράπων εἰσαγγείλας ἐκελεύσθη ὑπὸ τοῦ Σόλωνος εἰπεῖν αὐτῷ , ὅτιπερ ἐν ταῖς ἰδίαις πατρίσι ξένους ποιοῦνται .	O O O O O O O B-PERSON O O O O O O O O O O O	1238
ἔνθεν ὁ Ἀνάχαρσις ἑλὼν ἔφη νῦν αὐτὸν ἐν τῇ πατρίδι εἶναι καὶ προσήκειν αὐτῷ ξένους ποιεῖσθαι .	O O B-PERSON O O O O O O O O O O O O O O	1239
ὁ δὲ καταπλαγεὶς τὴν ἑτοιμότητα εἰσέφρησεν αὐτὸν καὶ μέγιστον φίλον ἐποιήσατο .	O O O O O O O O O O O O	1240
Ξάνθος δὲ ὁ Λυδὸς ( FGrH 765 F 32 ) εἰς τὴν Ξέρξου διάβασιν ἀπὸ τοῦ Ζωροάστρου ἑξακισχίλιά φησι , καὶ μετ' αὐτὸν γεγονέναι πολλούς τινας Μάγους κατὰ διαδοχήν , Ὀστάνας καὶ Ἀστραμψύχους καὶ Γωβρύας καὶ Παζάτας , μέχρι τῆς τῶν Περσῶν ὑπ' Ἀλεξάνδρου καταλύσεως .	B-PERSON O O B-NORP O O O O O O O O B-PERSON O O O B-PERSON O O O O O O O O O B-NORP O O O B-NORP O B-NORP O B-NORP O B-PERSON O O O O B-NORP O B-PERSON O O	1241
καὶ τὸν μὲν Εὐμόλπου παῖδά φασι , ποιῆσαι δὲ Θεογονίαν καὶ Σφαῖραν πρῶτον ·	O O O B-PERSON O O O O O O O O O O	1242
τοῦτον τελευτῆσαι Φαληροῖ , καὶ αὐτῷ ἐπιγεγράφθαι τόδε τὸ ἐλεγεῖον ( A Pal vii 615 ) ·	O O B-LOC O O O O O O O O O O O O O O	1243
Εὐμόλπου φίλον υἱὸν ἔχει τὸ Φαληρικὸν οὖδας , Μουσαῖον , φθίμενον σῶμ ' ,	B-PERSON O O O O B-NORP O O B-PERSON O O O O O	1244
Μετὰ χρόνον δὲ παραγενόμενος εἰς τὴν Σκυθίαν καὶ δοκῶν τὰ νόμιμα παραλύειν τῆς πατρίδος πολὺς ὢν ἐν τῷ ἑλληνίζειν , τοξευθεὶς ἐν κυνηγεσίῳ πρὸς τἀδελφοῦ τελευτᾷ , εἰπὼν διὰ μὲν τὸν λόγον ἐκ τῆς Ἑλλάδος σωθῆναι , διὰ δὲ τὸν φθόνον ἐν τῇ οἰκείᾳ ἀπολέσθαι .	O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O	1245
ἔνιοι δὲ τελετὰς Ἑλληνικὰς ἐπιτελοῦντα διαχρησθῆναι .	O O O B-NORP O O O	1246
Καὶ ἔστιν ἡμῶν εἰς αὐτόν ( A Pal vii 92 ) ·	O O O O O O O O O O O O	1247
ἐς Σκυθίην Ἀνάχαρσις ὅτ ' ἤλυθε , πολλὰ πλανηθεὶς πάντας ἔπειθε βιοῦν ἤθεσιν Ἑλλαδικοῖς .	O B-LOC B-PERSON O O O O O O O O O O B-NORP O	1248
τὸν δ' ἔτι μῦθον ἄκραντον ἐνὶ στομάτεσσιν ἔχοντα πτηνὸς ἐς ἀθανάτους ἥρπασεν ὦκα δόναξ .	O O O O O O O O O O O O O O O	1249
Οὗτος τὴν ἄμπελον εἶπε τρεῖς φέρειν βότρυς ·	O O O O O O O O	1250
τὸν πρῶτον ἡδονῆς	O O O	1251
·	O	1252
τὸν δεύτερον μέθης ·	O O O O	1253
τὸν τρίτον ἀηδίας	O O O	1254
.	O	1255
θαυμάζειν δὲ ἔφη πῶς παρὰ τοῖς Ἕλλησιν ἀγωνίζονται μὲν οἱ τεχνῖται , κρίνουσι δὲ οἱ μὴ τεχνῖται .	O O O O O O B-NORP O O O O O O O O O O O	1256
ἐρωτηθεὶς πῶς οὐκ ἂν γένοιτό τις φιλοπότης , “ εἰ πρὸ ὀφθαλμῶν ” .	O O O O O O O O O O O O O O	1257
Ξάνθος δὲ ὁ Λυδὸς ( FGrH 765 F 32 ) εἰς τὴν Ξέρξου διάβασιν ἀπὸ τοῦ Ζωροάστρου ἑξακισχίλιά φησι , καὶ μετ' αὐτὸν γεγονέναι πολλούς τινας Μάγους κατὰ διαδοχήν , Ὀστάνας καὶ Ἀστραμψύχους καὶ Γωβρύας καὶ Παζάτας , μέχρι τῆς τῶν Περσῶν ὑπ' Ἀλεξάνδρου καταλύσεως .	B-PERSON O O B-NORP O O O O O O O O B-PERSON O O O B-PERSON O O O O O O O O O B-NORP O O O B-NORP O B-NORP O B-NORP O B-NORP O O O O B-NORP O B-PERSON O O	1258
καὶ τὸν μὲν Εὐμόλπου παῖδά φασι , ποιῆσαι δὲ Θεογονίαν καὶ Σφαῖραν πρῶτον ·	O O O B-PERSON O O O O O O O O O O	1259
τοῦτον τελευτῆσαι Φαληροῖ , καὶ αὐτῷ ἐπιγεγράφθαι τόδε τὸ ἐλεγεῖον ( A Pal vii 615 ) ·	O O B-LOC O O O O O O O O O O O O O O	1260
Τὸν δὲ Λίνον παῖδα εἶναι Ἑρμοῦ καὶ Μούσης Οὐρανίας ·	O O B-PERSON O O B-GOD O B-GOD I-GOD I-GOD	1261
τὸν δὲ Λίνον τελευτῆσαι ἐν Εὐβοίᾳ τοξευθέντα ὑπ' Ἀπόλλωνος , καὶ αὐτῷ ἐπιγεγράφθαι ( A Pal vii 616 ) ·	O O B-PERSON O O B-LOC O O B-GOD O O O O O O O O O O O	1262
ὧδε Λίνον Θηβαῖον ἐδέξατο γαῖα θανόντα , Μούσης Οὐρανίης υἱὸν ἐϋστεφάνου .	O B-PERSON B-NORP O O O O B-GOD I-GOD O O O	1263
τὸ δ' ἐν Δίῳ τῆς Μακεδονίας ἐπίγραμμα , κεραυνωθῆναι αὐτόν , λέγον οὕτως ( A Pal vii 617 ) ·	O O O B-LOC O B-LOC O O O O O O O O O O O O O O	1264
Θρήϊκα χρυσολύρην τῇδ ' Ὀρφέα Μοῦσαι ἔθαψαν , ὃν κτάνεν ὑψιμέδων Ζεὺς ψολόεντι βέλει .	B-NORP O O O B-PERSON B-GOD O O O O O B-GOD O O O	1265
” καὶ θαυμάζειν φησὶ πῶς Ἕλληνες ἀρχόμενοι μὲν ἐν μικροῖς πίνουσι , πλησθέντες δὲ ἐν μεγάλοις .	O O O O O B-NORP O O O O O O O O O O O	1266
ἐπιγράφεται δὲ αὐτοῦ ταῖς εἰκόσι ·	O O O O O O	1267
γλώσσης , γαστρός , αἰδοίων κρατεῖν .	O O O O O O O	1268
ἐρωτηθεὶς εἰ εἰσὶν ἐν Σκύθαις αὐλοί , εἶπεν , “ ἀλλ' οὐδὲ ἄμπελοι ” .	O O O O B-LOC O O O O O O O O O O	1269
ἐρωτηθεὶς τίνα τῶν πλοίων εἰσὶν ἀσφαλέστερα , ἔφη , “ τὰ νενεωλκημένα ” .	O O O O O O O O O O O O O O	1270
καὶ τοῦτο ἔφη θαυμασιώτατον ἑωρακέναι παρὰ τοῖς Ἕλλησιν , ὅτι τὸν μὲν καπνὸν ἐν τοῖς ὄρεσι καταλείπουσι , τὰ δὲ ξύλα εἰς τὴν πόλιν κομίζουσι .	O O O O O O O B-NORP O O O O O O O O O O O O O O O O O O	1271
ἐρωτηθεὶς πότεροι πλείους εἰσίν , οἱ ζῶντες ἢ οἱ νεκροί , ἔφη , “ τοὺς οὖν πλέοντας ποῦ τίθης ;	O O O O O O O O O O O O O O O O O O O O	1272
” ὀνειδιζόμενος ὑπὸ Ἀττικοῦ ὅτι Σκύθης ἐστίν , ἔφη , “ ἀλλ' ἐμοῦ μὲν ὄνειδος ἡ πατρίς , σὺ δὲ τῆς πατρίδος ” .	O O O B-NORP O B-LOC O O O O O O O O O O O O O O O O O O	1273
ἐρωτηθεὶς τί ἐστιν ἐν ἀνθρώποις ἀγαθόν τε καὶ φαῦλον , ἔφη , “ γλῶσσα ” .	O O O O O O O O O O O O O O O O	1274
κρεῖττον ἔλεγεν ἕνα φίλον ἔχειν πολλοῦ ἄξιον ἢ πολλοὺς μηδενὸς ἀξίους .	O O O O O O O O O O O O	1275
τὴν ἀγορὰν ὡρισμένον ἔφη τόπον εἰς τὸ ἀλλήλους ἀπατᾶν καὶ πλεονεκτεῖν .	O O O O O O O O O O O O	1276
ὑπὸ μειρακίου παρὰ πότον ὑβρισθεὶς ἔφη , “ μειράκιον , ἐὰν νέος ὢν τὸν οἶνον οὐ φέρῃς , γέρων γενόμενος ὕδωρ οἴσεις ” .	O O O O O O O O O O O O O O O O O O O O O O O O	1277
Εὗρε δ' εἰς τὸν βίον ἄγκυράν τε καὶ κεραμικὸν τροχόν , ὥς τινες .	O O O O O O O O O O O O O O	1278
Καὶ ἐπέστειλεν ὧδε ( Hercher 105 ) ·	O O O O O O O O	1279
{ Ἀνάχαρσις Κροίσῳ } Ἐγώ , βασιλεῦ Λυδῶν , ἀφῖγμαι εἰς τὴν τῶν Ἑλλήνων , διδαχθησόμενος ἤθη τὰ τούτων καὶ ἐπιτηδεύματα .	O B-PERSON B-PERSON O O O O B-NORP O O O O O B-NORP O O O O O O O O	1280
χρυσοῦ δ' οὐδὲν δέομαι , ἀλλ' ἀπόχρη με ἐπανήκειν ἐς Σκύθας ἄνδρα ἀμείνονα .	O O O O O O O O O O B-LOC O O O	1281
ἥκω γοῦν ἐς Σάρδεις , πρὸ μεγάλου ποιούμενος ἐν γνώμῃ τοι γενέσθαι .	O O O B-LOC O O O O O O O O O	1282
{ < ΜΥΣΩΝ > } Μύσων Στρύμωνος , ὥς φησι Σωσικράτης ( FHG iv 502 ) Ἕρμιππον ( FHG iii 39 ) παρατιθέμενος , τὸ γένος Χηνεύς , ἀπὸ κώμης τινὸς Οἰταϊκῆς ἢ Λακωνικῆς , σὺν τοῖς ἑπτὰ καταριθμεῖται .	O O B-PERSON O O B-PERSON B-PERSON O O O B-PERSON O O O O O B-PERSON O O O O O O O O O B-NORP O O O O B-NORP O B-NORP O O O O O O	1283
φασὶ δὲ αὐτὸν καὶ τυράννου πατρὸς εἶναι .	O O O O O O O O	1284
λέγεται δὴ πρός τινος Ἀναχάρσιδος πυνθανομένου εἴ τις αὐτοῦ σοφώτερος εἴη , τὴν Πυθίαν εἰπεῖν ἅπερ προείρηται ἐν τῷ Θαλοῦ βίῳ ὑπὲρ Χίλωνος ( § 30 ) .	O O O O B-PERSON O O O O O O O B-PERSON I-PERSON O O O O O B-PERSON O O B-PERSON O O O O O	1285
Οἰταῖον τινά φημι Μύσωνα ἐν Χηνὶ γενέσθαι σοῦ μᾶλλον πραπίδεσσιν ἀρηρότα πευκαλίμῃσι .	B-NORP O O B-PERSON O B-LOC O O O O O O O	1286
πολυπραγμονήσαντα δὲ ἐλθεῖν εἰς τὴν κώμην καὶ εὑρεῖν αὐτὸν θέρους ἐχέτλην ἀρότρῳ προσαρμόττοντα , καὶ εἰπεῖν , “ ἀλλ' , ὦ Μύσων , οὐχ ὥρα νῦν ἀρότρου ”	O O O O O O O O O O O O O O O O O O O O O B-PERSON O O O O O O	1287
“ καὶ μάλα ” .	O O O O O	1288
εἶπεν , “ ὥστε ἐπισκευάζειν ” .	O O O O O O O	1289
ἄλλοι δὲ τὸν χρησμὸν οὕτως ἔχειν φασί , “ Ἠτεῖόν τινά φημι ” ·	O O O O O O O O O B-NORP O O O O	1290
καὶ ζητοῦσι τί ἐστιν ὁ Ἠτεῖος .	O O O O O B-NORP O	1291
Παρμενίδης μὲν οὖν δῆμον εἶναι Λακωνικῆς , ὅθεν εἶναι τὸν Μύσωνα .	B-PERSON O O O O B-NORP O O O O B-PERSON O	1292
Σωσικράτης δ' ἐν Διαδοχαῖς ( FHG iv 503 ) , ἀπὸ μὲν πατρὸς Ἠτεῖον εἶναι , ἀπὸ δὲ μητρὸς Χηνέα .	B-PERSON O O O O O O O O O O O O B-NORP O O O O O B-NORP O	1293
Εὐθύφρων δ' ὁ Ἡρακλείδου τοῦ Ποντικοῦ , Κρῆτά φησιν εἶναι ·	B-PERSON O O B-PERSON O B-NORP O B-NORP O O O	1294
Ἠτείαν γὰρ πόλιν εἶναι Κρήτης .	B-NORP O O O B-PERSON O	1295
Ἀναξίλαος δ' Ἀρκάδα ( cf FHG ii 84 sub fin ) .	B-PERSON O B-NORP O O O O O O O O O	1296
Μέμνηται δ' αὐτοῦ καὶ Ἱππῶναξ εἰπών ( Diehl 61 ) ·	O O O O B-PERSON O O O O O O	1297
καὶ Μύσων ὃν Ὡπόλλων ἀνεῖπεν ἀνδρῶν σωφρονέστατον πάντων .	O B-PERSON O B-GOD O O O O O	1298
Ἀριστόξενος δέ φησιν ἐν τοῖς σποράδην ( Wehrli ii , fg 130 ) οὐ πόρρω Τίμωνος αὐτὸν καὶ Ἀπημάντου γεγονέναι ·	B-PERSON O O O O O O O O O O O O O O B-PERSON O O B-PERSON O O	1299
μισανθρωπεῖν γάρ .	O O O	1300
ὀφθῆναι γοῦν ἐν Λακεδαίμονι μόνον ἐπ' ἐρημίας γελῶντα ·	O O O B-LOC O O O O O	1301
ἄφνω δέ τινος ἐπιστάντος καὶ πυθομένου διὰ τί μηδενὸς παρόντος γελᾷ , φάναι , “ δι' αὐτὸ τοῦτο ” .	O O O O O O O O O O O O O O O O O O O O	1302
φησὶ δ' Ἀριστόξενος ὅτι ἔνθεν καὶ ἄδοξος ἦν , ὅτι μηδὲ πόλεως , ἀλλὰ κώμης , καὶ ταῦτα ἀφανοῦς .	O O B-PERSON O O O O O O O O O O O O O O O O O	1303
ὅθεν διὰ τὴν ἀδοξίαν αὐτοῦ καὶ τὰ αὐτοῦ τινας Πεισιστράτῳ περιθεῖναι τῷ τυράννῳ , χωρὶς Πλάτωνος τοῦ φιλοσόφου .	O O O O O O O O O B-PERSON O O O O O B-PERSON O O O	1304
μέμνηται γὰρ αὐτοῦ καὶ οὗτος ἐν τῷ Πρωταγόρᾳ ( 343a ) , ἀντὶ Περιάνδρου θεὶς αὐτόν .	O O O O O O O B-WORK O O O O O B-PERSON O O O	1305
Ἔφασκε δὲ μὴ ἐκ τῶν λόγων τὰ πράγματα ἀλλ' ἐκ τῶν πραγμάτων τοὺς λόγους ζητεῖν ·	O O O O O O O O O O O O O O O O	1306
οὐ γὰρ ἕνεκα τῶν λόγων τὰ πράγματα συντελεῖσθαι , ἀλλ' ἕνεκα τῶν πραγμάτων τοὺς λόγους .	O O O O O O O O O O O O O O O O	1307
Κατέστρεψε δὲ βιοὺς ἔτη ἑπτὰ καὶ ἐνενήκοντα .	O O O O O O O O	1308
{ < ΕΠΙΜΕΝΙΔΗΣ > } Ἐπιμενίδης , καθά φησι Θεόπομπος ( FGrH 115 F 67a ) καὶ ἄλλοι συχνοί , πατρὸς μὲν ἦν Φαιστίου , οἱ δὲ Δωσιάδα , οἱ δὲ Ἀγησάρχου .	O O B-PERSON O O B-PERSON O O O B-PERSON O O O O O O O O O O O O O B-PERSON O O O B-PERSON O O O B-PERSON O	1309
Κρὴς τὸ γένος ἀπὸ Κνωσοῦ , καθέσει τῆς κόμης τὸ εἶδος παραλλάσσων .	B-NORP O O O B-LOC O O O O O O O O	1310
οὗτός ποτε πεμφθεὶς παρὰ τοῦ πατρὸς εἰς ἀγρὸν ἐπὶ πρόβατον , τῆς ὁδοῦ κατὰ μεσημβρίαν ἐκκλίνας ὑπ' ἄντρῳ τινὶ κατεκοιμήθη ἑπτὰ καὶ πεντήκοντα ἔτη .	O O O O O O O O O O O O O O O O O O O O O O O O O	1311
διαναστὰς δὲ μετὰ ταῦτα ἐζήτει τὸ πρόβατον , νομίζων ἐπ' ὀλίγον κεκοιμῆσθαι .	O O O O O O O O O O O O O	1312
ὡς δὲ οὐχ εὕρισκε , παρεγένετο εἰς τὸν ἀγρόν , καὶ μετεσκευασμένα πάντα καταλαβὼν καὶ παρ' ἑτέρῳ τὴν κτῆσιν , πάλιν ἧκεν εἰς ἄστυ διαπορούμενος .	O O O O O O O O O O O O O O O O O O O O O O O O O O	1313
