sentence	gold	id	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct
अहं भवत्याः अभिनन्दनं करोमि |	My salutations to you.	520	I congratulate you.	मी तुमचे अभिनंदन करतो.	I congratulate you.	मी तुमच्या अभिनंदन करतो.
संस्कृत-सप्ताह-निमित्तं देशवासिनां सर्वेषां कृते मम हार्दिक-शुभकामनाः |	"""On the occasion of Sanskrit week, I extend my best wishes to all countrymen."""	521	For Sanskrit Week, I extend my heartfelt wishes to all the citizens.	माझ्या हार्दिक शुभेच्छा सर्व देशवासीयांना संस्कृत सप्ताहाच्या निमित्ताने |	"Translation: ""My heartfelt wishes to all the residents of the country on the occasion of Sanskrit Week."" 

Explanation: In this sentence, the speaker expresses their warm wishes to everyone living in the country for the Sanskrit Week celebration. It conveys a sense of goodwill and cultural appreciation associated with this special occasion."	मी संस्कृत सप्ताहाच्या निमित्ताने सर्व देशवासियांना हार्दिक शुभेच्छा आणि शुभेच्छा विचारून घेतो.
अहं चिन्मयी-दुहितुः सुबहु कार्तज्ञ्यमावहामि यत् सा विषयमेनम् उत्त्थापितवती |	I am extremely thankful to young Chinmayee for touching upon this subject.	522	I am very grateful to Chinmayi's daughter for bringing up this topic.	I am very grateful to Chinmayee Duhita for raising this issue.	"""I am very grateful to my daughter Chinmayi for bringing this topic to light."""	मी चिन्मयी मुलगी आणि मी तिच्या सोबत जात असताना ती माझ्या लक्षात आलेल्या गोष्टींचे वर्णन करत असे.
रक्षाबन्धनमतिरिच्य श्रावण-पूर्णिमावसरे संस्कृत-दिनमपि आयोज्यते |	"""Friends, apart from Rakshabandhan, Shravan Poornima is also celebrated as Sanskrit Day."""	523	Apart from Rakshabandhan, Sanskrit Day is also celebrated on the occasion of Shravan Purnima.	Sanskrit Day is also celebrated on the full moon day of Shravan month, which is beyond Raksha Bandhan.	The festival of Raksha Bandhan is celebrated on the full moon day of the month of Shravana. On this day, a special Sanskrit day is also observed.	रक्षाबंधनाच्या दिवशी संस्कृत दिन सुद्धा साजरा केला जातो.
"""अहं तान् सर्वान् अपि अभिनन्दामि, ये हि अस्य महतः रिक्थस्य संरक्षण-सम्वर्धनयोः निरताः सन्तः जन-सामान्य-पर्यन्तम् एतं प्रापयितुं संलग्नाः सन्ति |"""	"""I congratulate all those actively involved in preserving & conserving this glorious heritage, helping it to reach out to the masses."""	524	"""I commend all those who are dedicated to the preservation and promotion of this great heritage and are committed to bringing it to the general public."""	"""I commend all those who are engaged in the preservation and promotion of this great heritage and are working to make it accessible to the common people."""	"""I congratulate all those who are dedicated to the protection and enhancement of this great wealth, as they are engaged in bringing it to the general public."" 

विवरणः: उक्तवाक्ये लेखकः तान् व्यक्तीनाम् अभिनन्दं करोति ये जनसामान्ये महत्त्वपूर्ण"	मी सर्वांना अभिनंदन करतो. जे लोक या महान धनाचे संरक्षण आणि वाढीसाठी नेहमी व्यस्त असतात, ते सर्व लोकांपर्यंत या धनाच
प्रत्येकमपि भाषायाः नैजं माहात्म्यं भवति |	"""Every language has its own significance, sanctity."""	525	Each language has its own significance.	Each language has its own greatness.	Each language has its own inherent greatness.	प्रत्येक भाषेचा आपला स्वतःचा महत्वाचा वारसा असतो.
"""तमिलभाषा विश्वस्य प्राचीनतमा भाषा- इति कृत्वा भारतं गौरवम् अनुभवति, अपि च, वयं सर्वेsपि भारतीयाः विषयमेनम् अनुभूय गौरवम् अनुभवामः यत् वेदकालादारभ्य वर्तमान-काल-पर्यन्तं संस्कृतभाषा अपि ज्ञानस्य प्रचार-प्रसारयोः अतितरां महतीं भूमिकां निरवहत् |"""	"""India takes great pride in the fact that Tamil is the most ancient of world languages. We Indians also feel proud that from Vedic times to the modern day, Sanskrit language has played a stellar role in the universal spread of knowledge."""	526	"""India feels proud considering Tamil as the world's oldest language, and we all Indians also feel proud experiencing this subject because, from the Vedic period to the present time, the Sanskrit language has also played a very significant role in the dissemination of knowledge."""	India takes pride in the fact that Tamil is the oldest language in the world and we Indians also feel proud that from the Vedic period to the present day, Sanskrit language has played a significant role in the dissemination and spread of knowledge.	"""The Tamil language is considered one of the oldest languages in the world, and India takes pride in this. Moreover, we all Indians feel a sense of pride in the fact that Sanskrit, since the time of the Vedas up to the present day, has played a significantly large role in the dissemination of knowledge."""	"""तमिळ भाषा ही जगातली सर्वात जुनी भाषा आहे असे म्हणता भारताला गौरव मिळतो, आणि आम्ही सर्व भारतीयांना वेदकाळाप"
जीवनस्य प्रत्येकमपि क्षेत्र-सम्बद्धं ज्ञान-भाण्डारं संस्कृतभाषायां अस्याश्च साहित्ये विराजते |	Sanskrit language & literature encompasses a storehouse of knowledge pertaining to every facet of life.	527	In the realm of the Sanskrit language and its literature, there exists a vast repository of knowledge pertaining to every aspect of life.	The treasure of knowledge of every field of life is found in Sanskrit language and its literature.	"The repository of knowledge related to every field of life shines brightly in the literature of the Sanskrit language. 

In depth, this sentence emphasizes the rich and diverse body of knowledge present in Sanskrit literature, which encompasses various domains and aspects of life, showcasing the language's profound intellectual heritage."	जीवनातील प्रत्येक क्षेत्राशी संबंधित ज्ञानाचे भांडार संस्कृत भाषेत आणि त्यातील साहित्यात विराजमान आहे.
"""भवतु नाम तत् विज्ञानं वा तन्त्रज्ञानम्, कृषिः वा स्वास्थ्यम्, खगोलशास्त्रम् आहोस्वित् वास्तुशास्त्रम्, गणितम् वा प्रबन्धनम्, अर्थशास्त्रं वा पर्यावरण-विषयः, एवम् उच्यते यत् global warming- इति जागतोष्णतायाः समाह्वनानि निराकर्तुमपि तद्विषयकाः मन्त्राः अस्माकं वेदेषु सविस्तरं समुल्लिखिताः सन्ति |"""	"""Science & technology, agriculture & health, Mathematics & Management, economy & environment, the entire spectrum has been touched upon. It is said that our Vedas have detailed reference on Mantras, on ways & means to counter the challenges of global warming."""	528	"""Be it science or technology, agriculture or health, astronomy or architecture, mathematics or management, economics or environmental subjects, it is said that even to address the challenges of global warming, related solutions are elaborately documented in our Vedas."""	"""Be it science and technology, agriculture or health, astronomy or architecture, mathematics or management, economics or environment, it is said that the solutions to global warming and its allied problems are available in the Vedic mantras."""	"""Whether it is called scientific knowledge, technical expertise, agriculture, health, astronomy, architecture, mathematics, management, economics, or environmental issues, it is stated that there are numerous solutions in our scriptures that address the challenges of global warming and its related concerns in detail."""	"""त्याचे नाव विज्ञान, तंत्रज्ञान, कृषी, स्वास्थ्य, खगोलशास्त्र, वास्तुशास्त्र, गणित, प्रबंधान, अर्थशास्त्र, पर्यावरण"
वृत्तमिदं ज्ञात्वा भवन्तः सर्वे आनन्द-सन्दोहम् अनुभविष्यन्ति यत् कर्नाटक-राज्ये शिमोगा-जनपदे मट्टूर-ग्राम-वासिनः अद्यापि सम्भाषणार्थं संस्कृतभाषायाः प्रयोगं कुर्वन्ति |	"""You will be pleased to know that even today, residents of village Mattur in Shivamoga district of Karnataka use Sanskrit as their lingua franca."""	529	Knowing this fact, you will all experience a sense of joy that even today, the residents of Mattur village in the Shimoga district of Karnataka use the Sanskrit language for conversation.	Knowing this fact, you all will feel happy that the people of Mattur village in Shimoga district of Karnataka state still use Sanskrit language for conversation.	Knowing this, you all will experience a sense of joy, as the residents of Mattur village in the Shimoga district of Karnataka still use the Sanskrit language for communication.	You will all experience great joy when you know that the people of Mattur village in Shimoga district of Karnataka state still use Sanskrit to converse with each other.
"""धातूनां द्वि-साहस्रम्, द्विशतं suffix-इति प्रत्ययाः, द्वाविंशतिः prefix-इति उपसर्गाः – एतेभ्यः शब्दानाम् असांख्यं विरचयितुं शक्यते, तथा च, सूक्ष्मतमान् भावान्, विषयान्, विचारान् च समीचीनतया वर्णयितुं शक्यते | एतदतिरिच्य, संस्कृतभाषायाः अपरापि एका अनन्यतमा विशेषता वर्तते, अद्यापि वयं स्वीयं वक्तव्यं सबलम् उपस्थापयितुं आङ्ग्लभाषायाः उद्धरणानि युञ्जामहे |"""	"""You will be astonished to know that Sanskrit is a language that possesses the capacity for infinite word formation with two thousand verb roots, 200 suffixes & 22 prefixes; coupled with compounds, the possibility of word-creation is limitless."""	530	"The given Sanskrit sentence translates to:

""With two thousand roots, two hundred suffixes, and twenty-two prefixes, an infinite number of words can be created, which can describe the most subtle emotions, concepts, and thoughts accurately. Besides this, the Sanskrit language has another unique feature: even today, we use quotations from"	"""Two thousand roots, two hundred suffixes, twenty prefixes – from these, an infinite number of words can be created, and also, the subtlest shades of meaning, subjects, and thoughts can be accurately described. Beyond this, there is another unique feature of the Sanskrit language, even today we use English quotes"	"""The two thousand roots, two hundred suffixes, and twenty-two prefixes – it is possible to create an innumerable number of words from these, and moreover, it is possible to describe subtle feelings, subjects, and thoughts accurately. In addition to this, Sanskrit has another unique characteristic; even today, we use English quotations"	"अर्थ : ""संस्कृत भाषेतील द्विसाहस्र, द्विशत, सuffix, द्वाविंशती आणि prefix या प्रत्यय आणि उपसर्गांच्या आधारे अनेक शब्द तयार"
आगामिनं शिक्षक-दिवसम् एतादृशैः भावैः सह वयम् आयोजयेम |	"""We must abide by the same essence, the same spirit as we celebrate Teachers’ Day."""	531	We will celebrate the upcoming Teacher's Day with such feelings.	आगामी शिक्षक दिनाच्या निमित्ताने अशा भावनांसह आम्ही साजरा करूया.	"आपके वाक्य का अंग्रेजी में अनुवाद होगा: 

""We should celebrate the upcoming Teachers' Day with such sentiments.""

यदि आप चाहते हैं कि मैं इसे और विस्तार से समझाऊं, तो कृपया बताएं।"	आगामी शिक्षक दिनाच्या दिवशी ह्या प्रकारच्या भावनांसह आम्ही आयोजित करू.
शिक्षक- दिवसावसरे महान्तं चिन्तकं देशस्य राष्ट्रपतिचरं भारतरत्नं डॉ०सर्वपल्ली-राधाकृष्णन्-वर्यं वयं सर्वदैव स्मरामः |	"""On the occasion of Teachers’ Day, we remember the great philosopher, former President of India Dr. Sarvapalli Radhakrishnan ji."""	532	On the occasion of Teacher's Day, we always remember the great thinker, former President of the country, and Bharat Ratna, Dr. Sarvepalli Radhakrishnan.	We always remember the great thinker, former President of India and Bharat Ratna Dr. Sarvepalli Radhakrishnan on the occasion of Teacher's Day.	On the occasion of Teacher's Day, we always remember the great thinker of the nation, the President of India, and the Bharat Ratna, Dr. Sarvepalli Radhakrishnan.	"अधो दत्त-संस्कृत-वाक्यम्‌ आंग्ले अनुवादय, तद्‌ अपि विवृतम्‌ मा कुरु

We remember Dr. Sarvapalli Radhakrishnan, the great thinker, the President of India"
अशेष-देशः तस्य जन्म-दिवसं शिक्षक-दिवस-रूपेण आयोजयति |	His birth anniversary is celebrated as Teacher’ Day across the country.	533	The entire country celebrates his birthday as Teacher's Day.	The whole country celebrates his birthday as Teacher's Day.	The entire country celebrates his birthday as Teacher's Day.	The whole country celebrates his birthday as Teacher's Day.
"""आगामि-शिक्षक-दिवसम् उपलक्ष्य अहं देशस्य सर्वेभ्योsपि शिक्षकेभ्यः शुभकामनाः व्याहरामि, युगपदेव, शिक्षा-विज्ञान-छात्रान् प्रति, भवतां यः समर्पण-भावोsस्ति, तम् अभिनन्दामि |"""	"""I felicitate all the teachers in the country on this occasion. I also salute your sense of commitment towards science, education and students."""	534	"""On the occasion of the upcoming Teacher's Day, I extend my best wishes to all the teachers in the country. At the same time, I also appreciate the dedication you have towards the students of education and science."""	"""आगामी शिक्षक दिनाच्या निमित्ताने मी देशातील सर्व शिक्षकांना शुभेच्छा देतो, तसेच शिक्षण आणि विज्ञान विद्यार्थ्यांना तुम"	"""I extend my best wishes to all the teachers of the nation on the occasion of the upcoming Teacher's Day. Simultaneously, I commend the dedication that you exhibit towards the students of educational science."""	"""Tomorrow is Teacher's Day. I wish all the teachers in the country a happy Teacher's Day. I appreciate the dedication of all the students of education and science. I appreciate the dedication of all the students of education and science."
कठिन-परिश्रम-निरतानाम् अस्माकं कृषकाणां कृते प्रावृट्कालः नवीनाः आशाः आदाय आगच्छति |	"""My dear countrymen, the monsoon comes along, bringing a new ray of hope to our toiling farmers."""	535	The rainy season brings new hopes for our farmers who are engaged in hard work.	The rainy season brings new hopes for us farmers who are engaged in hard work.	"The arrival of the monsoon season brings new hopes for us farmers who are dedicated to hard work. 

विवृतम्: 
उपयुक्त वाक्ये कृषकाणां कठिन परिश्रमस्य फलस्वरूपं प्रावृट्कालस्य आगमनस्य महत्त्वं व्यक्तं अस्ति"	कठीण परिश्रम करणाऱ्या आमच्या कृषकांसाठी प्रवर्ती काळात नवीन आशा येते आहेत.
"""भीषणेन घर्मातपेन म्लानान् पादपान् वृक्षान्, शुष्कान् जलाशयान् च प्रावृट्कालः सुखयति परञ्च कदाचित्तु एषा अतिवृष्टिः विनाशकारिणं जलपूरमपि आनयति |"""	"""It provided much needed succor to the scorched trees & shrubs, and to parched water bodies; on the other hand excessive rainfall causes devastating floods."""	536	"""The monsoon season brings relief to the plants and trees that have withered due to the severe heat, and to the dried-up reservoirs. However, at times, this season also brings destructive flooding due to excessive rainfall."""	The rainy season brings happiness to the trees and plants that have become lifeless due to the intense heat, and also to the dry water bodies. However, sometimes this excessive rainfall also brings destructive floods.	"""भयंकर गर्मी से मुरझाए हुए पेड़ों और सूखे जलाशयों को मानसून का समय सुख देता है, किंतु कभी-कभी यह अत्यधिक वर्षा विनाशकारी जल भराव भी लाती है।"""	अर्थ : अत्यंत तापाने व्याकुल झालेले पाने वृक्ष, शुष्क झालेले जलाशय, पावसाळ्याच्या काळातही ते सुखावतात, पण क
प्रकृतिरेषा तादृशं व्यवहरति यत् कुत्रचित् अन्य-स्थानापेक्षया समधिका वृष्टिः जाता |	It’s a vagary of Nature that some places have received higher rainfall compared to other places.	537	Nature behaves in such a way that in some places there is more rainfall compared to others.	Nature behaves in such a way that there is more rainfall in some places compared to other places.	The nature behaves in such a way that, compared to other places, there has been an excessive amount of rainfall here.	काही ठिकाणी अन्य ठिकाणी प्रमाणे जास्त पाऊस पडतो.
केरळे भीषण-जलपूरेण जन-जीवनम् अतितरां दुष्प्रभावितम् |	We just saw how the terrible floods in Kerala have affected human lives.	538	In Kerala, the severe flooding has greatly affected the lives of the people.	The life of the people in Kerala has been severely affected by the terrible flood.	The severe floods in Kerala have profoundly impacted the life of the people.	केरळमध्ये भीषण जलपूराने लोकांचे जीवन अत्यंत दुष्प्रभावित झाले आहे.
सम्प्रति एतासु कठिन-परिस्थितिषु सम्पूर्णोsपि देशः केरळेन सम्वर्तते |	"""In today’s pressing, hard times, the entire Nation is with Kerala."""	539	Currently, the entire country is facing difficult situations like Kerala.	Now, in these difficult times, the whole country is standing with Kerala.	"""Currently, even amidst these challenging circumstances, the entire country is united with Kerala."""	आज कठिन परिस्थितियों में भी पूरा देश केरल से संचालित हो रहा है।
"""अस्मदीयाः सम्वेदनाः तैः कुटुम्बैः साकं वर्तन्ते, ये हि निजात्मीयान् निहतान्, प्रणष्टान्, प्रप्लावितान् च दृष्टवन्तः, जीवनस्य या क्षतिः सञ्जाता सा तु पूरयितुं नैव शक्यते, परञ्च अहं शोक-संतप्त-परिवारान् विश्वासयितुं वाञ्छामि यत् सपाद-शत-कोटि-भारतीयाः अस्यां दुःख-दग्धे क्षणे भवद्भिः सम्भूय स्थिताः सन्ति |"""	"""Our sympathies are with those families who lost their loved ones. Loss of lives cannot be compensated, but I assure the grief-stricken families that in this moment of suffering & misery, a hundred & twenty five crore Indians stand by them, shoulder to shoulder."""	540	"""Our feelings are shared with those families who have witnessed their loved ones being killed, lost, or swept away; the loss of life that has occurred is indeed irreparable. However, I wish to assure the grieving families that over a billion Indians stand united with them in this sorrowful moment."""	"""Our thoughts are with the families of those who lost their loved ones, saw them being killed, displaced and rendered homeless. The loss of life cannot be compensated, but I want to assure the grief-stricken families that 1.25 billion Indians stand with them in this hour of crisis."""	"""My emotions are entangled with the families who have witnessed their loved ones being killed, lost, and swept away. The loss experienced in life cannot be fulfilled, but I wish to assure the grieving families that in this moment of suffering, there are hundreds of millions of Indians who stand united with you."""	I want to assure the bereaved families that the entire nation is with them in this hour of grief.
"""प्रार्थयामि यत् प्राकृतिकापदायाम् अस्यां ये जनाः आहताः, ते सत्वरं स्वस्थाः भवेयुः |"""	I earnestly pray for those injured in this natural disaster to get well soon.	541	"""I pray that those who are affected by this natural disaster recover quickly."""	मी प्रार्थना करतो की या नैसर्गिक आपत्तीमध्ये जे लोक प्रभावित झाले आहेत ते लवकर बरे व्हावेत.	"""I pray that those people who have been affected by the natural disaster may quickly recover and become healthy."""	मी विनंती करतो की जे लोक प्राकृतिक आपल्या भाषेतील शब्दांच्या साथी आहेत, ते जलदी स्वस्थ होऊ द्या
पूर्णतया विश्वसिमि यत् राज्य-वासिनां भावानाम् अदम्य-साहसस्य चाधारेण केरळम् अतिशीघ्रं पुनः उत्त्थास्यति |	I firmly believe that the sheer grit and courage of the people of the state will see Kerala rise again.	542	I fully believe that Kerala will quickly rise again based on the sentiments and indomitable courage of its residents.	I have full faith that Kerala will bounce back in no time on the strength of the emotions of its people and the unbreakable courage.	I firmly believe that Kerala will rise again soon, supported by the indomitable spirit and resilience of its people.	मी पूर्णपणे विश्वास करतो की केरळच्या लोकांच्या भावना आणि अदमासा साहसामुळे केरळ पुन्हा जलद वाढीस लागेल.
"""पुनरेकवारं सर्वेषामपि देशवासिनां पक्षतः अहं केरळ-वास्तव्यान्, देशस्य अन्य-स्थलेषु यत्र यत्र आपदा-कष्टानि समापतितानि, तत्रत्यान् विश्वासयितुं वाञ्छामि यत् सम्प्रति एतासु कठिन-परिस्थितिषु सम्पूर्णोsपि देशः तैः सम्भूय वर्तते |"""	"""From Kutch to Kamrup, from Kashmir to Kanyakumari, everyone is endeavoring to contribute in some way or the other so that wherever a disaster strikes, be it Kerala or any other part of India, human life returns to normalcy."""	543	"""Once again, on behalf of all the citizens, I wish to assure the people of Kerala as well as those in other parts of the country where calamities and hardships have occurred, that the entire nation stands with them in these difficult times."""	"""I want to assure the people of Kerala and other parts of the country that have been affected by floods and other natural calamities that the entire nation is with them in this difficult hour."""	"""Once again, on behalf of all the citizens of the country, I wish to assure the people of Kerala that in all the other regions of the country where calamities and hardships have arisen, I want to convey that presently the entire nation is collectively dealing with these challenging circumstances."""	"""I wish to believe that the entire country is standing by the people of Kerala wherever and whenever they are facing difficulties."""
"""सर्वेsपि आयुःवर्गीयाः, प्रत्येकमपि कार्य-क्षेत्रेण सम्बद्धाः जनाः स्वं स्वं योगदानं कुर्वन्ति |"""	"""Irrespective of age group or area of work, people are contributing."""	544	"""All age groups, and individuals associated with various fields, contribute in their own way."""	All people of all ages, associated with every field, contribute their share.	"""All individuals, regardless of their age group, contribute their own unique input in relation to their respective fields of work."" 

विवृतिः: एषः वाक्यं सूचयति यः प्रत्येकः व्यक्ति विशेषः आयुर्वर्गस्य एकस्मिन् समूहे परिकल्पित"	"""अल्ला माझ्या सर्वांना आयुष्यात काही काम करायला मिळते, प्रत्येकाला त्याच्या क्षेत्रात काही योगदान करायला मिळते."""
"""प्रत्येकमपि सुनिश्चेतुं प्रयतते केरळस्य जनानां कष्टानि सुतरां न्यूनीभवेयुः, तेषां दुःखानि वयं संविभज्येरन् |"""	"""Everyone is trying to ensure speedy mitigation of the sufferings people in Kerala are going through, in fact sharing their pain."""	545	"""Each one must strive to ensure that the troubles of the people of Kerala are significantly reduced, and that their sufferings are shared by us."""	"""Everyone is trying to make sure that the people of Kerala suffer as little as possible and that we share their pain."""	"""This is to say that each individual strives to ensure that the hardships faced by the people of Kerala are significantly minimized, and we will share in their suffering."" 

विवरणम्: उक्त वाक्ये प्रकटितं अस्ति यः प्रत्येकः जनः केरलस्य जनानां कठिनाइः च"	"""केरळच्या लोकांच्या कष्टांचे प्रत्येक एकही न्यून न होण्यासाठी ते प्रयत्न करतात, त्यांचे दुःख वाटून ते सांभ"
वयं सर्वे जानीमः यत् सशस्त्रबलानां भटाः केरळ-साहाय्य-कार्याणां नायकाः सन्ति |	We know that jawans of our armed forces are the vanguards of rescue & relief operations in Kerala.	546	We all know that the soldiers of the armed forces are the leaders of the relief efforts in Kerala.	We all know that the armed forces personnel are the leaders of the relief operations in Kerala.	We all know that there are leaders among the armed forces involved in the Kerala aid operations.	ते सर्वे जाणतात की केरळच्या साहाय्य कार्यांचे नेते असलेले लोक सशस्त्र असतात.
जलपूराप्लावितान् संरक्षितुं ते सर्वात्मना प्रयतन्ते |	They have left no stone unturned as saviors of those trapped in the floods.	547	They strive wholeheartedly to protect those affected by floods.	They try their best to protect those who are flooded by water.	The entire community is striving with all their might to protect those affected by the flood.	ते सर्वात्मा प्रयत्न करतात की त्यांच्या पाण्यात प्लावलेल्या लोकांना संरक्षित केले जाईल.
"""भवतु नाम सा वायुसेना वा नौसेना, आहोस्वित् स्थलसेना, BSF, CISF, RAF-इति प्रत्येकमपि सुरक्षा-साहाय्य-कार्येषु महतीं भूमिकां निरवहत् |"""	"""The Air Force, Navy, Army, BSF, CISF, RAF, every agency has played an exemplary role in the rescue & relief operations."""	548	"""May it be the Air Force or Navy, or even the Army, BSF, CISF, RAF – each played a significant role in security and assistance operations."""	"""Whether it is the Air Force, Navy, Army, BSF, CISF, RAF, each one of them is playing a vital role in the security and support services."""	"""Whether it is the Air Force, Navy, or Army, or even the BSF, CISF, and RAF, each plays a significant role in security assistance operations."""	"""आपणा सर्वांच्या सुरक्षिततेसाठी सेना, वायुसेना, नौसेना, स्थलसेना, BSF, CISF, RAF-इत्यादी सुरक्षा संस्था महत्वाच्या भूम"
विशेषेण अहं NDRF – इति राष्ट्रियापदा-प्रबन्धन-बलस्य वीराणां भटानां कठिन-परिश्रमम् उल्लेखयितुं वाञ्छामि|	I would like to specially mention the arduous endeavors of the NDRF daredevils.	549	Specifically, I wish to highlight the hard work of the brave soldiers of the National Disaster Response Force (NDRF).	I would like to specially mention the hard work of the brave jawans of our NDRF.	"""I particularly wish to highlight the hard work of the brave soldiers of the NDRF – the National Disaster Response Force."""	मी विशेषतः NDRF – ह्या राष्ट्रिय आपत्कालीन प्रतिसादी दलाच्या वीर सैनिकांच्या कठीण परिश्रमाचा उल्लेख करण्याची इच्छा करतो
संकट-क्षणेsस्मिन् ते बहूत्तमम् आचरितवन्तः |	"""At this moment of hardship & agony, their service stands out as a shining example."""	550	In the moment of crisis, you acted exceptionally well.	You have done a great job in this time of crisis.	"""In this moment of crisis, you have acted in a truly commendable manner."""	अर्थ : संकटाच्या क्षणी ते सर्वात उत्तम आचरण करीत असत.
"""NDRF- इति राष्ट्रियापदा-प्रबन्धन-बलस्य क्षमतां, प्रतिबद्धतां, त्वरित-निर्णयं कृत्वा परिस्थिति-सम्भालनस्य च प्रयासं च, विभाव्य प्रत्येकमपि हिन्दुस्थानीयः, अस्मै बलाय नूतनतया श्रद्धावनतः वर्तते |"""	"""The capability, commitment & controlling situation through rapid decisions of the NDRF have made them a cynosure of every Indian’s eye, worthy of respect & admiration."""	551	"""By recognizing the capability, commitment, swift decision-making, and efforts of the National Disaster Response Force (NDRF) in managing situations, every Indian holds renewed respect for this force."""	Every Indian is proud of the capabilities, commitment, quick decision making and efforts of NDRF in handling the situation.	"""The NDRF (National Disaster Response Force) is dedicated to enhancing its capabilities, commitment, and rapid decision-making in disaster management, actively engaging in efforts to address each and every situation within the context of the Indian subcontinent. This organization is now increasingly viewed with renewed respect."""	"""National Disaster Response Force (NDRF) - The National Disaster Response Force is a specialized force of the Government of India, which is capable of responding to any disaster in the country. The NDRF is a highly trained and equipped force that is capable of responding to any disaster in a timely and effective manner."
"""ह्यः ओणम्-पर्व आसीत्, ओणम्-पर्व देशाय, विशेषेण च, केरळाय समधिक-शक्ति-प्रदं स्यादिति वयं प्रार्थयामः, येन एतत् शीघ्रातिशीघ्रम् आपदातो विमुक्तं स्यात्, तथा च, केरल-विकास-यात्रा समधिकं जवीयसी भवेत् |"""	"""We pray for Onam to provide strength to the country, especially Kerala so that it returns to normalcy on a newer journey of development."""	552	"""Yesterday was the festival of Onam; we pray that the Onam festival grants more strength to the country, especially to Kerala, so that it may soon be free from calamities, and the development journey of Kerala may become faster."""	Yesterday was Onam festival, we pray that Onam festival may give more strength to the country and especially to Kerala so that it can be freed from this calamity at the earliest and Kerala's journey of development can become even faster.	"""Yesterday was the festival of Onam, and we pray that for the state, particularly for Kerala, it becomes a source of greater strength, so that it may quickly be freed from this calamity. Furthermore, we hope that the development journey of Kerala may progress with greater speed."""	"""आज ओणमचा सण होत होता, त्या सणाच्या दिवशी केरळला विशेष महत्त्व असते, त्यामुळे आम्ही विनंती करतो की हा सण श"
"""पुनरेकवारं सर्वेषामपि देशवासिनां पक्षतः अहं केरळ-वास्तव्यान्, देशस्य अन्य-स्थलेषु यत्र यत्र आपदा-कष्टानि समापतितानि, तत्रत्यान् विश्वासयितुं वाञ्छामि यत् सम्प्रति एतासु कठिन-परिस्थितिषु सम्पूर्णोsपि देशः तैः सम्भूय वर्तते |"""	"""Once again on behalf of all Indians, I would like to re assure each & everyone in Kerala and other affected places that at this moment of calamity, the entire country stands by them."""	553	"""Once again, on behalf of all citizens, I wish to assure the people of Kerala and other affected regions of the country that, in these challenging times, the entire nation stands united with them."""	"""I want to assure the people of Kerala and other affected areas that the entire nation is with them in this moment of crisis."""	"""Once again, on behalf of all the residents of the country, I wish to assure the people of Kerala that currently, in those places across the country where disasters and difficulties have struck, the entire nation stands united with them in these challenging circumstances."""	"""I wish to believe that the entire country is standing by the people of Kerala wherever and whenever they are facing difficulties."""
मम प्रियाः देशवासिनः!	My dear countrymen !	554	My dear countrymen!	माझ्या प्रिय देशवासियांनो!	"""My dear fellow citizens!"""	माझे प्रिय देशवासीयांनो!
"""क्रमेsस्मिन् यदा ‘मन की बात'-प्रसारणस्य कृते सम्प्राप्तान् परामर्शान् अवलोकयन् आसम्, तदा सम्पूर्णस्यापि देशस्य जनाः यं विषयम् अवलम्ब्य अधिकतरं अलिखन्, स विषयोsस्ति– ‘अस्माकं सर्वेषां प्रीतिभाक् श्रीमान् अटलबिहारी-वाजपेयी' |"""	I was looking into the suggestions received for “Mann Ki Baat”. The subject about which most of the people from across the country have written is “Our revered Atal Behari Vajpayee”.	555	"""In this sequence, when I was looking at the suggestions received for the broadcast of 'Mann Ki Baat,' the subject on which people from across the country wrote the most was – 'our beloved Shri Atal Bihari Vajpayee.'"""	"""When I was glancing through the suggestions for this episode of Mann Ki Baat, I found that many people have written about one subject and that subject is our beloved Atal Bihari Vajpayee."""	"""When I was reviewing the discussions related to the airing of 'Mann Ki Baat' at that time, the people of the entire country were mostly writing about one subject, and that subject was - 'Our beloved Shri Atal Bihari Vajpayee'."""	Atal Bihari Vajpayee was the Prime Minister of India from 1998 to 2004.
