ID	QUESTION	ANSWER	CHOICES	context_0	gpt-4o
526	कैकेय्याः पितुः नाम किमासीत्?	अश्वपतिः		संरक्तनेत्रः शिथिलाम्बरस्तदा विधूतसर्वाभरणः परंतपः बभूव भूमौ पतितो नृपात्मजः शचीपतेः केतुरिवोत्सवक्षये २,०६८।०२९ तथैव क्रोशतस्तस्य भरतस्य महात्मनः कौसल्या शब्दमाज्ञाय सुमित्रामिदमब्रवीत् २,०६९।००१ आगतः क्रूरकार्यायाः कैकेय्या भरतः सुतः तमहं द्रष्टुमिच्छामि भरतं दीर्घदर्शिनम् २,०६९।००२ एवमुक्त्वा सुमित्रां सा विवर्णा मलिनाम्बरा प्रतस्थे भरतो यत्र वेपमाना विचेतना २,०६९।००३ स तु रामानुजश्चापि शत्रुघ्नसहितस्तदा प्रतस्थे भरतो यत्र कौसल्याया निवेशनम् २,०६९।००४ ततः शत्रुघ्नभरतौ कौसल्यां प्रेक्ष्य दुःखितौ पर्यष्वजेतां दुःखार्तां पतितां नष्टचेतनाम् २,०६९।००५ भरतं प्रत्युवाचेदं कौसल्या भृशदुःखिता इदं ते राज्यकामस्य राज्यं प्राप्तमकण्टकम् संप्राप्तं बत कैकेय्या शीघ्रं क्रूरेण कर्मणा २,०६९।००६ प्रस्थाप्य चीरवसनं पुत्रं मे वनवासिनम् कैकेयी कं गुणं तत्र पश्यति क्रूरदर्शिनी २,०६९।००७ क्षिप्रं मामपि कैकेयी प्रस्थापयितुमर्हति हिरण्यनाभो यत्रास्ते सुतो मे सुमहायशाः २,०६९।००८ अथ वा स्वयमेवाहं सुमित्रानुचरा सुखम् अग्निहोत्रं पुरस्कृत्य प्रस्थास्ये यत्र राघवः २,०६९।००९	अश्वपति:
527	अंशुमतः पिता कः आसीत्?	असमञ्जः		महारोंणस्तु धर्मात्मा स्वर्णरोमा व्यजायत स्वर्णरोंणस्तु राजर्षेर्ह्रस्वरोमा व्यजायत १,०७०।०१२ तस्य पुत्रद्वयं जज्ञे धर्मज्ञस्य महात्मनः ज्येष्ठोऽहमनुजो भ्राता मम वीरः कुशध्वजः १,०७०।०१३ मां तु ज्येष्ठं पिता राज्ये सोऽभिषिच्य नराधिपः कुशध्वजं समावेश्य भारं मयि वनं गतः १,०७०।०१४ वृद्धे पितरि स्वर्याते धर्मेण धुरमावहम् भ्रातरं देवसंकाशं स्नेहात्पश्यन्कुशध्वजम् १,०७०।०१५ कस्य चित्त्वथ कालस्य सांकाश्यादगमत्पुरात् सुधन्वा वीर्यवान्राजा मिथिलामवरोधकः १,०७०।०१६ स च मे प्रेषयामास शैवं धनुरनुत्तमम् सीता कन्या च पद्माक्षी मह्यं वै दीयतामिति १,०७०।०१७ तस्याप्रदानाद्ब्रह्मर्षे युद्धमासीन्मया सह स हतोऽभिमुखो राजा सुधन्वा तु मया रणे १,०७०।०१८ निहत्य तं मुनिश्रेष्ठ सुधन्वानं नराधिपम् सांकाश्ये भ्रातरं शूरमभ्यषिञ्चं कुशध्वजम् १,०७०।०१९ कनीयानेष मे भ्राता अहं ज्येष्ठो महामुने ददामि परमप्रीतो वध्वौ ते मुनिपुंगव १,०७०।०२० सीतां रामाय भद्रं ते ऊर्मिलां लक्ष्मणाय च वीर्यशुल्कां मम सुतां सीतां सुरसुतोपमाम् १,०७०।०२१	धर्मात्मा
528	विराधराक्षसस्य पिता कः आसीत्?	जयः		एतदायोधनं पश्य मांसशोणितकर्दमम् हरीणां राक्षसानां च सीते विशसनं महत् ६,१११।००४ तवहेतोर्विशालाक्षि रावणो निहतो मया कुम्भकर्णोऽत्र निहतः प्रहस्तश्च निशाचरः ६,१११।००५ लक्ष्मणेनेन्द्रजिच्चात्र रावणिर्निहतो रणे विरूपाक्षश्च दुष्प्रेक्ष्यो महापार्श्वमहोदरौ ६,१११।००६ अकम्पनश्च निहतो बलिनोऽन्ये च राक्षसाः त्रिशिराश्चातिकायश्च देवान्तकनरान्तकौ ६,१११।००७ अत्र मन्दोदरी नाम भार्या तं पर्यदेवयत् सपत्नीनां सहस्रेण सास्रेण परिवारिता ६,१११।००८ एतत्तु दृश्यते तीर्थं समुद्रस्य वरानने यत्र सागरमुत्तीर्य तां रात्रिमुषिता वयम् ६,१११।००९ एष सेतुर्मया बद्धः सागरे सलिलार्णवे तवहेतोर्विशालाक्षि नलसेतुः सुदुष्करः ६,१११।०१० पश्य सागरमक्षोभ्यं वैदेहि वरुणालयम् अपारमभिगर्जन्तं शङ्खशुक्तिनिषेवितम् ६,१११।०११ हिरण्यनाभं शैलेन्द्रं काञ्चनं पश्य मैथिलि विश्रमार्थं हनुमतो भित्त्वा सागरमुत्थितम् ६,१११।०१२ अत्र राक्षसराजोऽयमाजगाम विभीषणः ६,१११।०१३ एषा सा दृश्यते सीते किष्किन्धा चित्रकानना सुग्रीवस्य पुरी रम्या यत्र वाली मया हतः ६,१११।०१४	जया
529	जमदग्निऋषेः पिता कः आसीत्?	ऋचीकः		महारोंणस्तु धर्मात्मा स्वर्णरोमा व्यजायत स्वर्णरोंणस्तु राजर्षेर्ह्रस्वरोमा व्यजायत १,०७०।०१२ तस्य पुत्रद्वयं जज्ञे धर्मज्ञस्य महात्मनः ज्येष्ठोऽहमनुजो भ्राता मम वीरः कुशध्वजः १,०७०।०१३ मां तु ज्येष्ठं पिता राज्ये सोऽभिषिच्य नराधिपः कुशध्वजं समावेश्य भारं मयि वनं गतः १,०७०।०१४ वृद्धे पितरि स्वर्याते धर्मेण धुरमावहम् भ्रातरं देवसंकाशं स्नेहात्पश्यन्कुशध्वजम् १,०७०।०१५ कस्य चित्त्वथ कालस्य सांकाश्यादगमत्पुरात् सुधन्वा वीर्यवान्राजा मिथिलामवरोधकः १,०७०।०१६ स च मे प्रेषयामास शैवं धनुरनुत्तमम् सीता कन्या च पद्माक्षी मह्यं वै दीयतामिति १,०७०।०१७ तस्याप्रदानाद्ब्रह्मर्षे युद्धमासीन्मया सह स हतोऽभिमुखो राजा सुधन्वा तु मया रणे १,०७०।०१८ निहत्य तं मुनिश्रेष्ठ सुधन्वानं नराधिपम् सांकाश्ये भ्रातरं शूरमभ्यषिञ्चं कुशध्वजम् १,०७०।०१९ कनीयानेष मे भ्राता अहं ज्येष्ठो महामुने ददामि परमप्रीतो वध्वौ ते मुनिपुंगव १,०७०।०२० सीतां रामाय भद्रं ते ऊर्मिलां लक्ष्मणाय च वीर्यशुल्कां मम सुतां सीतां सुरसुतोपमाम् १,०७०।०२१	ऋचीकः
530	पूरोः पिता कः आसीत्?	ययातिः		तमिक्ष्वाकुमयोध्यायां राजानं विद्धि पूर्वकम् इक्ष्वाकोस्तु सुतः श्रीमान्विकुक्षिरुदपद्यत १,०६९।०१९ विकुक्षेस्तु महातेजा बाणः पुत्रः प्रतापवान् बाणस्य तु महातेजा अनरण्यः प्रतापवान् १,०६९।०२० अनरण्यात्पृथुर्जज्ञे त्रिशङ्कुस्तु पृथोः सुतः त्रिशङ्कोरभवत्पुत्रो धुन्धुमारो महायशाः १,०६९।०२१ धुन्धुमारान्महातेजा युवनाश्वो महारथः युवनाश्वसुतः श्रीमान्मान्धाता पृथिवीपतिः १,०६९।०२२ मान्धातुस्तु सुतः श्रीमान्सुसंधिरुदपद्यत सुसंधेरपि पुत्रौ द्वौ ध्रुवसंधिः प्रसेनजित् १,०६९।०२३ यशस्वी ध्रुवसंधेस्तु भरतो नाम नामतः भरतात्तु महातेजा असितो नाम जायत १,०६९।०२४ सह तेन गरेणैव जातः स सगरोऽभवत् सगरस्यासमञ्जस्तु असमञ्जादथांशुमान् १,०६९।०२५ दिलीपोऽंशुमतः पुत्रो दिलीपस्य भगीरथः भगीरथात्ककुत्स्थश्च ककुत्स्थस्य रघुस्तथा १,०६९।०२६ रघोस्तु पुत्रस्तेजस्वी प्रवृद्धः पुरुषादकः कल्माषपादो ह्यभवत्तस्माज्जातस्तु शङ्खणः १,०६९।०२७ सुदर्शनः शङ्खणस्य अग्निवर्णः सुदर्शनात् शीघ्रगस्त्वग्निवर्णस्य शीघ्रगस्य मरुः सुतः १,०६९।०२८	त्रिशङ्कुः
531	नहुषस्य पिता कः आसीत् ?	आयुः		कर्दमः प्रथमस्तेषां विकृतस्तदनन्तरम् शेषश्च संश्रयश्चैव बहुपुत्रश्च वीर्यवान् ३,०१३।००७ स्थाणुर्मरीचिरत्रिश्च क्रतुश्चैव महाबलः पुलस्त्यश्चाङ्गिराश्चैव प्रचेताः पुलहस्तथा ३,०१३।००८ दक्षो विवस्वानपरोऽरिष्टनेमिश्च राघव कश्यपश्च महातेजास्तेषामासीच्च पश्चिमः ३,०१३।००९ प्रजापतेस्तु दक्षस्य बभूवुरिति नः श्रुतम् षष्टिर्दुहितरो राम यशस्विन्यो महायशः ३,०१३।०१० कश्यपः प्रतिजग्राह तासामष्टौ सुमध्यमाः अदितिं च दितिं चैव दनूमपि च कालकाम् ३,०१३।०११ ताम्रां क्रोधवशां चैव मनुं चाप्यनलामपि तास्तु कन्यास्ततः प्रीतः कश्यपः पुनरब्रवीत् ३,०१३।०१२ पुत्रांस्त्रैलोक्यभर्तॄन्वै जनयिष्यथ मत्समान् अदितिस्तन्मना राम दितिश्च दनुरेव च ३,०१३।०१३ कालका च महाबाहो शेषास्त्वमनसोऽभवन् अदित्यां जज्ञिरे देवास्त्रयस्त्रिंशदरिंदम ३,०१३।०१४ आदित्या वसवो रुद्रा अश्विनौ च परंतप दितिस्त्वजनयत्पुत्रान्दैत्यांस्तात यशस्विनः ३,०१३।०१५ तेषामियं वसुमती पुरासीत्सवनार्णवा दनुस्त्वजनयत्पुत्रमश्वग्रीवमरिंदम ३,०१३।०१६ नरकं कालकं चैव कालकापि व्यजायत क्रौञ्चीं भासीं तथा श्येनीं धृतराष्ट्रीं तथा शुकीम् ३,०१३।०१७	अयः प्रश्नः रामायणस्य सन्दर्भे नास्ति तथापि, नहुषस्य पिता ययातिः आसीत्
532	रघोः पिता कः आसीत् ?	दिलीपः		तमिक्ष्वाकुमयोध्यायां राजानं विद्धि पूर्वकम् इक्ष्वाकोस्तु सुतः श्रीमान्विकुक्षिरुदपद्यत १,०६९।०१९ विकुक्षेस्तु महातेजा बाणः पुत्रः प्रतापवान् बाणस्य तु महातेजा अनरण्यः प्रतापवान् १,०६९।०२० अनरण्यात्पृथुर्जज्ञे त्रिशङ्कुस्तु पृथोः सुतः त्रिशङ्कोरभवत्पुत्रो धुन्धुमारो महायशाः १,०६९।०२१ धुन्धुमारान्महातेजा युवनाश्वो महारथः युवनाश्वसुतः श्रीमान्मान्धाता पृथिवीपतिः १,०६९।०२२ मान्धातुस्तु सुतः श्रीमान्सुसंधिरुदपद्यत सुसंधेरपि पुत्रौ द्वौ ध्रुवसंधिः प्रसेनजित् १,०६९।०२३ यशस्वी ध्रुवसंधेस्तु भरतो नाम नामतः भरतात्तु महातेजा असितो नाम जायत १,०६९।०२४ सह तेन गरेणैव जातः स सगरोऽभवत् सगरस्यासमञ्जस्तु असमञ्जादथांशुमान् १,०६९।०२५ दिलीपोऽंशुमतः पुत्रो दिलीपस्य भगीरथः भगीरथात्ककुत्स्थश्च ककुत्स्थस्य रघुस्तथा १,०६९।०२६ रघोस्तु पुत्रस्तेजस्वी प्रवृद्धः पुरुषादकः कल्माषपादो ह्यभवत्तस्माज्जातस्तु शङ्खणः १,०६९।०२७ सुदर्शनः शङ्खणस्य अग्निवर्णः सुदर्शनात् शीघ्रगस्त्वग्निवर्णस्य शीघ्रगस्य मरुः सुतः १,०६९।०२८	ककुत्स्थः
533	कुबेरस्य पिता कः आसीत् ?	विश्रवाः		नरवानरराजौ तौ स च वायुसुतः कपिः जाम्बवानृक्षराजश्च राक्षसश्च विभीषणः ६,०२८।००१ अङ्गदो वालिपुत्रश्च सौमित्रिः शरभः कपिः सुषेणः सहदायादो मैन्दो द्विविद एव च ६,०२८।००२ गजो गवाक्षो कुमुदो नलोऽथ पनसस्तथा अमित्रविषयं प्राप्ताः समवेताः समर्थयन् ६,०२८।००३ इयं सा लक्ष्यते लङ्का पुरी रावणपालिता सासुरोरगगन्धर्वैरमरैरपि दुर्जया ६,०२८।००४ कार्यसिद्धिं पुरस्कृत्य मन्त्रयध्वं विनिर्णये नित्यं संनिहितो ह्यत्र रावणो राक्षसाधिपः ६,०२८।००५ तथा तेषु ब्रुवाणेषु रावणावरजोऽब्रवीत् वाक्यमग्राम्यपदवत्पुष्कलार्थं विभीषणः ६,०२८।००६ अनलः शरभश्चैव संपातिः प्रघसस्तथा गत्वा लङ्कां ममामात्याः पुरीं पुनरिहागताः ६,०२८।००७ भूत्वा शकुनयः सर्वे प्रविष्टाश्च रिपोर्बलम् विधानं विहितं यच्च तद्दृष्ट्वा समुपस्थिताः ६,०२८।००८ संविधानं यथाहुस्ते रावणस्य दुरात्मनः राम तद्ब्रुवतः सर्वं यथातथ्येन मे शृणु ६,०२८।००९ पूर्वं प्रहस्तः सबलो द्वारमासाद्य तिष्ठति दक्षिणं च महावीर्यौ महापार्श्वमहोदरौ ६,०२८।०१० इन्द्रजित्पश्चिमद्वारं राक्षसैर्बहुभिर्वृतः पट्टसासिधनुष्मद्भिः शूलमुद्गरपाणिभिः ६,०२८।०११	विश्रवाः
534	ऋषेः दुर्वाससः पिता कः आसीत् ?	अत्रिः		तच्छ्रुत्वा वचनं तस्य विश्वामित्रो महामुनिः प्रत्युवाच शतानन्दं वाक्यज्ञो वाक्यकोविदम् १,०५०।०१० नातिक्रान्तं मुनिश्रेष्ठ यत्कर्तव्यं कृतं मया संगता मुनिना पत्नी भार्गवेणेव रेणुका १,०५०।०११ तच्छ्रुत्वा वचनं तस्य विश्वामित्रस्य धीमतः शतानन्दो महातेजा रामं वचनमब्रवीत् १,०५०।०१२ स्वागतं ते नरश्रेष्ठ दिष्ट्या प्राप्तोऽसि राघव विश्वामित्रं पुरस्कृत्य महर्षिमपराजितम् १,०५०।०१३ अचिन्त्यकर्मा तपसा ब्रह्मर्षिरमितप्रभः विश्वामित्रो महातेजा वेत्स्येनं परमां गतिम् १,०५०।०१४ नास्ति धन्यतरो राम त्वत्तोऽन्यो भुवि कश्चन गोप्ता कुशिकपुत्रस्ते येन तप्तं महत्तपः १,०५०।०१५ श्रूयतां चाभिदास्यामि कौशिकस्य महात्मनः यथाबलं यथावृत्तं तन्मे निगदतः शृणु १,०५०।०१६ राजाभूदेष धर्मात्मा दीर्घ कालमरिंदमः धर्मज्ञः कृतविद्यश्च प्रजानां च हिते रतः १,०५०।०१७ प्रजापतिसुतस्त्वासीत्कुशो नाम महीपतिः कुशस्य पुत्रो बलवान्कुशनाभः सुधार्मिकः १,०५०।०१८ कुशनाभसुतस्त्वासीद्गाधिरित्येव विश्रुतः गाधेः पुत्रो महातेजा विश्वामित्रो महामुनिः १,०५०।०१९	"अत्र सन्दर्भे ऋषेः दुर्वाससः पितुः विषये स्पष्टं उत्तरं नास्ति तथापि, दुर्वाससः पितुः नाम ""अत्रिः"" इति प्रसिद्धम् 

उत्तरम्: अत्रिः"
535	त्रिशङ्कोः पिता कः आसीत् ?	पृथुः		तमिक्ष्वाकुमयोध्यायां राजानं विद्धि पूर्वकम् इक्ष्वाकोस्तु सुतः श्रीमान्विकुक्षिरुदपद्यत १,०६९।०१९ विकुक्षेस्तु महातेजा बाणः पुत्रः प्रतापवान् बाणस्य तु महातेजा अनरण्यः प्रतापवान् १,०६९।०२० अनरण्यात्पृथुर्जज्ञे त्रिशङ्कुस्तु पृथोः सुतः त्रिशङ्कोरभवत्पुत्रो धुन्धुमारो महायशाः १,०६९।०२१ धुन्धुमारान्महातेजा युवनाश्वो महारथः युवनाश्वसुतः श्रीमान्मान्धाता पृथिवीपतिः १,०६९।०२२ मान्धातुस्तु सुतः श्रीमान्सुसंधिरुदपद्यत सुसंधेरपि पुत्रौ द्वौ ध्रुवसंधिः प्रसेनजित् १,०६९।०२३ यशस्वी ध्रुवसंधेस्तु भरतो नाम नामतः भरतात्तु महातेजा असितो नाम जायत १,०६९।०२४ सह तेन गरेणैव जातः स सगरोऽभवत् सगरस्यासमञ्जस्तु असमञ्जादथांशुमान् १,०६९।०२५ दिलीपोऽंशुमतः पुत्रो दिलीपस्य भगीरथः भगीरथात्ककुत्स्थश्च ककुत्स्थस्य रघुस्तथा १,०६९।०२६ रघोस्तु पुत्रस्तेजस्वी प्रवृद्धः पुरुषादकः कल्माषपादो ह्यभवत्तस्माज्जातस्तु शङ्खणः १,०६९।०२७ सुदर्शनः शङ्खणस्य अग्निवर्णः सुदर्शनात् शीघ्रगस्त्वग्निवर्णस्य शीघ्रगस्य मरुः सुतः १,०६९।०२८	धुन्धुमारः
536	स्वयंप्रभाया: पिता कः आसीत् ?	मेरुसावर्णिः		महारोंणस्तु धर्मात्मा स्वर्णरोमा व्यजायत स्वर्णरोंणस्तु राजर्षेर्ह्रस्वरोमा व्यजायत १,०७०।०१२ तस्य पुत्रद्वयं जज्ञे धर्मज्ञस्य महात्मनः ज्येष्ठोऽहमनुजो भ्राता मम वीरः कुशध्वजः १,०७०।०१३ मां तु ज्येष्ठं पिता राज्ये सोऽभिषिच्य नराधिपः कुशध्वजं समावेश्य भारं मयि वनं गतः १,०७०।०१४ वृद्धे पितरि स्वर्याते धर्मेण धुरमावहम् भ्रातरं देवसंकाशं स्नेहात्पश्यन्कुशध्वजम् १,०७०।०१५ कस्य चित्त्वथ कालस्य सांकाश्यादगमत्पुरात् सुधन्वा वीर्यवान्राजा मिथिलामवरोधकः १,०७०।०१६ स च मे प्रेषयामास शैवं धनुरनुत्तमम् सीता कन्या च पद्माक्षी मह्यं वै दीयतामिति १,०७०।०१७ तस्याप्रदानाद्ब्रह्मर्षे युद्धमासीन्मया सह स हतोऽभिमुखो राजा सुधन्वा तु मया रणे १,०७०।०१८ निहत्य तं मुनिश्रेष्ठ सुधन्वानं नराधिपम् सांकाश्ये भ्रातरं शूरमभ्यषिञ्चं कुशध्वजम् १,०७०।०१९ कनीयानेष मे भ्राता अहं ज्येष्ठो महामुने ददामि परमप्रीतो वध्वौ ते मुनिपुंगव १,०७०।०२० सीतां रामाय भद्रं ते ऊर्मिलां लक्ष्मणाय च वीर्यशुल्कां मम सुतां सीतां सुरसुतोपमाम् १,०७०।०२१	धर्मात्मा
537	रावणस्य पितामहः कः आसीत् ?	पुलस्त्यः		एतदायोधनं पश्य मांसशोणितकर्दमम् हरीणां राक्षसानां च सीते विशसनं महत् ६,१११।००४ तवहेतोर्विशालाक्षि रावणो निहतो मया कुम्भकर्णोऽत्र निहतः प्रहस्तश्च निशाचरः ६,१११।००५ लक्ष्मणेनेन्द्रजिच्चात्र रावणिर्निहतो रणे विरूपाक्षश्च दुष्प्रेक्ष्यो महापार्श्वमहोदरौ ६,१११।००६ अकम्पनश्च निहतो बलिनोऽन्ये च राक्षसाः त्रिशिराश्चातिकायश्च देवान्तकनरान्तकौ ६,१११।००७ अत्र मन्दोदरी नाम भार्या तं पर्यदेवयत् सपत्नीनां सहस्रेण सास्रेण परिवारिता ६,१११।००८ एतत्तु दृश्यते तीर्थं समुद्रस्य वरानने यत्र सागरमुत्तीर्य तां रात्रिमुषिता वयम् ६,१११।००९ एष सेतुर्मया बद्धः सागरे सलिलार्णवे तवहेतोर्विशालाक्षि नलसेतुः सुदुष्करः ६,१११।०१० पश्य सागरमक्षोभ्यं वैदेहि वरुणालयम् अपारमभिगर्जन्तं शङ्खशुक्तिनिषेवितम् ६,१११।०११ हिरण्यनाभं शैलेन्द्रं काञ्चनं पश्य मैथिलि विश्रमार्थं हनुमतो भित्त्वा सागरमुत्थितम् ६,१११।०१२ अत्र राक्षसराजोऽयमाजगाम विभीषणः ६,१११।०१३ एषा सा दृश्यते सीते किष्किन्धा चित्रकानना सुग्रीवस्य पुरी रम्या यत्र वाली मया हतः ६,१११।०१४	पुलस्त्यः
538	श्रीरामस्य पितामहः कः आसीत् ?	अजः		प्राप्तोऽहं प्रेषितस्तेन सुग्रीवेण महात्मना राज्ञा वानरमुख्यानां हनुमान्नाम वानरः ४,००३।०१९ युवाभ्यां सह धर्मात्मा सुग्रीवः सख्यमिच्छति तस्य मां सचिवं वित्तं वानरं पवनात्मजम् ४,००३।०२० भिक्षुरूपप्रतिच्छन्नं सुग्रीवप्रियकाम्यया ऋश्यमूकादिह प्राप्तं कामगं कामरूपिणम् ४,००३।०२१ एवमुक्त्वा तु हनुमांस्तौ वीरौ रामलक्ष्मणौ वाक्यज्ञौ वाक्यकुशलः पुनर्नोवाच किं चन ४,००३।०२२ एतच्छ्रुत्वा वचस्तस्य रामो लक्ष्मणमब्रवीत् प्रहृष्टवदनः श्रीमान्भ्रातरं पार्श्वतः स्थितम् ४,००३।०२३ सचिवोऽयं कपीन्द्रस्य सुग्रीवस्य महात्मनः तमेव काङ्क्षमाणस्य ममान्तिकमुपागतः ४,००३।०२४ तमभ्यभाष सौमित्रे सुग्रीवसचिवं कपिम् वाक्यज्ञं मधुरैर्वाक्यैः स्नेहयुक्तमरिंदमम् ४,००३।०२५ ततः प्रहृष्टो हनुमान्कृत्यवानिति तद्वचः श्रुत्वा मधुरसंभाषं सुग्रीवं मनसा गतः ४,००४।००१ भव्यो राज्यागमस्तस्य सुग्रीवस्य महात्मनः यदयं कृत्यवान्प्राप्तः कृत्यं चैतदुपागतम् ४,००४।००२ ततः परमसंहृष्टो हनूमान्प्लवगर्षभः प्रत्युवाच ततो वाक्यं रामं वाक्यविशारदः ४,००४।००३	दशरथः
539	सः कः वानरः आसीत्, यः वानराणाम् पितामहः आसीत् ?	सन्नादनः		नरवानरराजौ तौ स च वायुसुतः कपिः जाम्बवानृक्षराजश्च राक्षसश्च विभीषणः ६,०२८।००१ अङ्गदो वालिपुत्रश्च सौमित्रिः शरभः कपिः सुषेणः सहदायादो मैन्दो द्विविद एव च ६,०२८।००२ गजो गवाक्षो कुमुदो नलोऽथ पनसस्तथा अमित्रविषयं प्राप्ताः समवेताः समर्थयन् ६,०२८।००३ इयं सा लक्ष्यते लङ्का पुरी रावणपालिता सासुरोरगगन्धर्वैरमरैरपि दुर्जया ६,०२८।००४ कार्यसिद्धिं पुरस्कृत्य मन्त्रयध्वं विनिर्णये नित्यं संनिहितो ह्यत्र रावणो राक्षसाधिपः ६,०२८।००५ तथा तेषु ब्रुवाणेषु रावणावरजोऽब्रवीत् वाक्यमग्राम्यपदवत्पुष्कलार्थं विभीषणः ६,०२८।००६ अनलः शरभश्चैव संपातिः प्रघसस्तथा गत्वा लङ्कां ममामात्याः पुरीं पुनरिहागताः ६,०२८।००७ भूत्वा शकुनयः सर्वे प्रविष्टाश्च रिपोर्बलम् विधानं विहितं यच्च तद्दृष्ट्वा समुपस्थिताः ६,०२८।००८ संविधानं यथाहुस्ते रावणस्य दुरात्मनः राम तद्ब्रुवतः सर्वं यथातथ्येन मे शृणु ६,०२८।००९ पूर्वं प्रहस्तः सबलो द्वारमासाद्य तिष्ठति दक्षिणं च महावीर्यौ महापार्श्वमहोदरौ ६,०२८।०१० इन्द्रजित्पश्चिमद्वारं राक्षसैर्बहुभिर्वृतः पट्टसासिधनुष्मद्भिः शूलमुद्गरपाणिभिः ६,०२८।०११	जाम्बवान्
540	भरतस्य पत्न्याः किं नाम आसीत् ?	माण्डवी		तमिक्ष्वाकुमयोध्यायां राजानं विद्धि पूर्वकम् इक्ष्वाकोस्तु सुतः श्रीमान्विकुक्षिरुदपद्यत १,०६९।०१९ विकुक्षेस्तु महातेजा बाणः पुत्रः प्रतापवान् बाणस्य तु महातेजा अनरण्यः प्रतापवान् १,०६९।०२० अनरण्यात्पृथुर्जज्ञे त्रिशङ्कुस्तु पृथोः सुतः त्रिशङ्कोरभवत्पुत्रो धुन्धुमारो महायशाः १,०६९।०२१ धुन्धुमारान्महातेजा युवनाश्वो महारथः युवनाश्वसुतः श्रीमान्मान्धाता पृथिवीपतिः १,०६९।०२२ मान्धातुस्तु सुतः श्रीमान्सुसंधिरुदपद्यत सुसंधेरपि पुत्रौ द्वौ ध्रुवसंधिः प्रसेनजित् १,०६९।०२३ यशस्वी ध्रुवसंधेस्तु भरतो नाम नामतः भरतात्तु महातेजा असितो नाम जायत १,०६९।०२४ सह तेन गरेणैव जातः स सगरोऽभवत् सगरस्यासमञ्जस्तु असमञ्जादथांशुमान् १,०६९।०२५ दिलीपोऽंशुमतः पुत्रो दिलीपस्य भगीरथः भगीरथात्ककुत्स्थश्च ककुत्स्थस्य रघुस्तथा १,०६९।०२६ रघोस्तु पुत्रस्तेजस्वी प्रवृद्धः पुरुषादकः कल्माषपादो ह्यभवत्तस्माज्जातस्तु शङ्खणः १,०६९।०२७ सुदर्शनः शङ्खणस्य अग्निवर्णः सुदर्शनात् शीघ्रगस्त्वग्निवर्णस्य शीघ्रगस्य मरुः सुतः १,०६९।०२८	मन्दावी
541	लक्ष्मणस्य पत्न्याः नाम किम् आसीत् ?	ऊर्मिला		निर्विशङ्का निरुद्विग्ना निरपेक्षा च मैथिली मामुपस्थास्यते सीता सर्वाभरणभूषिता ६,०३७।००९ अद्य कालवशं प्राप्तं रणे रामं सलक्ष्मणम् अवेक्ष्य विनिवृत्ताशा नान्यां गतिमपश्यती ६,०३७।०१० तस्य तद्वचनं श्रुत्वा रावणस्य दुरात्मनः राक्षस्यस्तास्तथेत्युक्त्वा प्रजग्मुर्यत्र पुष्पकम् ६,०३७।०११ ततः पुष्पकमादय राक्षस्यो रावणाज्ञया अशोकवनिकास्थां तां मैथिलीं समुपानयन् ६,०३७।०१२ तामादाय तु राक्षस्यो भर्तृशोकपरायणाम् सीतामारोपयामासुर्विमानं पुष्पकं तदा ६,०३७।०१३ ततः पुष्पकमारोप्य सीतां त्रिजटया सह रावणोऽकारयल्लङ्कां पताकाध्वजमालिनीम् ६,०३७।०१४ प्राघोषयत हृष्टश्च लङ्कायां राक्षसेश्वरः राघवो लक्ष्मणश्चैव हताविन्द्रजिता रणे ६,०३७।०१५ विमानेनापि सीता तु गत्वा त्रिजटया सह ददर्श वानराणां तु सर्वं सिन्यं निपातितम् ६,०३७।०१६ प्रहृष्टमनसश्चापि ददर्श पिशिताशनान् वानरांश्चापि दुःखार्तान्रामलक्ष्मणपार्श्वतः ६,०३७।०१७ ततः सीता ददर्शोभौ शयानौ शततल्पयोः लक्ष्मणं चैव रामं च विसंज्ञौ शरपीडितौ ६,०३७।०१८ विध्वस्तकवचौ वीरौ विप्रविद्धशरासनौ सायकैश्छिन्नसर्वाङ्गौ शरस्तम्भमयौ क्षितौ ६,०३७।०१९	उर्मिला
