ID	QUESTION	ANSWER	CHOICES	context_0	gpt-4o
457	सीतायाः अन्वेषणाय लङ्कां सर्वप्रथमतः कः प्राप्तवान्?	हनुुमान्		आजग्मुस्तेऽपि हरयो रामदर्शनकाङ्क्षिणः अङ्गदं पुरतः कृत्वा हनूमन्तं च वानरम् ५,०६२।०३६ तेऽङ्गदप्रमुखा वीराः प्रहृष्टाश्च मुदान्विताः निपेतुर्हरिराजस्य समीपे राघवस्य च ५,०६२।०३७ हनूमांश्च महाबहुः प्रणम्य शिरसा ततः नियतामक्षतां देवीं राघवाय न्यवेदयत् ५,०६२।०३८ निश्चितार्थं ततस्तस्मिन्सुग्रीवं पवनात्मजे लक्ष्मणः प्रीतिमान्प्रीतं बहुमानादवैक्षत ५,०६२।०३९ प्रीत्या च रममाणोऽथ राघवः परवीरहा बहु मानेन महता हनूमन्तमवैक्षत ५,०६२।०४० ततः प्रस्रवणं शैलं ते गत्वा चित्रकाननम् प्रणम्य शिरसा रामं लक्ष्मणं च महाबलम् ५,०६३।००१ युवराजं पुरस्कृत्य सुग्रीवमभिवाद्य च प्रवृत्तमथ सीतायाः प्रवक्तुमुपचक्रमुः ५,०६३।००२ रावणान्तःपुरे रोधं राक्षसीभिश्च तर्जनम् रामे समनुरागं च यश्चापि समयः कृतः ५,०६३।००३ एतदाख्यान्ति ते सर्वे हरयो राम संनिधौ वैदेहीमक्षतां श्रुत्वा रामस्तूत्तरमब्रवीत् ५,०६३।००४ क्व सीता वर्तते देवी कथं च मयि वर्तते एतन्मे सर्वमाख्यात वैदेहीं प्रति वानराः ५,०६३।००५ रामस्य गदितं श्रुत्व हरयो रामसंनिधौ चोदयन्ति हनूमन्तं सीतावृत्तान्तकोविदम् ५,०६३।००६	हनूमान्
458	श्रीरामस्य जन्म कस्मिन् स्थले अभवत्?	अयोध्यायाम्		सिद्धार्थाः खलु ते राम नरा ये त्वां पुरीं गतम् जलार्द्रमभिषिक्तं च द्रक्ष्यन्ति वसुधाधिपम् ६,१०७।०१९ अनुरक्तेन बलिना शुचिना धर्मचारिणा इच्छेयं त्वामहं द्रष्टुं भरतेन समागतम् ६,१०७।०२० चतुर्दशसमाः सौम्य वने निर्यापितास्त्वया वसता सीतया सार्धं लक्ष्मणेन च धीमता ६,१०७।०२१ निवृत्तवनवासोऽसि प्रतिज्ञा सफला कृता रावणं च रणे हत्वा देवास्ते परितोषिताः ६,१०७।०२२ कृतं कर्म यशः श्लाघ्यं प्राप्तं ते शत्रुसूदन भ्रातृभिः सह राज्यस्थो दीर्घमायुरवाप्नुहि ६,१०७।०२३ इति ब्रुवाणं राजानं रामः प्राञ्जलिरब्रवीत् कुरु प्रसादं धर्मज्ञ कैकेय्या भरतस्य च ६,१०७।०२४ सपुत्रां त्वां त्यजामीति यदुक्ता कैकयी त्वया स शापः कैकयीं घोरः सपुत्रां न स्पृशेत्प्रभो ६,१०७।०२५ स तथेति महाराजो राममुक्त्वा कृताञ्जलिम् लक्ष्मणं च परिष्वज्य पुनर्वाक्यमुवाच ह ६,१०७।०२६ रामं शुश्रूषता भक्त्या वैदेह्या सह सीतया कृता मम महाप्रीतिः प्राप्तं धर्मफलं च ते ६,१०७।०२७ धर्मं प्राप्स्यसि धर्मज्ञ यशश्च विपुलं भुवि रामे प्रसन्ने स्वर्गं च महिमानं तथैव च ६,१०७।०२८	अयोध्यायाम्
459	हनुमता सह सीतायाः सर्वप्रथमं  कस्मिन् स्थले मेलनम् अभवत्?	अशोकवाटिकायाम्; अशोकवनिकायाम्; अशोकवने; अशोकवने 		प्राप्तोऽहं प्रेषितस्तेन सुग्रीवेण महात्मना राज्ञा वानरमुख्यानां हनुमान्नाम वानरः ४,००३।०१९ युवाभ्यां सह धर्मात्मा सुग्रीवः सख्यमिच्छति तस्य मां सचिवं वित्तं वानरं पवनात्मजम् ४,००३।०२० भिक्षुरूपप्रतिच्छन्नं सुग्रीवप्रियकाम्यया ऋश्यमूकादिह प्राप्तं कामगं कामरूपिणम् ४,००३।०२१ एवमुक्त्वा तु हनुमांस्तौ वीरौ रामलक्ष्मणौ वाक्यज्ञौ वाक्यकुशलः पुनर्नोवाच किं चन ४,००३।०२२ एतच्छ्रुत्वा वचस्तस्य रामो लक्ष्मणमब्रवीत् प्रहृष्टवदनः श्रीमान्भ्रातरं पार्श्वतः स्थितम् ४,००३।०२३ सचिवोऽयं कपीन्द्रस्य सुग्रीवस्य महात्मनः तमेव काङ्क्षमाणस्य ममान्तिकमुपागतः ४,००३।०२४ तमभ्यभाष सौमित्रे सुग्रीवसचिवं कपिम् वाक्यज्ञं मधुरैर्वाक्यैः स्नेहयुक्तमरिंदमम् ४,००३।०२५ ततः प्रहृष्टो हनुमान्कृत्यवानिति तद्वचः श्रुत्वा मधुरसंभाषं सुग्रीवं मनसा गतः ४,००४।००१ भव्यो राज्यागमस्तस्य सुग्रीवस्य महात्मनः यदयं कृत्यवान्प्राप्तः कृत्यं चैतदुपागतम् ४,००४।००२ ततः परमसंहृष्टो हनूमान्प्लवगर्षभः प्रत्युवाच ततो वाक्यं रामं वाक्यविशारदः ४,००४।००३	अशोकवाटिकायाम्
460	प्रतिष्ठानपुरं कस्याः नद्याः तीरे अवस्थितम्?	गङ्गायमुुनयोः सङ्गमे		वृतः शतसहस्रेण वानराणां तरस्विनाम् अभिगच्छ दिशं सौम्य पश्चिमां वारुणीं प्रभो ४,०४१।००४ सुराष्ट्रान्सह बाह्लीकाञ्शूराभीरांस्तथैव च स्फीताञ्जनपदान्रम्यान्विपुलानि पुराणि च ४,०४१।००५ पुंनागगहनं कुक्षिं बहुलोद्दालकाकुलम् तथा केतकषण्डांश्च मार्गध्वं हरियूथपाः ४,०४१।००६ प्रत्यक्स्रोतोगमाश्चैव नद्यः शीतजलाः शिवाः तापसानामरण्यानि कान्तारा गिरयश्च ये ४,०४१।००७ गिरिजालावृतां दुर्गां मार्गित्वा पश्चिमां दिशम् ततः पश्चिममासाद्य समुद्रं द्रष्टुमर्हथ तिमि नक्रायुत जलमक्षोभ्यमथ वानरः ४,०४१।००८ ततः केतकषण्डेषु तमालगहनेषु च कपयो विहरिष्यन्ति नारिकेलवनेषु च ४,०४१।००९ तत्र सीतां च मार्गध्वं निलयं रावणस्य च मरीचिपत्तनं चैव रम्यं चैव जटीपुरम् ४,०४१।०१० अवन्तीमङ्गलोपां च तथा चालक्षितं वनम् राष्ट्राणि च विशालानि पत्तनानि ततस्ततः ४,०४१।०११ सिन्धुसागरयोश्चैव संगमे तत्र पर्वतः महान्हेमगिरिर्नाम शतशृङ्गो महाद्रुमः ४,०४१।०१२ तस्य प्रस्थेषु रम्येषु सिंहाः पक्षगमाः स्थिताः तिमिमत्स्यगजांश्चैव नीडान्यारोपयन्ति ते ४,०४१।०१३	गङ्गायाः
461	श्रीरामस्य मित्रं प्रतर्दनः कस्य राजा आसीत्?	काश्याः		वक्तव्यं च नरश्रेष्ठ श्रूयतां वचनं मम १,०७१।००४ भ्राता यवीयान्धर्मज्ञ एष राजा कुशध्वजः अस्य धर्मात्मनो राजन्रूपेणाप्रतिमं भुवि सुताद्वयं नरश्रेष्ठ पत्न्यर्थं वरयामहे १,०७१।००५ भरतस्य कुमारस्य शत्रुघ्नस्य च धीमतः वरयेम सुते राजंस्तयोरर्थे महात्मनोः १,०७१।००६ पुत्रा दशरथस्येमे रूपयौवनशालिनः लोकपालोपमाः सर्वे देवतुल्यपराक्रमाः १,०७१।००७ उभयोरपि राजेन्द्र संबन्धेनानुबध्यताम् इक्ष्वाकुकुलमव्यग्रं भवतः पुण्यकर्मणः १,०७१।००८ विश्वामित्रवचः श्रुत्वा वसिष्ठस्य मते तदा जनकः प्राञ्जलिर्वाक्यमुवाच मुनिपुंगवौ १,०७१।००९ सदृशं कुलसंबन्धं यदाज्ञापयथः स्वयम् एवं भवतु भद्रं वः कुशध्वजसुते इमे पत्न्यौ भजेतां सहितौ शत्रुघ्नभरतावुभौ १,०७१।०१० एकाह्ना राजपुत्रीणां चतसृणां महामुने पाणीन्गृह्णन्तु चत्वारो राजपुत्रा महाबलाः १,०७१।०११ उत्तरे दिवसे ब्रह्मन्फल्गुनीभ्यां मनीषिणः वैवाहिकं प्रशंसन्ति भगो यत्र प्रजापतिः १,०७१।०१२ एवमुक्त्वा वचः सौम्यं प्रत्युत्थाय कृताञ्जलिः उभौ मुनिवरौ राजा जनको वाक्यमब्रवीत् १,०७१।०१३	कासी
462	सुदामा नामकः पर्वतः कस्मिन् देशे स्थितः आसीत्?	बाह्रीकदेशे; बाह्लीके		वृतः शतसहस्रेण वानराणां तरस्विनाम् अभिगच्छ दिशं सौम्य पश्चिमां वारुणीं प्रभो ४,०४१।००४ सुराष्ट्रान्सह बाह्लीकाञ्शूराभीरांस्तथैव च स्फीताञ्जनपदान्रम्यान्विपुलानि पुराणि च ४,०४१।००५ पुंनागगहनं कुक्षिं बहुलोद्दालकाकुलम् तथा केतकषण्डांश्च मार्गध्वं हरियूथपाः ४,०४१।००६ प्रत्यक्स्रोतोगमाश्चैव नद्यः शीतजलाः शिवाः तापसानामरण्यानि कान्तारा गिरयश्च ये ४,०४१।००७ गिरिजालावृतां दुर्गां मार्गित्वा पश्चिमां दिशम् ततः पश्चिममासाद्य समुद्रं द्रष्टुमर्हथ तिमि नक्रायुत जलमक्षोभ्यमथ वानरः ४,०४१।००८ ततः केतकषण्डेषु तमालगहनेषु च कपयो विहरिष्यन्ति नारिकेलवनेषु च ४,०४१।००९ तत्र सीतां च मार्गध्वं निलयं रावणस्य च मरीचिपत्तनं चैव रम्यं चैव जटीपुरम् ४,०४१।०१० अवन्तीमङ्गलोपां च तथा चालक्षितं वनम् राष्ट्राणि च विशालानि पत्तनानि ततस्ततः ४,०४१।०११ सिन्धुसागरयोश्चैव संगमे तत्र पर्वतः महान्हेमगिरिर्नाम शतशृङ्गो महाद्रुमः ४,०४१।०१२ तस्य प्रस्थेषु रम्येषु सिंहाः पक्षगमाः स्थिताः तिमिमत्स्यगजांश्चैव नीडान्यारोपयन्ति ते ४,०४१।०१३	सुदामा नामकः पर्वतः सिन्धुसागरयोः संगमे स्थितः आसीत्
463	दक्षिणे स्थिते देशे चोले सीतायाः अन्वेषणं कर्तुं सुग्रीवः कम् प्रेषयामास?	अङ्गदम्		आजग्मुस्तेऽपि हरयो रामदर्शनकाङ्क्षिणः अङ्गदं पुरतः कृत्वा हनूमन्तं च वानरम् ५,०६२।०३६ तेऽङ्गदप्रमुखा वीराः प्रहृष्टाश्च मुदान्विताः निपेतुर्हरिराजस्य समीपे राघवस्य च ५,०६२।०३७ हनूमांश्च महाबहुः प्रणम्य शिरसा ततः नियतामक्षतां देवीं राघवाय न्यवेदयत् ५,०६२।०३८ निश्चितार्थं ततस्तस्मिन्सुग्रीवं पवनात्मजे लक्ष्मणः प्रीतिमान्प्रीतं बहुमानादवैक्षत ५,०६२।०३९ प्रीत्या च रममाणोऽथ राघवः परवीरहा बहु मानेन महता हनूमन्तमवैक्षत ५,०६२।०४० ततः प्रस्रवणं शैलं ते गत्वा चित्रकाननम् प्रणम्य शिरसा रामं लक्ष्मणं च महाबलम् ५,०६३।००१ युवराजं पुरस्कृत्य सुग्रीवमभिवाद्य च प्रवृत्तमथ सीतायाः प्रवक्तुमुपचक्रमुः ५,०६३।००२ रावणान्तःपुरे रोधं राक्षसीभिश्च तर्जनम् रामे समनुरागं च यश्चापि समयः कृतः ५,०६३।००३ एतदाख्यान्ति ते सर्वे हरयो राम संनिधौ वैदेहीमक्षतां श्रुत्वा रामस्तूत्तरमब्रवीत् ५,०६३।००४ क्व सीता वर्तते देवी कथं च मयि वर्तते एतन्मे सर्वमाख्यात वैदेहीं प्रति वानराः ५,०६३।००५ रामस्य गदितं श्रुत्व हरयो रामसंनिधौ चोदयन्ति हनूमन्तं सीतावृत्तान्तकोविदम् ५,०६३।००६	हनूमन्तम्
464	सीतायाः अन्वेषणाय सुग्रीवः मगधदेशं प्रति कम् प्रेषयामास?	विनतम्		प्राप्तोऽहं प्रेषितस्तेन सुग्रीवेण महात्मना राज्ञा वानरमुख्यानां हनुमान्नाम वानरः ४,००३।०१९ युवाभ्यां सह धर्मात्मा सुग्रीवः सख्यमिच्छति तस्य मां सचिवं वित्तं वानरं पवनात्मजम् ४,००३।०२० भिक्षुरूपप्रतिच्छन्नं सुग्रीवप्रियकाम्यया ऋश्यमूकादिह प्राप्तं कामगं कामरूपिणम् ४,००३।०२१ एवमुक्त्वा तु हनुमांस्तौ वीरौ रामलक्ष्मणौ वाक्यज्ञौ वाक्यकुशलः पुनर्नोवाच किं चन ४,००३।०२२ एतच्छ्रुत्वा वचस्तस्य रामो लक्ष्मणमब्रवीत् प्रहृष्टवदनः श्रीमान्भ्रातरं पार्श्वतः स्थितम् ४,००३।०२३ सचिवोऽयं कपीन्द्रस्य सुग्रीवस्य महात्मनः तमेव काङ्क्षमाणस्य ममान्तिकमुपागतः ४,००३।०२४ तमभ्यभाष सौमित्रे सुग्रीवसचिवं कपिम् वाक्यज्ञं मधुरैर्वाक्यैः स्नेहयुक्तमरिंदमम् ४,००३।०२५ ततः प्रहृष्टो हनुमान्कृत्यवानिति तद्वचः श्रुत्वा मधुरसंभाषं सुग्रीवं मनसा गतः ४,००४।००१ भव्यो राज्यागमस्तस्य सुग्रीवस्य महात्मनः यदयं कृत्यवान्प्राप्तः कृत्यं चैतदुपागतम् ४,००४।००२ ततः परमसंहृष्टो हनूमान्प्लवगर्षभः प्रत्युवाच ततो वाक्यं रामं वाक्यविशारदः ४,००४।००३	अङ्गदम्
465	श्रीरामस्य मातुः किं नाम आसीत्?	कौसल्या		भर्तुः किल परित्यागो नृशंसः केवलं स्त्रियाः स भवत्या न कर्तव्यो मनसापि विगर्हितः २,०२१।००९ यावज्जीवति काकुत्स्थः पिता मे जगतीपतिः शुश्रूषा क्रियतां तावत्स हि धर्मः सनातनः २,०२१।०१० एवमुक्ता तु रामेण कौसल्या शुभ दर्शना तथेत्युवाच सुप्रीता राममक्लिष्टकारिणम् २,०२१।०११ एवमुक्तस्तु वचनं रामो धर्मभृतां वरः भूयस्तामब्रवीद्वाक्यं मातरं भृशदुःखिताम् २,०२१।०१२ मया चैव भवत्या च कर्तव्यं वचनं पितुः राजा भर्ता गुरुः श्रेष्ठः सर्वेषामीश्वरः प्रभुः २,०२१।०१३ इमानि तु महारण्ये विहृत्य नव पञ्च च वर्षाणि परमप्रीतः स्थास्यामि वचने तव २,०२१।०१४ एवमुक्ता प्रियं पुत्रं बाष्पपूर्णानना तदा उवाच परमार्ता तु कौसल्या पुत्रवत्सला २,०२१।०१५ आसां राम सपत्नीनां वस्तुं मध्ये न मे क्षमम् नय मामपि काकुत्स्थ वनं वन्यं मृगीं यथा यदि ते गमने बुद्धिः कृता पितुरपेक्षया २,०२१।०१६ तां तथा रुदतीं रामो रुदन्वचनमब्रवीत् जीवन्त्या हि स्त्रिया भर्ता दैवतं प्रभुरेव च भवत्या मम चैवाद्य राजा प्रभवति प्रभुः २,०२१।०१७ भरतश्चापि धर्मात्मा सर्वभूतप्रियंवदः भवतीमनुवर्तेत स हि धर्मरतः सदा २,०२१।०१८	कौसल्या
466	हनुमत: जननी का आसीत्?	अञ्जनी; अञ्जना		प्राप्तोऽहं प्रेषितस्तेन सुग्रीवेण महात्मना राज्ञा वानरमुख्यानां हनुमान्नाम वानरः ४,००३।०१९ युवाभ्यां सह धर्मात्मा सुग्रीवः सख्यमिच्छति तस्य मां सचिवं वित्तं वानरं पवनात्मजम् ४,००३।०२० भिक्षुरूपप्रतिच्छन्नं सुग्रीवप्रियकाम्यया ऋश्यमूकादिह प्राप्तं कामगं कामरूपिणम् ४,००३।०२१ एवमुक्त्वा तु हनुमांस्तौ वीरौ रामलक्ष्मणौ वाक्यज्ञौ वाक्यकुशलः पुनर्नोवाच किं चन ४,००३।०२२ एतच्छ्रुत्वा वचस्तस्य रामो लक्ष्मणमब्रवीत् प्रहृष्टवदनः श्रीमान्भ्रातरं पार्श्वतः स्थितम् ४,००३।०२३ सचिवोऽयं कपीन्द्रस्य सुग्रीवस्य महात्मनः तमेव काङ्क्षमाणस्य ममान्तिकमुपागतः ४,००३।०२४ तमभ्यभाष सौमित्रे सुग्रीवसचिवं कपिम् वाक्यज्ञं मधुरैर्वाक्यैः स्नेहयुक्तमरिंदमम् ४,००३।०२५ ततः प्रहृष्टो हनुमान्कृत्यवानिति तद्वचः श्रुत्वा मधुरसंभाषं सुग्रीवं मनसा गतः ४,००४।००१ भव्यो राज्यागमस्तस्य सुग्रीवस्य महात्मनः यदयं कृत्यवान्प्राप्तः कृत्यं चैतदुपागतम् ४,००४।००२ ततः परमसंहृष्टो हनूमान्प्लवगर्षभः प्रत्युवाच ततो वाक्यं रामं वाक्यविशारदः ४,००४।००३	अञ्जना
467	दशरथस्य माता का आसीत्?	इन्दुमतिः		अयं केकयराजस्य पुत्रो वसति पुत्रक त्वां नेतुमागतो वीर युधाजिन्मातुलस्तव २,००१।००२ श्रुत्वा दशरथस्यैतद्भरतः केकयीसुतः गमनायाभिचक्राम शत्रुघ्नसहितस्तदा २,००१।००३ आपृच्छ्य पितरं शूरो रामं चाक्लिष्टकारिणम् मातॄंश्चापि नरश्रेष्ठः शत्रुघ्नसहितो ययौ २,००१।००४ युधाजित्प्राप्य भरतं सशत्रुघ्नं प्रहर्षितः स्वपुरं प्राविशद्वीरः पिता तस्य तुतोष ह २,००१।००५ स तत्र न्यवसद्भ्रात्रा सह सत्कारसत्कृतः मातुलेनाश्वपतिना पुत्रस्नेहेन लालितः २,००१।००६ तत्रापि निवसन्तौ तौ तर्प्यमाणौ च कामतः भ्रातरौ स्मरतां वीरौ वृद्धं दशरथं नृपम् २,००१।००७ राजापि तौ महातेजाः सस्मार प्रोषितौ सुतौ उभौ भरतशत्रुघ्नौ महेन्द्रवरुणोपमौ २,००१।००८ सर्व एव तु तस्येष्टाश्चत्वारः पुरुषर्षभाः स्वशरीराद्विनिर्वृत्ताश्चत्वार इव बाहवः २,००१।००९ तेषामपि महातेजा रामो रतिकरः पितुः स्वयम्भूरिव भूतानां बभूव गुणवत्तरः २,००१।०१० गते च भरते रामो लक्ष्मणश्च महाबलः पितरं देवसंकाशं पूजयामासतुस्तदा २,००१।०११ पितुराज्ञां पुरस्कृत्य पौरकार्याणि सर्वशः चकार रामो धर्मात्मा प्रियाणि च हितानि च २,००१।०१२	कौसल्या
468	रावणस्य माता का आसीत्?	कैकसी		बभूवुर्क्षरजो नाम वानरेन्द्रः प्रतापवान् ममार्यः पार्थिवः पक्षिन्धार्मिकौ तस्य चात्मजौ ४,०५६।००५ सुग्रीवश्चैव वली च पुत्रावोघबलावुभौ लोके विश्रुतकर्माभूद्राजा वाली पिता मम ४,०५६।००६ राजा कृत्स्नस्य जगत इक्ष्वाकूणां महारथः रामो दाशरथिः श्रीमान्प्रविष्टो दण्डकावनम् ४,०५६।००७ लक्ष्मणेन सह भ्रात्रा वैदेह्या चापि भार्यया पितुर्निदेशनिरतो धर्म्यं पन्थानमाश्रितः तस्य भार्या जनस्थानाद्रावणेन हृता बलात् ४,०५६।००८ रामस्य च पितुर्मित्रं जटायुर्नाम गृध्रराट् ददर्श सीतां वैदेहीं ह्रियमाणां विहायसा ४,०५६।००९ रावणं विरथं कृत्वा स्थापयित्वा च मैथिलीम् परिश्रान्तश्च वृद्धश्च रावणेन हतो रणे ४,०५६।०१० एवं गृध्रो हतस्तेन रावणेन बहीयसा संस्कृतश्चापि रामेण गतश्च गतिमुत्तमाम् ४,०५६।०११ ततो मम पितृव्येण सुग्रीवेण महात्मना चकार राघवः सख्यं सोऽवधीत्पितरं मम ४,०५६।०१२ माम पित्रा विरुद्धो हि सुग्रीवः सचिवैः सह निहत्य वालिनं रामस्ततस्तमभिषेचयत् ४,०५६।०१३ स राज्ये स्थापितस्तेन सुग्रीवो वानरेश्वरः राजा वानरमुख्यानां येन प्रस्थापिता वयम् ४,०५६।०१४	कैकसी
469	जटायोः (गृद्धस्य) माता का आसीत्?	श्येनी		जीवेदपि हि मे माता शत्रुघ्नस्यान्ववेक्षया तद्दुःखं यत्तु कौसल्या वीरसूर्विनशिष्यति २,०४५।०१५ अनुरक्तजनाकीर्णा सुखालोकप्रियावहा राजव्यसनसंसृष्टा सा पुरी विनशिष्यति २,०४५।०१६ अतिक्रान्तमतिक्रान्तमनवाप्य मनोरथम् राज्ये राममनिक्षिप्य पिता मे विनशिष्यति २,०४५।०१७ सिद्धार्थाः पितरं वृत्तं तस्मिन्काले ह्युपस्थिते प्रेतकार्येषु सर्वेषु संस्करिष्यन्ति भूमिपम् २,०४५।०१८ रम्यचत्वरसंस्थानां सुविभक्तमहापथाम् हर्म्यप्रासादसंपन्नां गणिकावरशोभिताम् २,०४५।०१९ रथाश्वगजसंबाधां तूर्यनादविनादिताम् सर्वकल्याणसंपूर्णां हृष्टपुष्टजनाकुलाम् २,०४५।०२० आरामोद्यानसंपन्नां समाजोत्सवशालिनीम् सुखिता विचरिष्यन्ति राजधानीं पितुर्मम २,०४५।०२१ अपि सत्यप्रतिज्ञेन सार्धं कुशलिना वयम् निवृत्ते वनवासेऽस्मिन्नयोध्यां प्रविशेमहि २,०४५।०२२ परिदेवयमानस्य दुःखार्तस्य महात्मनः तिष्ठतो राजपुत्रस्य शर्वरी सात्यवर्तत २,०४५।०२३ तथा हि सत्यं ब्रुवति प्रजाहिते नरेन्द्रपुत्रे गुरुसौहृदाद्गुहः मुमोच बाष्पं व्यसनाभिपीडितो ज्वरातुरो नाग इव व्यथातुरः २,०४५।०२४	शेनी
470	मन्दोदर्याः मातुः किं नाम आसीत्?	हेमा		नातन्त्री वाद्यते वीणा नाचक्रो वर्तते रथः नापतिः सुखमेधते या स्यादपि शतात्मजा २,०३४।०२५ मितं ददाति हि पिता मितं माता मितं सुतः अमितस्य हि दातारं भर्तारं का न पूजयेत् २,०३४।०२६ साहमेवंगता श्रेष्ठा श्रुतधर्मपरावरा आर्ये किमवमन्येयं स्त्रीणां भर्ता हि दैवतम् २,०३४।०२७ सीताया वचनं श्रुत्वा कौसल्या हृदयंगमम् शुद्धसत्त्वा मुमोचाश्रु सहसा दुःखहर्षजम् २,०३४।०२८ तां प्राञ्जलिरभिक्रम्य मातृमध्येऽतिसत्कृताम् रामः परमधर्मज्ञो मातरं वाक्यमब्रवीत् २,०३४।०२९ अम्ब मा दुःखिता भूस्त्वं पश्य त्वं पितरं मम क्षयो हि वनवासस्य क्षिप्रमेव भविष्यति २,०३४।०३० सुप्तायास्ते गमिष्यन्ति नववर्षाणि पञ्च च सा समग्रमिह प्राप्तं मां द्रक्ष्यसि सुहृद्वृतम् २,०३४।०३१ एतावदभिनीतार्थमुक्त्वा स जननीं वचः त्रयः शतशतार्धा हि ददर्शावेक्ष्य मातरः २,०३४।०३२ ताश्चापि स तथैवार्ता मातॄर्दशरथात्मजः धर्मयुक्तमिदं वाक्यं निजगाद कृताञ्जलिः २,०३४।०३३ संवासात्परुषं किं चिदज्ञानाद्वापि यत्कृतम् तन्मे समनुजानीत सर्वाश्चामन्त्रयामि वः २,०३४।०३४	मन्दोदरीमातुः नाम काञ्चनमाला
471	विभीषणस्य माता का आसीत्?	कैकसी		अब्रवीच्च विमानस्थः काकुत्स्थः सर्ववानरान् सुग्रीवं च महावीर्यं राक्षसं च विभीषणम् ६,११०।०११ मित्रकार्यं कृतमिदं भवद्भिर्वानरोत्तमाः अनुज्ञाता मया सर्वे यथेष्टं प्रतिगच्छत ६,११०।०१२ यत्तु कार्यं वयस्येन सुहृदा वा परंतप कृतं सुग्रीव तत्सर्वं भवता धर्मभीरुणा किष्किन्धां प्रतियाह्याशु स्वसैन्येनाभिसंवृतः ६,११०।०१३ स्वराज्ये वस लङ्कायां मया दत्ते विभीषण न त्वां धर्षयितुं शक्ताः सेन्द्रा अपि दिवौकसः ६,११०।०१४ अयोध्यां प्रतियास्यामि राजधानीं पितुर्मम अभ्यनुज्ञातुमिच्छामि सर्वानामन्त्रयामि वः ६,११०।०१५ एवमुक्तास्तु रामेण वानरास्ते महाबलाः ऊचुः प्राञ्जलयो रामं राक्षसश्च विभीषणः अयोध्यां गन्तुमिच्छामः सर्वान्नयतु नो भवान् ६,११०।०१६ दृष्ट्वा त्वामभिषेकार्द्रं कौसल्यामभिवाद्य च अचिरेणागमिष्यामः स्वान्गृहान्नृपतेः सुत ६,११०।०१७ एवमुक्तस्तु धर्मात्मा वानरैः सविभीषणैः अब्रवीद्राघवः श्रीमान्ससुग्रीवविभीषणान् ६,११०।०१८ प्रियात्प्रियतरं लब्धं यदहं ससुहृज्जनः सर्वैर्भवद्भिः सहितः प्रीतिं लप्स्ये पुरीं गतः ६,११०।०१९	मालिनी
472	खरस्य मातुः नाम किम्?	पुष्पोत्कटा		नातन्त्री वाद्यते वीणा नाचक्रो वर्तते रथः नापतिः सुखमेधते या स्यादपि शतात्मजा २,०३४।०२५ मितं ददाति हि पिता मितं माता मितं सुतः अमितस्य हि दातारं भर्तारं का न पूजयेत् २,०३४।०२६ साहमेवंगता श्रेष्ठा श्रुतधर्मपरावरा आर्ये किमवमन्येयं स्त्रीणां भर्ता हि दैवतम् २,०३४।०२७ सीताया वचनं श्रुत्वा कौसल्या हृदयंगमम् शुद्धसत्त्वा मुमोचाश्रु सहसा दुःखहर्षजम् २,०३४।०२८ तां प्राञ्जलिरभिक्रम्य मातृमध्येऽतिसत्कृताम् रामः परमधर्मज्ञो मातरं वाक्यमब्रवीत् २,०३४।०२९ अम्ब मा दुःखिता भूस्त्वं पश्य त्वं पितरं मम क्षयो हि वनवासस्य क्षिप्रमेव भविष्यति २,०३४।०३० सुप्तायास्ते गमिष्यन्ति नववर्षाणि पञ्च च सा समग्रमिह प्राप्तं मां द्रक्ष्यसि सुहृद्वृतम् २,०३४।०३१ एतावदभिनीतार्थमुक्त्वा स जननीं वचः त्रयः शतशतार्धा हि ददर्शावेक्ष्य मातरः २,०३४।०३२ ताश्चापि स तथैवार्ता मातॄर्दशरथात्मजः धर्मयुक्तमिदं वाक्यं निजगाद कृताञ्जलिः २,०३४।०३३ संवासात्परुषं किं चिदज्ञानाद्वापि यत्कृतम् तन्मे समनुजानीत सर्वाश्चामन्त्रयामि वः २,०३४।०३४	"खरस्य मातुः नाम किम्?

उत्तरः: कैकसी"
