ID	QUESTION	ANSWER	CHOICES	context_0	gpt-4o
636	सर्पास्यं राक्षसं कोऽवधीत्?	श्रीरामः; रामः		पुराणि स नदीः शैलान्वनान्युपवनानि च अतिक्रम्य मुहूर्तेन कैलासं गिरिमाविशत् ७,०१४।००३ तं निविष्टं गिरौ तस्मिन्राक्षसेन्द्रं निशम्य तु राज्ञो भ्रातायमित्युक्त्वा गता यत्र धनेश्वरः ७,०१४।००४ गत्वा तु सर्वमाचख्युर्भ्रातुस्तस्य विनिश्चयम् अनुज्ञाता ययुश्चैव युद्धाय धनदेन ते ७,०१४।००५ ततो बलस्य संक्षोभः सागरस्येव वर्धतः अभून्नैरृतराजस्य गिरिं संचालयन्निव ७,०१४।००६ ततो युद्धं समभवद्यक्षराक्षससंकुलम् व्यथिताश्चाभवंस्तत्र सचिवास्तस्य रक्षसः ७,०१४।००७ तं दृष्ट्वा तादृशं सैन्यं दशग्रीवो निशाचरः हर्षान्नादं ततः कृत्वा रोषात्समभिवर्तत ७,०१४।००८ ये तु ते राक्षसेन्द्रस्य सचिवा घोरविक्रमः ते सहस्रं सहस्राणामेकैकं समयोधयन् ७,०१४।००९ ततो गदाभिः परिघैरसिभिः शक्तितोमरैः वध्यमानो दशग्रीवस्तत्सैन्यं समगाहत ७,०१४।०१० तैर्निरुच्छ्वासवत्तत्र वध्यमानो दशाननः वर्षमाणैरिव घनैर्यक्षेन्द्रैः संनिरुध्यत ७,०१४।०११ स दुरात्मा समुद्यम्य कालदण्डोपमां गदाम् प्रविवेश ततः सैन्यं नयन्यक्षान्यमक्षयम् ७,०१४।०१२ स कक्षमिव विस्तीर्णं शुष्केन्धनसमाकुलम् वातेनाग्निरिवायत्तोऽदहत्सैन्यं सुदारुणम् ७,०१४।०१३	गरुडः
637	प्रहस्तपुत्रं जम्बुमालिनं कोऽवधीत्?	हनुमान्		भ्रामयन्तं कपिं दृष्ट्वा सालवृक्षं महाबलम् चिक्षेप सुबहून्बाणाञ्जम्बुमाली महाबलः ५,०४२।०१२ सालं चतुर्भिर्चिच्छेद वानरं पञ्चभिर्भुजे उरस्येकेन बाणेन दशभिस्तु स्तनान्तरे ५,०४२।०१३ स शरैः पूरिततनुः क्रोधेन महता वृतः तमेव परिघं गृह्य भ्रामयामास वेगितः ५,०४२।०१४ अतिवेगोऽतिवेगेन भ्रामयित्वा बलोत्कटः परिघं पातयामास जम्बुमालेर्महोरसि ५,०४२।०१५ तस्य चैव शिरो नास्ति न बाहू न च जानुनी न धनुर्न रथो नाश्वास्तत्रादृश्यन्त नेषवः ५,०४२।०१६ स हतस्तरसा तेन जम्बुमाली महारथः पपात निहतो भूमौ चूर्णिताङ्गविभूषणः ५,०४२।०१७ जम्बुमालिं च निहतं किंकरांश्च महाबलान् चुक्रोध रावणः श्रुत्वा कोपसंरक्तलोचनः ५,०४२।०१८ स रोषसंवर्तितताम्रलोचनः प्रहस्तपुत्रे निहते महाबले अमात्यपुत्रानतिवीर्यविक्रमान्समादिदेशाशु निशाचरेश्वरः ५,०४२।०१९ ततस्ते राक्षसेन्द्रेण चोदिता मन्त्रिणः सुताः निर्ययुर्भवनात्तस्मात्सप्त सप्तार्चिवर्चसः ५,०४३।००१ महाबलपरीवारा धनुष्मन्तो महाबलाः कृतास्त्रास्त्रविदां श्रेष्ठाः परस्परजयैषिणः ५,०४३।००२ हेमजालपरिक्षिप्तैर्ध्वजवद्भिः पताकिभिः तोयदस्वननिर्घोषैर्वाजियुक्तैर्महारथैः ५,०४३।००३	हनुमान्
638	रश्मिकेतुं राक्षसं कोऽवधीत्?	श्रीरामः; रामः		ततो निकुम्भो रभसः सूर्यशत्रुर्महाबलः सुप्तघ्नो यज्ञकोपश्च महापार्श्वो महोदरः ६,००९।००१ अग्निकेतुश्च दुर्धर्षो रश्मिकेतुश्च राक्षसः इन्द्रजिच्च महातेजा बलवान्रावणात्मजः ६,००९।००२ प्रहस्तोऽथ विरूपाक्षो वज्रदंष्ट्रो महाबलः धूम्राक्षश्चातिकायश्च दुर्मुखश्चैव राक्षसः ६,००९।००३ परिघान्पट्टसान्प्रासाञ्शक्तिशूलपरश्वधान् चापानि च सबाणानि खड्गांश्च विपुलाञ्शितान् ६,००९।००४ प्रगृह्य परमक्रुद्धाः समुत्पत्य च राक्षसाः अब्रुवन्रावणं सर्वे प्रदीप्ता इव तेजसा ६,००९।००५ अद्य रामं वधिष्यामः सुग्रीवं च सलक्ष्मणम् कृपणं च हनूमन्तं लङ्का येन प्रधर्षिता ६,००९।००६ तान्गृहीतायुधान्सर्वान्वारयित्वा विभीषणः अब्रवीत्प्राञ्जलिर्वाक्यं पुनः प्रत्युपवेश्य तान् ६,००९।००७ अप्युपायैस्त्रिभिस्तात योऽर्थः प्राप्तुं न शक्यते तस्य विक्रमकालांस्तान्युक्तानाहुर्मनीषिणः ६,००९।००८ प्रमत्तेष्वभियुक्तेषु दैवेन प्रहतेषु च विक्रमास्तात सिध्यन्ति परीक्ष्य विधिना कृताः ६,००९।००९ अप्रमत्तं कथं तं तु विजिगीषुं बले स्थितम् जितरोषं दुराधर्षं प्रधर्षयितुमिच्छथ ६,००९।०१०	लक्ष्मणः
639	रुधिराशनं राक्षसं कोऽवधीत्?	श्रीरामः; रामः		मारीचश्च सुबाहुश्च तयोरनुचरास्तथा आगम्य भीमसंकाशा रुधिरौघानवासृजन् १,०२९।०११ तावापतन्तौ सहसा दृष्ट्वा राजीवलोचनः लक्ष्मणं त्वभिसंप्रेक्ष्य रामो वचनमब्रवीत् १,०२९।०१२ पश्य लक्ष्मण दुर्वृत्तान्राक्षसान्पिशिताशनान् मानवास्त्रसमाधूताननिलेन यथाघनान् १,०२९।०१३ मानवं परमोदारमस्त्रं परमभास्वरम् चिक्षेप परमक्रुद्धो मारीचोरसि राघवः १,०२९।०१४ स तेन परमास्त्रेण मानवेन समाहितः संपूर्णं योजनशतं क्षिप्तः सागरसंप्लवे १,०२९।०१५ विचेतनं विघूर्णन्तं शीतेषुबलपीडितम् निरस्तं दृश्य मारीचं रामो लक्ष्मणमब्रवीत् १,०२९।०१६ पश्य लक्ष्मण शीतेषुं मानवं धर्मसंहितम् मोहयित्वा नयत्येनं न च प्राणैर्वियुज्यते १,०२९।०१७ इमानपि वधिष्यामि निर्घृणान्दुष्टचारिणः राक्षसान्पापकर्मस्थान्यज्ञघ्नान्रुधिराशनान् १,०२९।०१८ विगृह्य सुमहच्चास्त्रमाग्नेयं रघुनन्दनः सुबाहुरसि चिक्षेप स विद्धः प्रापतद्भुवि १,०२९।०१९ शेषान्वायव्यमादाय निजघान महायशाः राघवः परमोदारो मुनीनां मुदमावहन् १,०२९।०२० स हत्वा राक्षसान्सर्वान्यज्ञघ्नान्रघुनन्दनः ऋषिभिः पूजितस्तत्र यथेन्द्रो विजये पुरा १,०२९।०२१	राघवः
640	को देवः कामदेवं दग्ध्वा भस्मीकृतवान्?	शिवः; शङ्करः; महादेवः; रुद्रः; हरः		स राक्षसांस्तान्सुबहूंश्च हत्वा वनं च भङ्क्त्वा बहुपादपं तत् विसृज्य रक्षो भवनेषु चाग्निं जगाम रामं मनसा महात्मा ५,०५२।०१६ लङ्कां समस्तां संदीप्य लाङ्गूलाग्निं महाकपिः निर्वापयामास तदा समुद्रे हरिसत्तमः ५,०५२।०१७ संदीप्यमानां विध्वस्तां त्रस्तरक्षो गणां पुरीम् अवेक्ष्य हानुमांल्लङ्कां चिन्तयामास वानरः ५,०५३।००१ तस्याभूत्सुमहांस्त्रासः कुत्सा चात्मन्यजायत लङ्कां प्रदहता कर्म किंस्वित्कृतमिदं मया ५,०५३।००२ धन्यास्ते पुरुषश्रेष्ठ ये बुद्ध्या कोपमुत्थितम् निरुन्धन्ति महात्मानो दीप्तमग्निमिवाम्भसा ५,०५३।००३ यदि दग्धा त्वियं लङ्का नूनमार्यापि जानकी दग्धा तेन मया भर्तुर्हतं कार्यमजानता ५,०५३।००४ यदर्थमयमारम्भस्तत्कार्यमवसादितम् मया हि दहता लङ्कां न सीता परिरक्षिता ५,०५३।००५ ईषत्कार्यमिदं कार्यं कृतमासीन्न संशयः तस्य क्रोधाभिभूतेन मया मूलक्षयः कृतः ५,०५३।००६ विनष्टा जानकी व्यक्तं न ह्यदग्धः प्रदृश्यते लङ्कायाः कश्चिदुद्देशः सर्वा भस्मीकृता पुरी ५,०५३।००७ यदि तद्विहतं कार्यं मया प्रज्ञाविपर्ययात् इहैव प्राणसंन्यासो ममापि ह्यतिरोचते ५,०५३।००८	महादेवः
641	त्रिपुरासुरस्य वधं कः कृतवान्?	शिवः; शङ्करः; महादेवः; रुद्रः; हरः		उपस्थितं भयं घोरं दिव्यं पक्षिमुखाच्च्युतम् मृगाः प्रशमयन्त्येते संतापस्त्यज्यतामयम् १,०७३।०१२ तेषां संवदतां तत्र वायुः प्रादुर्बभूव ह कम्पयन्मेदिनीं सर्वां पातयंश्च द्रुमाञ्शुभान् १,०७३।०१३ तमसा संवृतः सूर्यः सर्वा न प्रबभुर्दिशः भस्मना चावृतं सर्वं संमूढमिव तद्बलम् १,०७३।०१४ वसिष्ठ ऋषयश्चान्ये राजा च ससुतस्तदा ससंज्ञा इव तत्रासन्सर्वमन्यद्विचेतनम् १,०७३।०१५ तस्मिंस्तमसि घोरे तु भस्मच्छन्नेव सा चमूः ददर्श भीमसंकाशं जटामण्डलधारिणम् १,०७३।०१६ कैलासमिव दुर्धर्षं कालाग्निमिव दुःसहम् ज्वलन्तमिव तेजोभिर्दुर्निरीक्ष्यं पृथग्जनैः १,०७३।०१७ स्कन्धे चासज्य परशुं धनुर्विद्युद्गणोपमम् प्रगृह्य शरमुख्यं च त्रिपुरघ्नं यथा हरम् १,०७३।०१८ तं दृष्ट्वा भीमसंकाशं ज्वलन्तमिव पावकम् वसिष्ठप्रमुखा विप्रा जपहोमपरायणाः संगता मुनयः सर्वे संजजल्पुरथो मिथः १,०७३।०१९ कच्चित्पितृवधामर्षी क्षत्रं नोत्सादयिष्यति पूर्वं क्षत्रवधं कृत्वा गतमन्युर्गतज्वरः क्षत्रस्योत्सादनं भूयो न खल्वस्य चिकीर्षितम् १,०७३।०२० एवमुक्त्वार्घ्यमादाय भार्गवं भीमदर्शनम् ऋषयो राम रामेति मधुरां वाचमब्रुवन् १,०७३।०२१	हरः
642	खरस्य सखायं विहङ्गमराक्षसं कः हतवान् आसीत्?	श्रीरामः; रामः		देवराजमपि क्रुद्धो मत्तैरावतयायिनम् वज्रहस्तं रणे हन्यां किं पुनस्तौ च मानुषौ ३,०२२।०२४ सा तस्य गर्जितं श्रुत्वा राक्षसस्य महाचमूः प्रहर्षमतुलं लेभे मृत्युपाशावपाशिता ३,०२२।०२५ समेयुश्च महात्मानो युद्धदर्शनकाङ्क्षिणः ऋषयो देवगन्धर्वाः सिद्धाश्च सह चारणैः ३,०२२।०२६ समेत्य चोरुः सहितास्तेऽन्यायं पुण्यकर्मणः स्वस्ति गोब्राह्मणेभ्योऽस्तु लोकानां ये च संमताः ३,०२२।०२७ जयतां राघवो युद्धे पौलस्त्यान्रजनीचरान् चक्रा हस्तो यथा युद्धे सर्वानसुरपुंगवान् ३,०२२।०२८ एतच्चान्यच्च बहुशो ब्रुवाणाः परमर्षयः ददृशुर्वाहिनीं तेषां राक्षसानां गतायुषाम् ३,०२२।०२९ रथेन तु खरो वेगात्सैन्यस्याग्राद्विनिःसृतः तं दृष्ट्वा राक्षसं भूयो राक्षसाश्च विनिःसृताः ३,०२२।०३० श्येन गामी पृथुग्रीवो यज्ञशत्रुर्विहंगमः दुर्जयः करवीराक्षः परुषः कालकार्मुकः ३,०२२।०३१ मेघमाली महामाली सर्पास्यो रुधिराशनः द्वादशैते महावीर्याः प्रतस्थुरभितः खरम् ३,०२२।०३२ महाकपालः स्थूलाक्षः प्रमाथी त्रिशिरास्तथा चत्वार एते सेनाग्र्या दूषणं पृष्ठतोऽन्वयुः ३,०२२।०३३	रामः
643	मयराक्षसस्य वधं कः कृतवान्?	इन्द्रः		तथा सर्वाणि भूतानि तिर्यग्योनिगतान्यपि प्रियं कुर्वन्ति रामस्य त्यक्त्वा प्राणान्यथा वयम् ४,०५५।०१० राघवार्थे परिश्रान्ता वयं संत्यक्तजीविताः कान्ताराणि प्रपन्नाः स्म न च पश्याम मैथिलीम् ४,०५५।०११ स सुखी गृध्रराजस्तु रावणेन हतो रणे मुक्तश्च सुग्रीवभयाद्गतश्च परमां गतिम् ४,०५५।०१२ जटायुषो विनाशेन राज्ञो दशरथस्य च हरणेन च वैदेह्याः संशयं हरयो गताः ४,०५५।०१३ रामलक्ष्मणयोर्वासामरण्ये सह सीतया राघवस्य च बाणेन वालिनश्च तथा वधः ४,०५५।०१४ रामकोपादशेषाणां राक्षसानां तथा वधः कैकेय्या वरदानेन इदं हि विकृतं कृतम् ४,०५५।०१५ तत्तु श्रुत्वा तदा वाक्यमङ्गदस्य मुखोद्गतम् अब्रवीद्वचनं गृध्रस्तीक्ष्णतुण्डो महास्वनः ४,०५५।०१६ कोऽयं गिरा घोषयति प्राणैः प्रियतरस्य मे जटायुषो वधं भ्रातुः कम्पयन्निव मे मनः ४,०५५।०१७ कथमासीज्जनस्थाने युद्धं राक्षसगृध्रयोः नामधेयमिदं भ्रातुश्चिरस्याद्य मया श्रुतम् ४,०५५।०१८ यवीयसो गुणज्ञस्य श्लाघनीयस्य विक्रमैः तदिच्छेयमहं श्रोतुं विनाशं वानरर्षभाः ४,०५५।०१९	रामः
644	कबंधराक्षसं कः हतवान्?	वाली		आपतन्तं महावीर्यं तदनीकं वनौकसाम् रक्षसां भीमवेगानामनीकेन न्यवारयत् ६,०६८।०२३ स तां बाणसहस्रेण विक्षोभ्य हरिवाहिनीम् हरिश्रेष्ठं हनूमन्तमिन्द्रजित्प्रत्युवाच ह ६,०६८।०२४ सुग्रीवस्त्वं च रामश्च यन्निमित्तमिहागताः तां हनिष्यामि वैदेहीमद्यैव तव पश्यतः ६,०६८।०२५ इमां हत्वा ततो रामं लक्ष्मणं त्वां च वानर सुग्रीवं च वधिष्यामि तं चानार्यं विभीषणम् ६,०६८।०२६ न हन्तव्याः स्त्रियश्चेति यद्ब्रवीषि प्लवंगम पीडा करममित्राणां यत्स्यात्कर्तव्यमेत तत् ६,०६८।०२७ तमेवमुक्त्वा रुदतीं सीतां मायामयीं ततः शितधारेण खड्गेन निजघानेन्द्रजित्स्वयम् ६,०६८।०२८ यज्ञोपवीतमार्गेण छिन्ना तेन तपस्विनी सा पृथिव्यां पृथुश्रोणी पपात प्रियदर्शना ६,०६८।०२९ तामिन्द्रजित्स्त्रियं हत्वा हनूमन्तमुवाच ह मया रामस्य पश्येमां कोपेन च निषूदिताम् ६,०६८।०३० ततः खड्गेन महता हत्वा तामिन्द्रजित्स्वयम् हृष्टः स रथमास्थाय विननाद महास्वनम् ६,०६८।०३१ वानराः शुश्रुवुः शब्दमदूरे प्रत्यवस्थिताः व्यादितास्यस्य नदतस्तद्दुर्गं संश्रितस्य तु ६,०६८।०३२	रामः
645	राज्ञः सुधन्वनः वधं कः कृतवान्?	जनकः		महारोंणस्तु धर्मात्मा स्वर्णरोमा व्यजायत स्वर्णरोंणस्तु राजर्षेर्ह्रस्वरोमा व्यजायत १,०७०।०१२ तस्य पुत्रद्वयं जज्ञे धर्मज्ञस्य महात्मनः ज्येष्ठोऽहमनुजो भ्राता मम वीरः कुशध्वजः १,०७०।०१३ मां तु ज्येष्ठं पिता राज्ये सोऽभिषिच्य नराधिपः कुशध्वजं समावेश्य भारं मयि वनं गतः १,०७०।०१४ वृद्धे पितरि स्वर्याते धर्मेण धुरमावहम् भ्रातरं देवसंकाशं स्नेहात्पश्यन्कुशध्वजम् १,०७०।०१५ कस्य चित्त्वथ कालस्य सांकाश्यादगमत्पुरात् सुधन्वा वीर्यवान्राजा मिथिलामवरोधकः १,०७०।०१६ स च मे प्रेषयामास शैवं धनुरनुत्तमम् सीता कन्या च पद्माक्षी मह्यं वै दीयतामिति १,०७०।०१७ तस्याप्रदानाद्ब्रह्मर्षे युद्धमासीन्मया सह स हतोऽभिमुखो राजा सुधन्वा तु मया रणे १,०७०।०१८ निहत्य तं मुनिश्रेष्ठ सुधन्वानं नराधिपम् सांकाश्ये भ्रातरं शूरमभ्यषिञ्चं कुशध्वजम् १,०७०।०१९ कनीयानेष मे भ्राता अहं ज्येष्ठो महामुने ददामि परमप्रीतो वध्वौ ते मुनिपुंगव १,०७०।०२० सीतां रामाय भद्रं ते ऊर्मिलां लक्ष्मणाय च वीर्यशुल्कां मम सुतां सीतां सुरसुतोपमाम् १,०७०।०२१	जनकः
646	परन्धाम गमनाय श्रीरामः कस्यां नद्यां जल-समाधिं स्वीकृतवान्?	सरयूनद्याम्		पितामहसुते ह्येते विद्ये तेजःसमन्विते प्रदातुं तव काकुत्स्थ सदृशस्त्वं हि धार्मिक १,०२१।०१६ कामं बहुगुणाः सर्वे त्वय्येते नात्र संशयः तपसा संभृते चैते बहुरूपे भविष्यतः १,०२१।०१७ ततो रामो जलं स्पृष्ट्वा प्रहृष्टवदनः शुचिः प्रतिजग्राह ते विद्ये महर्षेर्भावितात्मनः विद्यासमुदितो रामः शुशुभे भूरिविक्रमः १,०२१।०१८ गुरुकार्याणि सर्वाणि नियुज्य कुशिकात्मजे ऊषुस्तां रजनीं तत्र सरय्वां सुसुखं त्रयः १,०२१।०१९ प्रभातायां तु शर्वर्यां विश्वामित्रो महामुनिः अभ्यभाषत काकुत्स्थं शयानं पर्णसंस्तरे १,०२२।००१ कौसल्या सुप्रजा राम पूर्वा संध्या प्रवर्तते उत्तिष्ठ नरशार्दूल कर्तव्यं दैवमाह्निकम् १,०२२।००२ तस्यर्षेः परमोदारं वचः श्रुत्वा नृपात्मजौ स्नात्वा कृतोदकौ वीरौ जेपतुः परमं जपम् १,०२२।००३ कृताह्निकौ महावीर्यौ विश्वामित्रं तपोधनम् अभिवाद्याभिसंहृष्टौ गमनायोपतस्थतुः १,०२२।००४ तौ प्रयाते महावीर्यौ दिव्यं त्रिपथगां नदीम् ददृशाते ततस्तत्र सरय्वाः संगमे शुभे १,०२२।००५ तत्राश्रमपदं पुण्यमृषीणामुग्रतेजसाम् बहुवर्षसहस्राणि तप्यतां परमं तपः १,०२२।००६	सरय्वाम्
647	अयोध्यायाः प्रथमः राजा कः आसीत्?	इक्ष्वाकुः		स वराहस्ततो भूत्वा प्रोज्जहार वसुंधराम् असृजच्च जगत्सर्वं सह पुत्रैः कृतात्मभिः २,१०२।००३ आकाशप्रभवो ब्रह्मा शाश्वतो नित्य अव्ययः तस्मान्मरीचिः संजज्ञे मरीचेः कश्यपः सुतः २,१०२।००४ विवस्वान्कश्यपाज्जज्ञे मनुर्वैवस्वतः स्मृतः स तु प्रजापतिः पूर्वमिक्ष्वाकुस्तु मनोः सुतः २,१०२।००५ यस्येयं प्रथमं दत्ता समृद्धा मनुना मही तमिक्ष्वाकुमयोध्यायां राजानं विद्धि पूर्वकम् २,१०२।००६ इक्ष्वाकोस्तु सुतः श्रीमान्कुक्षिरेवेति विश्रुतः कुक्षेरथात्मजो वीरो विकुक्षिरुदपद्यत २,१०२।००७ विकुक्षेस्तु महातेजा बाणः पुत्रः प्रतापवान् बाणस्य तु महाबाहुरनरण्यो महायशाः २,१०२।००८ नानावृष्टिर्बभूवास्मिन्न दुर्भिक्षं सतां वरे अनरण्ये महाराजे तस्करो वापि कश्चन २,१०२।००९ अनरण्यान्महाबाहुः पृथू राजा बभूव ह तस्मात्पृथोर्महाराजस्त्रिशङ्कुरुदपद्यत स सत्यवचनाद्वीरः सशरीरो दिवं गतः २,१०२।०१० त्रिशङ्कोरभवत्सूनुर्धुन्धुमारो महायशाः धुन्धुमारान्महातेजा युवनाश्वो व्यजायत २,१०२।०११ युवनाश्व सुतः श्रीमान्मान्धाता समपद्यत मान्धातुस्तु महातेजाः सुसंधिरुदपद्यत २,१०२।०१२	इक्ष्वाकुः
648	दशरथः कस्य राजा आसीत्?	अयोध्यायाः		उत्तरे दिवसे ब्रह्मन्फल्गुनीभ्यां मनीषिणः वैवाहिकं प्रशंसन्ति भगो यत्र प्रजापतिः १,०७१।०१२ एवमुक्त्वा वचः सौम्यं प्रत्युत्थाय कृताञ्जलिः उभौ मुनिवरौ राजा जनको वाक्यमब्रवीत् १,०७१।०१३ परो धर्मः कृतो मह्यं शिष्योऽस्मि भवतोः सदा इमान्यासनमुख्यानि आसेतां मुनिपुंगवौ १,०७१।०१४ यथा दशरथस्येयं तथायोध्या पुरी मम प्रभुत्वे नासित्संदेहो यथार्हं कर्तुमर्हथः १,०७१।०१५ तथा ब्रुवति वैदेहे जनके रघुनन्दनः राजा दशरथो हृष्टः प्रत्युवाच महीपतिम् १,०७१।०१६ युवामसंख्येय गुणौ भ्रातरौ मिथिलेश्वरौ ऋषयो राजसंघाश्च भवद्भ्यामभिपूजिताः १,०७१।०१७ स्वस्ति प्राप्नुहि भद्रं ते गमिष्यामि स्वमालयम् श्राद्धकर्माणि सर्वाणि विधास्य इति चाब्रवीत् १,०७१।०१८ तमापृष्ट्वा नरपतिं राजा दशरथस्तदा मुनीन्द्रौ तौ पुरस्कृत्य जगामाशु महायशाः १,०७१।०१९ स गत्वा निलयं राजा श्राद्धं कृत्वा विधानतः प्रभाते काल्यमुत्थाय चक्रे गोदानमुत्तमम् १,०७१।०२० गवां शतसहस्राणि ब्राह्मणेभ्यो नराधिपः एकैकशो ददौ राजा पुत्रानुद्धिश्य धर्मतः १,०७१।०२१ सुवर्णशृङ्गाः संपन्नाः सवत्साः कांस्यदोहनाः गवां शतसहस्राणि चत्वारि पुरुषर्षभः १,०७१।०२२	अयोध्यायाः
649	रावणः कस्य राजा आसीत्?	लङ्कायाः		मानुषाः शब्दवित्रस्ता मेनिरे लोकसंक्षयम् देवताश्चापि संक्षुब्धाश्चलिताः स्वेषु कर्मसु ७,०१६।०२४ ततः प्रीतो महादेवः शैलाग्रे विष्ठितस्तदा मुक्त्वा तस्य भुजान्राजन्प्राह वाक्यं दशाननम् ७,०१६।०२५ प्रीतोऽस्मि तव वीर्याच्च शौण्डीर्याच्च निशाचर रवतो वेदना मुक्तः स्वरः परमदारुणः ७,०१६।०२६ यस्माल्लोकत्रयं त्वेतद्रावितं भयमागतम् तस्मात्त्वं रावणो नाम नाम्ना तेन भविष्यसि ७,०१६।०२७ देवता मानुषा यक्षा ये चान्ये जगतीतले एवं त्वामभिधास्यन्ति रावणं लोकरावणम् ७,०१६।०२८ गच्छ पौलस्त्य विस्रब्धः पथा येन त्वमिच्छसि मया त्वमभ्यनुज्ञातो राक्षसाधिप गम्यताम् ७,०१६।०२९ साक्षान्महेश्वरेणैवं कृतनामा स रावणः अभिवाद्य महादेवं विमानं तत्समारुहत् ७,०१६।०३० ततो महीतले राम परिचक्राम रावणः क्षत्रियान्सुमहावीर्यान्बाधमानस्ततस्ततः ७,०१६।०३१ अथ राजन्महाबाहुर्विचरन्स महीतलम् हिमवद्वनमासाद्य परिचक्राम रावणः ७,०१७।००१ तत्रापश्यत वै कन्यां कृष्टाजिनजटाधराम् आर्षेण विधिना युक्तां तपन्तीं देवतामिव ७,०१७।००२ स दृष्ट्वा रूपसंपन्नां कन्यां तां सुमहाव्रताम् काममोहपरीतात्मा पप्रच्छ प्रहसन्निव ७,०१७।००३	राक्षसः
650	वाली (वानरः) कस्य राजा आसीत्?	किष्किन्धायाः		राक्षसं वा मनुष्यं वा शृणुते यं बलाधिकम् रावणस्तं समासाद्य युद्धे ह्वयति दर्पितः ७,०३४।००२ ततः कदा चित्किष्किन्धां नगरीं वालिपालिताम् गत्वाह्वयति युद्धाय वालिनं हेममालिनम् ७,०३४।००३ ततस्तं वानरामात्यस्तारस्तारापिता प्रभुः उवाच रावणं वाक्यं युद्धप्रेप्सुमुपागतम् ७,०३४।००४ राक्षसेन्द्र गतो वाली यस्ते प्रतिबलो भवेत् नान्यः प्रमुखतः स्थातुं तव शक्तः प्लवंगमः ७,०३४।००५ चतुर्भ्योऽपि समुद्रेभ्यः संध्यामन्वास्य रावण इमं मुहूर्तमायाति वाली तिष्ठ मुहूर्तकम् ७,०३४।००६ एतानस्थिचयान्पश्य य एते शङ्खपाण्डुराः युद्धार्थिनामिमे राजन्वानराधिपतेजसा ७,०३४।००७ यद्वामृतरसः पीतस्त्वया रावणराक्षस तथा वालिनमासाद्य तदन्तं तव जीवितम् ७,०३४।००८ अथ वा त्वरसे मर्तुं गच्छ दक्षिणसागरम् वालिनं द्रक्ष्यसे तत्र भूमिष्ठमिव भास्करम् ७,०३४।००९ स तु तारं विनिर्भर्त्स्य रावणो राक्षसेश्वरः पुष्पकं तत्समारुह्य प्रययौ दक्षिणार्णवम् ७,०३४।०१० तत्र हेमगिरिप्रख्यं तरुणार्कनिभाननम् रावणो वालिनं दृष्ट्वा संध्योपासनतत्परम् ७,०३४।०११ पुष्पकादवरुह्याथ रावणोऽञ्जनसंनिभः ग्रहीतुं वालिनं तूर्णं निःशब्दपदमाद्रवत् ७,०३४।०१२	किष्किन्धायाः
651	जनकः कस्य राजा आसीत्?	मिथिलायाः; विदेहस्य		सज्जोऽहं त्वत्प्रतीक्षोऽस्मि वेद्यामस्यां प्रतिष्ठितः अविघ्नं कुरुतां राजा किमर्थं हि विलम्ब्यते १,०७२।०१५ तद्वाक्यं जनकेनोक्तं श्रुत्वा दशरथस्तदा प्रवेशयामास सुतान्सर्वानृषिगणानपि १,०७२।०१६ अब्रवीज्जनको राजा कौसल्यानन्दवर्धनम् इयं सीता मम सुता सहधर्मचरी तव प्रतीच्छ चैनां भद्रं ते पाणिं गृह्णीष्व पाणिना १,०७२।०१७ लक्ष्मणागच्छ भद्रं ते ऊर्मिलामुद्यतां मया प्रतीच्छ पाणिं गृह्णीष्व मा भूत्कालस्य पर्ययः १,०७२।०१८ तमेवमुक्त्वा जनको भरतं चाभ्यभाषत गृहाण पाणिं माण्डव्याः पाणिना रघुनन्दन १,०७२।०१९ शत्रुघ्नं चापि धर्मात्मा अब्रवीज्जनकेश्वरः श्रुतकीर्त्या महाबाहो पाणिं गृह्णीष्व पाणिना १,०७२।०२० सर्वे भवन्तः संयाश्च सर्वे सुचरितव्रताः पत्नीभिः सन्तु काकुत्स्था मा भूत्कालस्य पर्ययः १,०७२।०२१ जनकस्य वचः श्रुत्वा पाणीन्पाणिभिरस्पृशन् चत्वारस्ते चतसृणां वसिष्ठस्य मते स्थिताः १,०७२।०२२ अग्निं प्रदक्षिणं कृत्वा वेदिं राजानमेव च ऋषींश्चैव महात्मानः सह भार्या रघूत्तमाः यथोक्तेन तथा चक्रुर्विवाहं विधिपूर्वकम् १,०७२।०२३	मिथिलायाः
